title,content,url
Poe pushes for improved train station facilities,"MANILA, Philippines Senator Grace Poe has called for improvements in train station facilities following the recent extension of LRT-1 and MRTs operating hours. Poe believes complementary changes must be made. The trains additional operating hours must be complemented with adequate security, help desks and maintenance of facilities for the commuters overall convenient ride, the senator said in a statement released on Tuesday. READ: MRT-3 operations extended by an hour On Monday, MRT-1 began its one-hour extended operations during weekdays. Meanwhile, the operating hours of LRT-1 are set to be extended by 30 minutes starting Wednesday. The extended operating hours of the MRT and LRT brings a welcome respite to our commuters, Poe said. It has been said that a good indicator of a progressive country is not everyone owning a car, but even the wealthy using public transportation. While miles away from this, every little initiative is a step closer to the goal, she added. INQUIRER.net trainee, Keith Clores Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy .",https://newsinfo.inquirer.net/2046787/poe-pushes-for-improved-train-station-facilities
Cool amihan season is over in most parts of PH Pagasa,"MANILA, Philippines The state weather bureau announced on Wednesday the start of the dry season as the northeast monsoon, or amihan, officially ended in most parts of the country. The shift of wind direction from northeasterly to easterly due to the establishment of the high-pressure area over the Northwestern Pacific signifies the termination of the northeast nonsoon over most parts of the country and the start of the dry season, the Philippine Atmospheric, Geophysical, and Astronomical Services Administration said in a statement on Wednesday. READ: Amihan season begins, says Pagasa Pagasa added that the day-to-day weather across the country will gradually become warmer, though isolated thunderstorms are also likely to occur. It also noted that northern Luzon may still get northeasterly winds. READ: Pagasa: Start of warm, dry season possible by end of March The northeast monsoon would weaken by the end of March, signifying the start of the warm season, Pagasa Administrator Nathaniel Servando said in a press conference last Friday. The amihan season officially began in November 2024, when a high-pressure area strengthening over Siberia triggered a surge of northeasterly winds. Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy .",https://newsinfo.inquirer.net/2047056/amihan-season-is-over-in-most-parts-of-ph-pagasa
Escudero confident SolGen can justify legality of 2025 budget,"MANILA, Philippines The Senate, through Solicitor General Menardo Guevarra, will be able to justify the legality of the 2025 national budget before the Supreme Court. Speaking at a Kapihan sa Manila Bay forum on Wednesday, Senate President Francis Escudero said he was confident of this. To explain the reason behind his stand, he said in a mix of English and Filipino: The bicam report is clear. We authorized the finance committee and appropriations committee to fill in any gaps, to make any corrections given that the budget bill consists of over 200,000 lines. And not because there are blanks we will return to the bicam. READ: SolGen seeks dismissal of SC petition vs 2025 budget So that authority was given within the parameters of the delegated authority given by the bicam to the respective House and Senate committee, he added. According to Escudero, the Supreme Courts goal is not to infringe upon the power of Congress to settle the national funding but to ensure that the process was done right. Marikina 2nd District Rep. Stella Quimbo earlier confirmed that there were blank items in the bicameral conference committee report on the 2025 national budget, but she clarified these were only for the final computation of the amendments made. In relation to this, Davao Rep. Isidro Ungab and former Executive Secretary Vic Rodriguez filed a petition before the Supreme Court questioning the alleged blank items in the 2025 budget plan. For his part, Escudero said oral arguments on the legality of the 2025 national funding were scheduled for April 1. Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy .",https://newsinfo.inquirer.net/2047040/escudero-confident-solgen-can-justify-legality-of-2025-budget
PNP eyes lifetime ban on firearms use for gun ban violators,"MANILA, Philippines The Philippine National Police is eyeing to impose a lifetime ban on firearms use for violators of the election gun ban,according to its chief, Gen. Rommel Marbil. He revealed this in an ambush interview on Monday, a day after the road rage and shooting along Barangay San Jose in Antipolo City. READ: Police to file raps vs suspect in bloody Antipolo road rage I am looking into the implementing rules and regulations of our law. If we can impose a lifetime ban on those who will violate the Comelec gun ban, thats what we want. There should be no guns now, Marbil said in Filipino. Last January 12, the PNP started implementing the nationwide gun ban as the election period began for the May 2025 elections. The police force said the gun ban aims to ensure peace and order, as the government believes it could lessen violence during the upcoming midterm polls. Last week, the PNP reported that 1,808 individuals had violated the election gun ban. Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy .",https://newsinfo.inquirer.net/2048592/pnp-on-imposing-lifetime-ban-on-use-of-firearms-to-gun-ban-violators
VP Duterte can answer impeach raps in PH or via consulate reps,"MANILA, Philippines Vice President Sara Duterte can either go home or send her reply to the nearest consulate should the Senate ask her to respond to the articles of impeachment, House of Representatives prosecutors said on Tuesday. In a press briefing at the Batasang Pambansa complex, Minority Leader Marcelino Libanan and 1-Rider party-list Rep. Ramon Rodrigo Gutierrez said this could be the possible scenario for Duterte when asked about what would happen if the Senate issued a summons order against her. The two congressmen, both House prosecutors in the impeachment trial of the vice president, had earlier requested the Senate to order her to answer the impeachment charges. READ: Solons ask Senate to order VP Duterte to answer the impeachment raps We are of the opinion, that [] assuming first the summons would be delivered to the good Vice President.. that would be through personal summons or substitute, the Vice President, if she would still be abroad, can still file her answer and just approach the nearest consulate to have it apostilled, Gutierrez said. She would have to answer it.. it would be a formal filing with the court through the consulate. Thats one opinion that we have, although the ideal [thing] would still be that, personally, she would return to the Philippines to file her answer before the court, he added. Libanan who Gutierrez announced as the teams lead prosecutor agreed, saying that Duterte could respond to the order, if issued by the Senate, within 10 days of receipt. If the Senate listens to our request, our Vice President will be required to answer the articles of impeachment. This means the summons will be served to her. What does that mean? It means they will be informed formally of the cases, as while she may have heard of it through news and social media, it was unofficial. So the charges that she would face would be mentioned, and she will be asked to respond in a non-extendable period of 10 days, Libanan said in Filipino. So that can be submitted to her office or delivered to her residence. Now, once she receives that, of course they would call her. Her choices, as Congressman Gutierrez mentioned, is that she can respond by going home and answering in writing each allegation, or she can visit our consulate in the Netherlands, where she can execute her answer, he added. Duterte is currently in The Hague, Netherlands to assist her father, former President Rodrigo Duterte, who is under the custody of the International Criminal Court. The older Duterte is facing crimes against humanity charges for his administrations drug war that left thousands dead. According to Gutierrez, Vice President Dutertes potential situation can be likened to her familys ally, former presidential spokesperson Harry Roque, who in December 2024 submitted a counter-affidavit for the qualified human trafficking complaints filed against him while he was in Abu Dhabi, United Arab Emirates. The human trafficking complaints stemmed from Roques alleged involvement in Lucky South 99, the Philippine offshore gaming operator hub in Porac, Pampanga, that was raided last June 2024 for being a human trafficking den. In the same way, if to make it more common knowledge, yong pagsagot rin po ni attorney Harry Roque, ginawa niya rin po yon abroad po no, so in the same manner it could be done po, Gutierrez noted. Earlier, Gutierrez and Libanan submitted a motion asking the Senate to issue a summons against Duterte. According to Libanan, the entire prosecution team signed the motion as early as March 14, but they refrained from submitting it to the Senate as the session was in recess. They eventually submitted the motion as they took the Senate Committee on Foreign Relations hearing on former President Rodrigo Dutertes arrest as an indication that the chamber is still working despite Congress being on a break. In the motion, the prosecution panel cited Rule VII of the Rules of Procedure on Impeachment Trials dated March 23, 2011, which states that a writ of summons should be issued against the official impeached by the House. The prosecution team said the impeachment rules are still applicable since there was a provision stating that it will be in force until it is amended or repealed. Duterte wasimpeachedby the House last February 5, after 215 lawmakers filed and verified a fourthimpeachmentcomplaint, hinged on several issues like the alleged confidential fund misuse, threats to ranking officials including President Ferdinand Marcos Jr., and conduct unbecoming of a Vice President. The articles of impeachment were immediately transmitted to the Senate, as the 1987 Constitution requires a trial to start forthwith if at least one-third of all House members in this case, 102 out of 306 have signed and endorsed the petition. READ: House impeaches VP SaraDuterte, fast-tracking transmittal to Senate However, the trial has yet to start as the articles of impeachment were not forwarded to the Senate plenary before the session ended on February 5 which means that Congress would have to reconvene first after the election season, or through a special session to discuss the matter. Senate President Francis Escudero has said that the trial would start by July 30 with the new set of lawmakers after the 2025 midterm elections sitting as senator-judges. Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy . Several members of the prosecution team previously said that while they respect the Senates stand on the matter, they believe that the impeachment trial should start at the soonest possible time to avoid dangers, like possible tampering of evidence and threatening of witnesses.",https://newsinfo.inquirer.net/2046744/vp-sara-can-answer-impeach-raps-by-going-home-or-via-the-consulate
PAF eyeing to lift grounding of FA-50 fleet within the week,"MANILA, Philippines The Philippine Air Force is eyeing to lift the grounding of the FA-50 fleet, which was grounded after one of its jets crashed in the Kalatungan mountain range in Bukidnon earlier this month. PAF spokesperson Col. Maria Consuelo Castillo made the announcement in a press briefing on Tuesday, adding that their comprehensive inspection of the FA-50 fleet is nearing completion. READ: PAFs FA-50 fighter jets grounded following Bukidnon crash And then as for the lifting of the administrative grounding of our aircraft, currently we are almost complete with our comprehensive inspection of our F-A-50 fleet, Castillo said. We are committed to bringing this fleet back to full operational status very soon, hopefully within this week, so that they can get back to their essential missions of maritime patrol, airspace security, and support to ongoing focused military operations, she added. On March 4, Castillo reported that an FA-50 fighter jet went missing shortly after midnight while en route to Mactan Airbase in Cebu. The jet was found by ground troops in the vicinity of the Mt. Kalatungan Complex, Bukidnon, on the following day, along with the remains of the two pilots. The FA-50s were acquired from Korea Aerospace Industries for P18.9 billion during the administration of then-President Benigno Noynoy C. Aquino Jr. Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy .",https://newsinfo.inquirer.net/2046729/fwd-paf-eyes-to-lift-grounding-of-fa-50-fleet-within-this-week
House impeach prosecutor to VP: Tend to your duty here and face trial,"MANILA, Philippines Vice President Sara Dutertes concerns relating to the case of her fatherformer President Rodrigo Dutertebefore the International Criminal Court are understandable, but she also needs to tend to her duty here in the Philippines and be ready to face her looming Senate impeachment trial, a House impeachment prosecutor on Wednesday. Being the vice president, while you have a father to take care, you also have a nation to look after and a nation you have to see that you are accountable for your actions, said Iloilo Rep. Lorenz Defensor in a statement. Defensor reiterated to the vice president that facing the impeachment complaints against her means she would have the chance to defend herself before a Senate impeachment court. Talagang lahat ng mga pamilya na involved sa nangyayari sa ating bansa ay nakakaranas ng kahirapan. Pero tandaan din natin na ang mga pamilya na naging biktima ng drug war lalot lalo na yung mga walang kasalanan ay nakalagay din sa sitwasyon na mas malala, he said. On Tuesday, the House prosecution team asked Senate President Francis Escudero to require the VP to answer the impeachment complaint filed against her by the House of Representatives in February. Duterte is currently in the Netherlands, coordinating with the defense team of his father who was detained at the ICC headquarters and preparing for the September 23 confirmation of charges hearing. Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy .",https://newsinfo.inquirer.net/2047298/house-impeach-prosecutor-to-vp-tend-to-your-duty-here-and-face-trial
"Overcast skies, rains forecast in Visayas, Mindanao due to an LPA","MANILA, Philippines The low pressure area inside the Philippine area of responsibility will bring overcast skies and rains to parts of Mindanao on Wednesday . As of 3:00 a.m., the LPA was last spotted 645 kilometers east of southeastern Mindanao, according to a report from weather specialist Rhea Torres of the Philippine Atmospheric, Geophysical and Astronomical Services Administration . At present, we are monitoring a low pressure area inside our Philippine area of responsibility, Torres said in a public weather forecast. READ: Cloudy skies in Mindanao, hot weather for rest of PH Tuesday The LPA is not expected to become a tropical cyclone. But Siquijor, the entire Central Visayas, Eastern Visayas, Caraga Region and Davao Region will see cloudy skies with scattered rain showers and thunderstorms. On the other hand, fair weather is seen in Metro Manila and other parts of the country with partly cloudy to cloudy skies with isolated rain showers and thunderstorms. Meanwhile, the LPA will continue to bring overcast skies with rains in parts of the country as it goes closer to landmass in the coming days. Pagasa did not raise any gale warning in any seaboards nationwide. Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy .",https://newsinfo.inquirer.net/2046918/overcast-skies-rains-forecast-in-visayas-mindanao-due-to-an-lpa
"P750,000 worth of cigarettes seized in Cagayan de Oro; 3 nabbed","MANILA, Philippines Cigarettes worth P750,000 were confiscated by authorities in Cagayan de Oro City for lacking graphic health warnings labels mandated by law, the Criminal Investigation and Detection Group said in a report on Tuesday. The operation took place on Monday in Barangay Puerto, Sinacaban, the CIDG said. It was conducted by the CIDGs Cagayan de Oro City Field Unit along with the Bureau of Customs, a representative of a private tobacco company and the barangays health officer. According to the CIDG, the operation yielded the arrest of Jamil, Gapor, and Pendinatar. READ: Cigarettes without health warning labels seized, 3 nabbed https://newsinfo.inquirer.net/2041215/cigarettes-seized-for-lacking-health-warning-labels-3-nabbed The suspects face charges before the Cagayan de Oro Office of the City Prosecutor for violating the Graphic Health Warnings Law and the Tobacco Regulation Act. They also face charges for violating the Customs Modernization and Tariff Act and the Tax Reform Act. Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy .",https://newsinfo.inquirer.net/2046865/p750000-worth-of-cigarettes-seized-in-cagayan-de-oro-3-nabbed
"Cloudy skies in Mindanao, hot weather for rest of PH Tuesday","MANILA, Philippines Several areas in Mindanao will see overcast skies and rains on Tuesday while the rest of the country will have hot and humid weather, according to the weather state bureau. In a morning forecast, the Philippine Atmospheric, Geophysical and Astronomical Services Administration said two weather systems the intertropical convergence zone and easterlies will mainly affect the country. READ: Luzon to have fair weather, rain showers in other parts of PH Monday Sa may Zamboanga Peninsula, Bangsamoro, Soccsksargen at Davao Region, asahan na makakaranas sila ng maulap na papawirin na may kalat kalat na pag ulan dulot ng ITCZ, weather specialist Chenel Dominguez reported. On the other hand, she said Luzon will see hot and humid weather at noon, with chances of short rain showers in the afternoon. Para sa Palawan, kabuuan ng Visayas at nalalabing bahagi ng Mindanao ay makararanas po sila ng mainit at maalinsangang tanghali hanggang hapon. Asahan ang localized thunderstorms pagdating sa hapon at sa gabi, she also told the people. Dominguez likewise reported that no low-pressure area or tropical cyclone was monitored inside and outside the countrys area of responsibility. She added that no gale warning was raised in the countrys seaboard. Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy .",https://newsinfo.inquirer.net/2046562/cloudy-skies-in-mindanao-hot-weather-for-rest-of-ph-tuesday-march-25
Marcos tells new BTA members to protect hard-won peace,"MANILA, Philippines President Ferdinand Marcos Jr. on Monday urged newly appointed members of Parliament in the Bangsamoro Transition Authority to protect gains from the Bangsamoro peace process. Speaking at their oath-taking ceremony in Malacaang, Marcos told new BTA members, With you at the helm, I am confident that you will continue to prove that the implementation of every single signed agreement is a step toward long-lasting peace. READ: PCO reveals list of new Bangsamoro Transition Authority members We have collectively achieved remarkable progress in the Bangsamoro peace process. It is our shared responsibility to protect these gains and to ensure its uninterrupted advancement, he added. READ: Revamp of BTA shows cracks in MILF ranks The president further said he takes comfort in the diversity of the country, as different faiths and histories shape the nation. Let us remember that at the center of our national identity is a common thread that binds us: our longing for peace and for progress. As President, I know that the Bangsamoro, through its perseverance, has made its own place in the larger story of our national history, he also said. The BTA serves as the interim regional government of the Bangsamoro Autonomous Region in Muslim Mindanao . Last February, Marcos signed Republic Act 12123 postponing the first parliamentary elections in BARMM from May 12 to Oct. 13 this year. The law also stated that the term of office of the officials elected shall commence at noon on October 30, 2025. Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy .",https://newsinfo.inquirer.net/2046443/marcos-tells-new-bta-members-to-protect-hard-won-peace
"Alyansa Senate bets bat for law, stronger action vs fake news","MANILA, Philippines Senate candidates under the administration-backed Alyansa Para sa Bagong Pilipinas are determined to combat fake news, batting for the creation of an anti- fake news law. At a press conference in Cavite on Friday, the senatorial candidates were questioned one by one on what their stand was on the supposedly worsening cases of fake news, especially following the developments on the arrest of former President Rodrigo Duterte. Former Senate President Vicente Tito Sotto said that an anti-fake news law is among his top priorities should he get reelected. Hindi lang fake news pati fake content and Im ready for the bill to be filed. The other thing is if we make it back to the Senate, its one of the first bills that I will file. Anti-fake news and anti-fake content and penalties for those who produce those fake news, said Sotto. Senate Majority Leader Francis Tolentino, for his part, said he himself had been a victim of fake news, emphasizing that he wants to support any initiative that would fair out the truth without diminishing freedom of expression. Former Social Welfare Secretary Erwin Tulfo, meanwhile, echoed his allies remarks, likewise voicing out the need for a law to combat fake news and fake content. I believe lahat tayo magiging biktima nyan one of these days kapag hindi ho natin ika-nga bantayan yan. We have to have a law otherwise you, me, all of us magiging biktima po ng fake news na yan, fake content, said Tulfo. Makati City Mayor Abby Binay said that more than legislation, there is likewise a need to strengthen enforcement of policies to capture those who are spreading fake news. So siguro kailangan nating pagtibayin ang kapulisan on how they trace trace this fake content makers and talagang kung baga sa hulihin sila kung yung mga na-scam nga ng pera, hindi natin mahanap, ano pa yung gumagawa ng fake news, she said. Former Interior Secretary Benhur Abalos noted that when he was still a member of the administrations Cabinet, there was a time that the countrys biggest crime was theft but it was overtaken by cybercrimes. Sa bilis ng teknolohiya our laws but must catch up with them. I also agree with of course my colleagues about new legislation regarding this, said Abalos. Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy . The senators are in Cavite to woo voters in the vote-rich province. Cavite has been known as a critical area and decisive battleground for candidates, as the province has over 2.4 million registered voters.",https://newsinfo.inquirer.net/2045737/alyansa-bets-on-fake-news
"Shabu worth P136M seized in Baguio City; 4 nabbed, including cop","MANILA, Philippines Suspected shabu worth P136 million was confiscated by authorities in Baguio City on Tuesday, arresting four individuals including a police officer. In a report, the Philippine Drug Enforcement Agency said it and the Philippine National Police made the bust at 11:02 a.m. on March 25 at a subdivision in Barangay Dontogan. READ: Over P6-M marijuana plants discovered, torched in Benguet Twenty kilograms of shabu in 20 pieces of transparent plastic packs were seized. Authorities also confiscated a firearm during the operation, the PDEA added in its report. The four individuals arrested will face charges for violating the Dangerous Drugs Act. The PDEA did not detail the rank of the apprehended police officer nor their place of assignment. Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy .",https://newsinfo.inquirer.net/2046798/shabu-worth-p136m-seized-in-baguio-city-4-nabbed-including-cop
"Borongan City market vendors, tricycle drivers go cashless","TACLOBAN CITY Borongan City in Eastern Samar has become the first in Eastern Visayas to implement cashless transactions among market vendors and tricycle drivers. The launch of the PalengQR PH Plus program on March 19, an initiative of the Bangko Sentral ng Pilipinas and the Department of the Interior and Local Government , makes payments faster, safer, and more convenient for both consumers and service providers. The program also aims to promote financial inclusion by providing small businesses and transport operators access to secure and efficient digital payment solutions. Mayor Jose Ivan Dayan Agda welcomed the program, emphasizing that it was provided to Borongan free of charge by the BSP. Its a game changer for our entrepreneurs. They can now track their sales and inventories more efficiently, while also eliminating pilferage. This could lead to better management and higher profits, Agda said in a phone interview on Friday, March 21. This system will benefit not just vendors and tricycle drivers but also everyday consumers, allowing them to enjoy the ease and security of cashless transactions, he added. Agda said the cashless system would also be extended to other small entrepreneurs in the city, including street food vendors such as those selling barbecue. As of now, about 200 market vendors in Borongan have signed up for the program, marking a significant step toward digital transformation in the city. The cashless transactions align with Borongan Citys goal of becoming a smart city where most financial transactions are conducted digitally or online. During the launch, Victorio Tingcang III, BSP Tacloban branch area director, highlighted the key benefits of PalengQR PH Plus. We no longer need to carry physical money because we can now pay the exact amount using QR PH. This helps prevent virus transmission from handling cash and protects people from counterfeit bills. QR PH is an efficient system that saves time and transportation costs since transactions can be completed remotely via mobile phones, Tingcang explained. The PalengQR PH Plus system enables small businesses, market vendors, and tricycle drivers to integrate digital payments into daily operations, reducing reliance on cash transactions and improving financial security. To encourage participation, financial service providers such as GCash, Maya, BanKo by BPI, Landbank, and Chinabank set up on-site booths during the program launch. These institutions assisted attendees in creating digital wallets, allowing them to take advantage of cashless payment options immediately. The PalengQR PH Plus program is part of BSPs broader initiative to promote financial inclusion and digitalization in the country. Launched in 2022 in partnership with the DILG, the system enables businesses, vendors, and transport operators to accept digital payments via QR codes, which customers can scan using mobile wallets and online banking apps. Among the key benefits of the program are enhanced security as it reduces risks of theft and counterfeit money; convenience as it speeds up transactions and eliminates the need for exact change; financial inclusion as it expands digital payment access to small businesses and informal workers; and business growth as it boosts economic activity by streamlining payments. BSP records show that there are 169 local governments across the Philippines implementing or preparing to roll out PalengQR PH Plus as of Feb. 22, 2025. Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy . Of the number, 30 localities are in the Visayas.",https://newsinfo.inquirer.net/2046705/borongan-city-market-vendors-tricycle-drivers-go-cashless
PNP: 3 possibly involved in stand-up comedian slay in Pampanga,"MANILA, Philippines Three individuals are possibly involved in the killing of a stand-up comedian in Pampanga province, the Philippine National Police said on Tuesday. Stand-up comedian Goldenier Dagal was shot dead on March 15 following a performance that made references to a religious group. [B]ase na rin doon sa mga na-recover na CCTV footages ay tatlo ang posibleng may kinalaman dito sa insidente na ito, PNP spokesperson and Police Regional Office 3 Director Brig. Gen. Jean Fajardo said in a recording sent to reporters. Fajardo explained that Dagal sustained a gunshot wound to the lower part of his eye, which pierced through his head. She also said the police recovered an unspecified number of cartridge cases from a caliber .45 firearm. READ: Mom of slain stand-up comedian Gold Dagal mourns his death, reveals threats Nag-utos na ako sa pag-create ng special investigation team at tinap na rin natin yung ibang national operating support unit dito po sa Police Regional Office 3 para maging mas malawak yung gagawing investigation, she added. READ: Gold Dagals father laments senseless killing of son: He was just working Dagals mother said the comedian was constantly threatened and that a hired killer was behind his death. Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy .",https://newsinfo.inquirer.net/2046709/pnp-3-possibly-involved-in-stand-up-comedian-slay-in-pampanga
Palace: Suspension of LRT fare hike may not be possible due to contract,"MANILA, Philippines Malacaang on Monday said it may not be possible to suspend the looming fare hike for Light Rail Transit Line 1 as it may violate the governments existing contract with the railways operator. Presidential Communications Office Undersecretary Claire Castro said this amid calls to suspend the LRT-1 fare hike due to its impact on commuters. READ: Bayan Muna urges govt to suspend LRT-1 fare hike Gustuhin man ng administrasyon na hindi muna ito maituloy, pero yan po kasi ang nakasaad sa kontratamatagal na po dapat nagtaas ang presyo, pero hinohold ito para sa ating commuters, said Castro in a Palace press conference, when asked Tignan din po natin ang sitwasyonkapag kasama po ito sa kontrata at hindi natupad ng gobyerno, mas magkakaroon ng malaking problema ang ating mga commuters, she added. Set to be implemented on April 2, the maximum fare for a single journey ticket in LRT-1 will increase from P45 to P55, while the minimum fare will rise from P15 to P20. READ: LRT-1 fare hike approved, to take effect April 2 Meanwhile, the maximum fare for a stored value card will go up from P43 to P52, while the minimum fare will increase from P15 to P16. Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy .",https://newsinfo.inquirer.net/2048570/palace-suspension-of-lrt-fare-hike-may-not-be-possible-due-to-contract
INQToday: Police to file raps vs suspect in bloody Antipolo road rage,"Heres a quick roundup of todays top stories: Rescuers braved aftershocks to scour the devastated city of Mandalay in Myanmar for survivors on Monday, March 31, after a massive earthquake killed at least 1,700 people in the country and at least 18 in neighbouring Thailand. Vice President Sara Duterte should stop making public comments about the case of her father, former President Rodrigo Duterte, before the International Criminal Court and leave it to their lawyers instead, a lawyer accredited by the court said on Sunday. The younger Duterte over the weekend questioned the widely reported figure of 30,000 drug war deaths during her fathers administration, saying the prosecutions claims were far from the 181 pieces of evidence submitted to the ICC. This time, House lawmakers found names resembling groceries on the list of recipients of the Office of the Vice Presidents confidential funds . House Deputy Majority Leader Paolo Ortega V of La Union said on Sunday that the newly discovered names, dubbed Team Grocery, further raised allegations that large sums of public money were allegedly funneled to fictitious individuals. Authorities will file complaints of multiple frustrated homicide against the motorist who went on a shooting rampage during a melee in Antipolo City on Sunday, according to the city police chief Lt. Col. Ryan Manongdo. Manongdo said the police are scheduled to file a case against the 28-year-old suspect identified as alias Kenneth on Monday. Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy .",https://newsinfo.inquirer.net/2048535/inqtoday-police-to-file-raps-vs-suspect-in-bloody-antipolo-road-rage
Zamboanga del Surs new police director warns cops vs illegal activities,"PAGADIAN CITY The newly installed chief of the Zamboanga del Sur police warned erring policemen involved in illegal activities to stop or they risk losing their jobs. Col. Bonifacio Araas Jr., who just assumed office as provincial police director of Zamboanga del Sur on Thursday, said two policemen were arrested in early March after they were found to be engaged in illegal activities outside the province. Criminal and administrative cases have been filed againstPolice Maj. Gerald Aranas, chief of the Duminalinao town police station in Zamboanga del Sur, andPatrolman Chenglei Vegare of the Guipos municipal police station, after they were arrested in separate police operations on March 1 and March 16, when they were caught engaged in smuggling activities. Aranaswas arrested on March 1 after policemen caught him inside a car loaded with smuggledcigarettes whileVegarewas arrested in Barangay New Dapitan, Rizal town on March 16 for allegedly sellingsmuggled items. Araas said police were being monitored even if they engaged in illegal activities outside their workplaces. Both PNP Chief Gen. Rommel Marbil and Zamboanga Peninsula Regional Director Brig. Gen. Roel Rodolfo would not tolerate illegal activities,he said. On March 1, when Aranas was caught, police flagged down a Toyota Innova for a random inspection at a Commission on Elections checkpoint in Sinacaban town, Misamis Occidental around 5:30 a.m. The driver of the vehicle refused to stop, prompting the police to give chase. When they finally caught up with the car at Barangay Tipan, Oroquieta City, Misamis Occidental, police found reams of cigarettes sticking out of the vehicles backseat. They also found the chief of the Dumalinao town police station inside the car and arrested him along with the driver, a certain Jeffrey Baga of Clarin town in Misamis Occidental, and a passenger named Edwin Guisadio of Barangay Tiguma here. Seized were 26 master cases of smuggled cigarettes worth about P390,000 in the local market, said Araas. Vegare was arrested on March 16 after being caught selling smuggled cigarettes in Rizal town, Zamboanga del Norte. Seized were 200 reams of smuggled cigarettes worth about P229,200 in the local market, according to Araas. Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy . Both suspects are being held at the Regional Personnel Holding And Accounting Section of the regional police office, while administrative charges are being filed in court, Araas said.",https://newsinfo.inquirer.net/2046687/zamboanga-del-surs-new-police-director-warns-cops-vs-illegal-activities
"Rice tariff cut to blame for drop in palay prices, says farmers group","MANILA, Philippines A farmers group on Wednesday said that the low import tariffs should be blamed for the decline in palay prices during the dry season harvest. The Federation of Free Farmers pointed out the drop in international prices by the first quarter of March. Palay traders are probably anticipating that the prices of imported rice will continue to fall, so they are playing safe by buying low from farmers, said FFF Board Chairman and MAGSASAKA Party-list first nominee Leonardo Montemayor in a statement. READ: Philippines seen to reduce rice imports this year The Department of Agriculture recorded 641,000 metric tons of rice imports from January to mid-March 2025, significantly lower than the 1.2 MT recorded in the first quarter of 2024. President Ferdinand R. Marcos Jr. signed Executive Order No. 62 in June 2024, implementing a tariff cut from 35% to 15% on rice and other agricultural products. The FFF also urged the DA to address the decline in palay prices, emphasizing that the it should not deny reports of low palay prices and suicide committed by some farmers. The DA on Monday said that they have to validate reports from the group that three farmers took their own lives due to low palay farmgate prices and over-importation of rice. It is sad that the DA, instead of commiserating with the plight of farmers, has blamed them for allegedly spreading fake news, Montemayor added. READ: Govt cuts imported rice max suggested retail price to P45 per kilo Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy .",https://newsinfo.inquirer.net/2047203/rice-tariff-cut-to-blame-for-drop-in-palay-prices-farmers-group
