title,content,thumb_title,page_number
"Nugent, Pressler, And The Critical Importance Of An Overlooked Vote In Wisconsin","Less than 2 weeks out from the vote, it’s time for Conservatives to show they care about the little details that add up to important wins.
The past 2 months have been a masterclass in showing how important it is to have a judge on the bench who isn’t nakedly cheering for the DNC, even when neither law nor precedent support siding with activist Dem lawfare hacks.
What is NOT as obvious to the electorate is how important a Wisconsin vote that is already underway will play in whether Dems can run that exact play in Wisconsin during the lead-up to the Midterm elections.
The electorate is not the only part of Wisconsin that’s split pretty nearly down the middle. Their courts have the same dynamic. Whichever candidate (and therefore party) wins the vote today will hold the majority in State politics there… which can have implications on anything from election rules to the daily aspects of living our lives.
Here’s Ted Nugent’s recent appeal for conservatives to get involved in voting, or persuading their conservative friends in the area to do the same.
Ted Nugent urging Wisconsin to vote for Brad Schimel.
Shame that the liberals ran him off the Wisconsin County fair circuit. Did an epic show in Racine in summer of 2016. Spent the evening riffing against Hillary between songs.
— SteveAustinWI (@SteveAustinWI) 
And here’s Scott Pressler — who did heroic work in signing up GOP voters in flipping Pennsylvania red in the last election — giving an update on what the initial results of Wisconsin’s early voting mean for our chances and get-out-the-vote effort there.
Wisconsin, we really need to pick it up in early voting.
Tomorrow, I’ll be knocking on doors & chasing ballots in Waukesha. 
— ThePersistence (@ScottPresler) 
The post he was quote-tweeting (
) goes into details about the turnout numbers favoring the Dems for now… but in a way that leaves optimism for the GOP if we can light a fire under our asses and take this job seriously. Here’s one part of the multi-part message:
The first day of Wisconsin, early in-person voting is in the books, and each candidate has something to like.
🔵Susan Crawford – Turnout for day one was a little light. 34,036 voters showed up, more than double the first day in 2023 but short of what Schimel wants to see. A modest turnout ensures Dane County’s oversized influence and prevents R’s from running up the numbers in the rural.
🔴Brad Schimel – Where the vote came from yesterday was good news for Republicans. Waukesha led all counties in raw vote turnout (a rarity), and Ozaukee + Washington counties led overall turnout rates compared to previous general elections.
If you’re a Republican, you love to see where the early vote comes from. If you’re a Democrat, you love to see that the volume is modest, at best.
Susan Crawford remains in pole position, and early voting continues through Sunday, March 30th.
WI Sheet – https://docs.google.com/spreadsheets/d/1mRmPGf3vCAKZsJ61pV3y9Bk69tt_tFEh/edit?gid=1298798252#gid=1298798252
Dems, still reeling from the curb-stomping they received in November have announced Wisconsin is their first big investment since the election.
DEMS are taking this vote seriously enough to get a phone bank up and running to drive turnout.
The Democratic National Committee is set to announce on Tuesday its earliest-ever new election cycle investment into the Wisconsin Supreme Court race, which will see Dane County Judge Susan Crawford, the Democratic-backed candidate, take on Republican-backed Brad Schimel, a former state attorney general and current Waukesha County judge, ABC News has learned exclusively. — 
If anyone was interested in knocking on doors, or working as part of a phone bank (which, aside from sending money might be the easiest way to support him from a distance) you could look at his 
.",,1
LINN: Ending Big Government,"The Trump Administration is abolishing the Department of Education, and in doing so will give control of education back to the states, and thus the people.
But there are more departments, agencies, etc. in the federal government that need to be abolished. Here is the list:
In addition, all offices of Czars, U.S. Bankruptcy Courts, U.S. Court of Federal Claims, U.S. Court of International Trade, U.S. Tax Court, U.S. Court of Appeals for the Federal Circuit, U.S. Court of Appeals for the Armed Forces, and the U.S. Court of Appeals for Veterans Claims shall be abolished.
The following government agencies, boards, etc. can be privatized:
Anything that cannot be privatized can be eliminated.",,1
Eric Metaxas & Doug Giles Riffing On Taking The ‘DOGE’ Chainsaw To Church (VIDEO),"In some ways, fixing the government is easy: Identify the bad spending, bad policy, and red tape and your job’s half-done. Fixing the Church is not so easy. But Doug has thoughts of where to begin.
In his recent appearance on the Eric Metaxas show, he and Doug Giles talked about how to make the church into a place that won’t send men running from it with their hair on fire, how leaders who lost the confidence of the public in the last few years can go about restoring that confidence, the responsibility of the individual believer in holding leadership’s feet to the fire, and an encouraging word for believers who think they’ve ‘missed the window of opportunity’ in being useful to God.
Hop on, strap in, and hold tight. There’s a lot of ground to be covered and they’re not slowing down for stragglers.
The PERFECT Gift For The Art Loving Warrior
Dear Fellow Warriors: My new book just dropped, 
. It’s a full color coffee table compilation of my biblical paintings over the last 20yrs. As you know, I don’t depict the biblical men in this book as sweet bearded women but rough troublemakers who shook all of hell’s habitations. It’s a great gift for the male and female scrappy warriors on your Christmas list. Young kids will love it too. 70+ original paintings. 234 pages with the scriptural inspiration behind each painting. It’s a beautiful book.
RECOMMENDATIONS. “One reason I buy Doug’s priceless art is to make bold statements on the walls of my home. Lively discussions come alive to bring home the Gospel messages behind the brushstrokes gifted to Mr. Giles. Pastor Doug’s creativity in canvassing the Biblical perspective is daring and courageous.”

– Captain Robert Reinecker
For bulk purchases (More than 5 copies) we’re offering 50% off list price of $69.95 if you purchase directly from the publisher. Email Skip Coryell at skipcoryell@hotmail.com for this offer.",,1
Dems Back Hamas Terror Simp — PressSec Nukes Them From Orbit,"Marco Rubio kicked a hornets’ nest when he made the decision to pull the credentials of the guy organizing violent protests at schools that celebrate the heinous acts of recognized terror groups.
He’s been picked up by authorities and he is being sent back to a country he likes better than this one.
Naturally, the Democrats are incensed.
Senators posted this online:
Followed immediately by this, without even a hint of self-awareness:
Mahmoud Khalil is not mere protester. He’s an organizer. The protests he has been organizing have been the kind that result in property damage and violent clashes. He has shown open support for Hamas, and and their tactics. His group is posting calls to action like this one:
Mahmoud Khalil supports terrorism, supports October 7. His group openly supports the murder of civilians and the, um, overthrow of Western civilization. Or something.
You can insist on this neo-Nazis-marching-in-Skokie debate, sure. It's America. The commitment to free speech… 
 
— Haviv Rettig Gur (@havivrettiggur) 
 
Others have specifically invoked language connected to the October 7th Massacre with an urge to ‘look to the tactics of the Palestinians’.  When an American citizen breaks America’s laws, they face charges. 
When someone from abroad does, they can be removed from the country. Dems have tipped their hand by showing which side of this issue they have sided with in Khalil’s case. That’s exactly the question Trump’s Press Sec addressed in a question about Khalil and charges.
The question that sets up Karoline Leavitt’s reply comes in at the 31:45 timestamp on the original X post that this video comes from.
Press Secretary Karoline Leavitt Briefs Members of the Media, Mar. 11, 2025 
— The White House (@WhiteHouse) 
 
She knows this question will be coming, and she’s ready for it. She cites the specific authority that grants Rubio to revoke the status of this guy and anyone else who sees fit to pick up where he left off.
The short version of her answer is this: Rubio does not require that a criminal charge be leveled against someone for the Secretary of State to revoke his right to be in the country. Other criteria can trigger such a lawful response, and those criteria were met.",,1
Judge Vs. Trump DOJ In Case Of Deporting Terrorist Crime Syndicate,"The same Dems who spent 4 years denouncing the courts as hopelessly corrupt and in need of reform suddenly can’t seem to rush enough cases before their favorite judges.
When they kept ruling against Biden’s unconstitutional mandates, speech infringement, and exercise of extra-legal authority (debt forgiveness and eviction moratoriums) they were ‘bad’. Now that the courts are their only path to exercising any political power at all, they suddenly can’t get enough of them.
And their hand-picked activist judges seem to understand the assignment. In a little more than a month, they have already passed as many or more Temporary Restraining Orders against Trump’s executive action that they passed in the entirety of Biden’s 4 year term.
With their once-reliable bureaucratic firewall being torn down to the studs, Dems are getting desperate. They are suddenly opposed to absolutely everything. This time, it’s the deportation of criminal terrorists in the Tren De Aragua gang.
Here’s the headline summing up the key facts of the issue:
Here’s Bondi’s reply:
“Tonight, a DC trial judge supported Tren de Aragua terrorists over the safety of Americans. TdA is represented by the ACLU. This order disregards well-established authority regarding President Trump’s power, and it puts the public and law enforcement at risk. The Department of Justice is undeterred in its efforts to work with the White House, the Department of Homeland Security, and all of our partners to stop this invasion and Make America Safe Again.”
What does that mean? Well, here’s a hint, from the President of the country to which they were headed:
Today, the first 238 members of the Venezuelan criminal organization, Tren de Aragua, arrived in our country. They were immediately transferred to CECOT, the Terrorism Confinement Center, for a period of one year (renewable).
The United States will pay a very low fee for them,… 
— Nayib Bukele (@nayibbukele) 
The full text of that tweet, as follows:
Today, the first 238 members of the Venezuelan criminal organization, Tren de Aragua, arrived in our country. They were immediately transferred to CECOT, the Terrorism Confinement Center, for a period of one year (renewable).
The United States will pay a very low fee for them, but a high one for us.
Over time, these actions, combined with the production already being generated by more than 40,000 inmates engaged in various workshops and labor under the Zero Idleness program, will help make our prison system self-sustainable. As of today, it costs $200 million per year.
On this occasion, the U.S. has also sent us 23 MS-13 members wanted by Salvadoran justice, including two ringleaders. One of them is a member of the criminal organization’s highest structure.
This will help us finalize intelligence gathering and go after the last remnants of MS-13, including its former and new members, money, weapons, drugs, hideouts, collaborators, and sponsors.
As always, we continue advancing in the fight against organized crime. But this time, we are also helping our allies, making our prison system self-sustainable, and obtaining vital intelligence to make our country an even safer place. All in a single action.
May God bless El Salvador, and may God bless the United States.
Her team is fighting back against the sabotage and infringement on the separation of established Constitutional powers that she’s seeing from courts:
🚨
AG Pam Bondi and her team filed with the DC Circuit an emergency motion to pause DC Obama Judge Jeb Boasberg's illegal order sabotaging the presidency.
He ordered Trump to stop deporting foreign terrorists–and even turn around flights and bring them back to American soil. 
— 🇺🇸 Mike Davis 🇺🇸 (@mrddmia) 
 
And for anyone calling Trump a ‘tyrant’ over this, there is one important question that must be answered WHY is Trump blowing off this judge’s rulings?
Because a court ruling has already recognized that enactment of this law is NOT subject to judicial oversight.",,1
Man On A Mission!,"Are you tired of the same boring go-nowhere stories about missions? Would you rather see something that generates real results?
The world has too many of the business-class resort-town conference preachers whose first love seems to be the lifestyle that comes with preaching the gospel rather than, you know, actually bringing hope to a dead and dying world.
What would breaking the Western church’s annoying habit of mediocracy actually look like?
I’m glad you asked, because we’ve got a couple of guys who have already seen what success looks like. And it’s nothing like what so many of the authors with their slick hair would have you think.
The problem with so many of the opportunities God puts in front of us is that it looks an awful lot like hard work. And if you aren’t motivated for the end result the way that Jesus was when he ‘despised the cross but endured the shame’ specifically because of the redeemed people who would be waiting for Him on the other side of His obedience… most of us are going to give up long before we see any real results.
But for anyone who’s serious about getting in the game? We’ve got some stories that can put some steel in your spine and encourage you about what that kind of success for someone who wants to stand with his head up and shoulders back before the Audience Of One can really look like.
Prefer to take your show to go with the audio version?
No sweat.
Don’t miss the next show! Subscribe to the podcast on your favorite platform:






While you’re at it, here’s Doug’s latest book:
The PERFECT Gift For The Art Loving Warrior
Dear Fellow Warriors: My new book just dropped, 
. It’s a full color coffee table compilation of my biblical paintings over the last 20yrs. As you know, I don’t depict the biblical men in this book as sweet bearded women but rough troublemakers who shook all of hell’s habitations. It’s a great gift for the male and female scrappy warriors on your Christmas list. Young kids will love it too. 70+ original paintings. 234 pages with the scriptural inspiration behind each painting. It’s a beautiful book.
RECOMMENDATIONS. “One reason I buy Doug’s priceless art is to make bold statements on the walls of my home. Lively discussions come alive to bring home the Gospel messages behind the brushstrokes gifted to Mr. Giles. Pastor Doug’s creativity in canvassing the Biblical perspective is daring and courageous.”

– Captain Robert Reinecker
For bulk purchases (More than 5 copies) we’re offering 50% off list price of $69.95 if you purchase directly from the publisher. Email Skip Coryell at skipcoryell@hotmail.com for this offer.",,1
HEY LIBS: What Trump Said About Canada’s Conservative Will Melt Your Brains,"The few people paying attention will notice that up in the Great White North, Trudeau is gone, a WEF globalist took his place, and the commanding Conservative lead is up in smoke.
Surely Trump will throw Pierre Poilievre a lifeline to help him out, right? He’s a Conservative, after all.
Trump’s tariff agenda caught everyone in Canada flat-footed, and it’s a big reason Mark Carney (pictured below with Epstein’s girl) rushed in to fill a sudden and unexpected Trudeau vacancy.
In the same way that the Dems have yet to figure out exactly how to unify in their opposition to Trump, as he moves like a bulldozer through so many of their favorite things, Canadians are scrambling to find a response to the existential threat tariffs will cause the Canadian economy. 
Trump may be joking about the 51st state thing. Mostly. But there’s a kernel of truth at the heart of it. Canada’s economy has been characterized by some who know as a house of cards, largely propped up by protectionist trade policy.
Remember the conservative Canuck with the apple who was so popular a while back? He’s the leader of the Conservatives. With an election coming up, and the message of ‘Trudeau is corrupt and can’t lead worth a damn’ suddenly irrelevant with Trudeau leaving, he has to convince a nervous Canadian public that he’s ‘doing someting’.
Leftwing media in Canada (almost oll of it) wants voters to see Poilievere as ‘little Trump’, and uses the same king of ‘pulling his strings’ puppet imagery about their relationship that the Presstitutes try to use in calling Trump subservient to Putin. *Yawn*
Because Canada does not yet see through their lying press, many are believing what they’re being told… which is turning independents away from Pierre, in favor of the shiny new guy from Davos who was just sworn in to replace Trudeau. (Majority Leader gets to be Prime Minister. Just like England. It’s messy, but it’s the system they’ve got.)
Here’s Trump’s chance to set the record straight, to denounce the new guy and smile on Pierre Poilievre, who is a fiscal conservative who believes in many of the same principles that energize MAGA.
Given a chance to make nice with Pierre, what did he do? He said nicer things about the Big Lib than he did about the Conservative who ‘said some bad things’ about him.
Here’s the clip:
WOW! “I’d rather deal with a Liberal than a Conservative”. 
Donald Trump just endorsed the Liberals in Canada. 
I wonder how the radical left will react now 🤔 
— 🇨🇦 Jack (@JackDan110) 
 
Suddenly all of those friends-with-Trump arguments have just boomeranged on Canada’s Libs, and Poilievere is the one Trump doesn’t want. Either he means it, or he’s posturing. And really, with Trump… who can say they’re sure they can tell the difference half the time?
The election just got that much more complicated. Which, in the end, is good for Trump’s bargaining from a position of strength. And he knows it.",,1
COVID Fraud Squad Slaps Criminal Charges On Husband Of AOC’s ‘Squad’ Co-Belligerent,"With COVID fraud numbers so high that they beggar the imagination, you might expect that politicians would want to see the fraudsters get caught, and money clawed back.
There was SOME work in that regard, but maybe you noticed that other than some lip service to the question, getting answers for where the money REALLY went never quite seemed to be huge priority for the political class.
Nobody could have predicted the appearance of DOGE, as it is currently running, to show up on the scene and spot the sort of complicated webs of deceit that are specifically spun to make forensic audits almost impossible to follow. Algorithms can the movement of numbers with a speed and clarity that people cannot. Money is just another kind of number that it’s tracking.
Since DOGE came to town, it has been said that one of the safest bets in the whole process is that there will be close family, business, or romantic connections between the politicians putting a pen to the wasteful policy, and the politicians cashing in on it.
Enter Cori Bush, the former Congresswoman — and member of AOC’s so-called ‘Squad’– whose husband is being charged with misuse of pandemic money.
The husband of former U.S. Rep. Cori Bush, a Missouri Democrat, has been charged with defrauding the government after allegedly accepting $20,000 in payments from the pandemic-era Paycheck Protection and Economic Injury Disaster Loan programs, the Justice Department said. 
Cortney Merritts, 46, of St. Louis, falsified details about his purported businesses to obtain loans from the Small Business Administration in 2020 and 2021, federal prosecutors said Thursday. 
He was charged with two counts of wire fraud. —
Isn’t interesting that someone who had ZERO interest in giving people like Trump, the J6 defendants, Kyle Rittenhouse, or Brett Kavanaugh the presumption of innocence will now insist on having that bedrock principle applied to the allegations her husband now faces.
There’s a reason the left is losing. They keep thinking people like her represent their future.",,1
Beware of the DOGE!,"After years of politicians on both sides of the aisle promising to put an end to the waste, theft, and abuse of taxpayer funds at the federal level, you’d think someone is finally making good on that promise.
With DOGE racking up one win after another as they overturn rocks in the DC swamp and find out what’s REALLY been lurking under there, you’d think the DOGE team would be celebrated with a ticker tape parade.
Instead, they’re being hailed as the worst kind of villain. And that makes no sense at all.
Unless, that is, there is something about the waste and abuse they’re uncovering that politicians actually approve of and want to keep hidden from the public eye.
That’s today’s Warriors & Wildmen topic.
Prefer to take your show to go with the audio version?
No sweat.
Don’t miss the next show! Subscribe to the podcast on your favorite platform:






This 
is the victory lap that conservatives have been waiting for since 2020. This hard-cover, full-color glossy collection by conservative painter, Doug Giles, will entertain you for hours on end and quickly become a valuable collector’s item as an icon of the MAGA movement.
“I’ve had a blast painting my 
 over the last seven years. Several of these paintings made me laugh so hard that milk came out of my nostrils, and I haven’t had milk for thirty-six years. These epic paintings now reside in bars, hunting camps, man caves, she sheds, trophy rooms, and God and Country MAGA homes from sea to shining

sea.
One word of warning before you purchase this 
: This book will spawn liberal tears, Marxist rage, and NeoCon hissy fits, of course.
Finally, I hope you thoroughly enjoy this DJT gaggle of my gadfly oil paintings.” God bless, and stay rowdy. Doug Giles",,1
Tulsi’s Syria Prediction Took Just Over One Month To Materialize… Where Are Those ‘Putin Puppet’ Claims NOW?,"It’s easy to talk about toppling a regime… until you’re faced with hard questions of who will rise up to take their place.
Syria’s Assad is a bad guy. No question. He was one of those leaders that CIA types were really excited to depose. Apparently, we haven’t yet learned any lessons about how toppling governments can often make bad situations worse. Remember the video of Hillary laughing about Ghadaffi? There’s a community in the failed state his death left behind you will have heard of: Benghazi.
News sites from October 2016 blamed 
. Earlier that year, 
 for not taking out Assad. Well, now Hillary has her wish. Assad is gone and the side she backed in the conflict has taken power. 
See also ‘Timber Sycamore’, the now-declassified Obama-era CIA program of arming Syria’s rebels, who happened to be aligned with another group, described in the Wiki entry: “and about Timber Sycamore-backed rebels fighting alongside the Al-Qaeda-affiliated Al-Nusra Front and its allies.”
Al Qaeda, huh? Sounds bad.
Fast forward to 2025. Tulsi Gabbard, who has long since taken a professional interest in that conflict and our role in it, rejected the assurances of American intelligence ‘experts’. The issue 
. As bad as we might think Assad is, this new regime could turn out to be even worse.
Her wording in January: “I shed no tears for the fall of the Assad regime, but today we have an islamist extremist who is now in charge of Syria. As I said, danced on the streets to celebrate the 9/11 attack, who ruled over [unclear] with an Islamist extremist governance, and who has already begun to persecute and kill and arrest religious minorities like Christians in syria.
We haven’t been able to drop in Twitter posts today, so we can’t SHOW you the video of this Jihadi clown in Syria bragging about the murder of 9000 people in 2 days. But the 
 will take you there.
As for the symbol on his shirt, others have noticed it too. We have no explanation.
Here are pleas from the victims, this one 
:
Some courageous Christians are 
, denouncing the fresh evil of the new regime.
Christians are 
, desperate to flee to safety — ironically hoping for protection from the Russian military that has a presence there.
Remember how the Fake News media framed Trump’s position on this exact issue when Trump made the ‘devil you know’ argument about this question all those years ago?
It was 2015, He hadn’t won the primary yet, and wasn’t getting Presidential briefings. And he STILL had this issue pegged.
Any chance they will apologize now? I’m guessing ‘no’.",,2
"CANADA: One Leader ‘Gets’ The Tariff Strategy, Others Are Boarding The FAFO Train","Trump likes the tariffs because they are a direct tool HE can use in high-pressure negotiations where he feels other countries have not been working in America’s best interests.
To bring anyone up to speed on what he’s trying to accomplish, so far as Canada goes, part of the confusion comes from two different stated objectives. One objective is tied to security concerns with a border nation, the other addresses what Trump sees as unfair financial practices.
The border issue is less complicated, so let’s get that out of the way first. Canada has announced a Border Czar. But big deal. As you recall, so did Biden. Trump is taking what might be argued as a Reaganesque ‘trust but verify’ approach to Canada and the border.
Canadian leaders have talked the talk, but 
 making specific statements about the ‘walk the walk’ we are waiting for them to take.
If you follow the link to the video, you will find she’s making specific and clear demands about US access to law enforcement information concerning would-be border-crossers, and specific changes to tighten up the border inspection process.
As for the financial side, long before Trump ever ran for office, he was on record complaining about the trade imbalances, about jobs leaving the country, and about currency manipulation keeping the price of foreign goods artifically low. Add protectionist policies keeping American goods from competing in the other country’s markets and you’ve got a pretty good list of the concerns that have Trump annoyed with Canada.
Remember, when he went on the world stage, telling friendly countries through Europe and the Indo-Pacific that reciprocal tax rates would be assessed and set as reciprocal to foreign countries based on how well they are willing to play ball with America (potentially lowering the tariffs and non-monetary trade barriers in both countries and resulting in a freer market in each direction).
In a sense, he’s throwing the ball in the other country’s court: we have a market to which you want access, do you want it badly enough that you are willing to drop your Anti-American protectionist trade policies?
Alberta is the closest analog Canada has to Texas, rich in oil and natural resources, lots of farmers and ranchers, generally conservative-leaning (except for the cities), and is generally taken for granted by, and at odds with, all the stupid leftwing policies churned out in the national capital after being fleeced by Ottawa for their revenues. As mentioned, basically Alberta’s Texas.
The Provincial Premier understands the game Trump is playing, and cares enough about her province to get on the winning side of that equation. She’s walking a line that keeps meeting Trump’s demands and pushing back to preserve Alberta’s interests in careful tension. The provincial government made a few moves to respond — buy Canadian provisions on government contracts for example — but has come out against retaliatory tariffs:
A sensible middle ground from someone in the country being hammered by tariffs and who is expected to ‘do something’ by citizens whipped up into a froth by various state-owned, or ‘captured’ media outlets.
Of course, many other Canadians would rather treat Alberta as a sacrificial lamb, throwing a bomb into Alberta’s oil economy just to spite Trump with some higher prices.
The newly-minted replacement for Justin Trudeau, Mark Carney, is among them:
He wants to keep tariffs on 
‘. At this rate, that’s going to be a cold day in hell, Mark.
That’s really not how this works, guys.
The Premier of Ontario (the province North of everything from Minnesota through New York State) is doubling down. He wants to put a surcharge on electricity being exported to the US. (Yes, that’s a thing. Yes, there’s a lot of it.)
First off, that surcharge will mainly hurt blue states in the North East. If Canucks want to see blue states actually rally behind Trump and rage against their liberal neighbo(u)rs to the North, that just might do it.
But really, Canada’s economy is far more dependent on Americas than vice versa. The countries are financially integrated, sure. Without Canada, America takes a step backward, adapts, and continues forward. Without America, Canada’s economy is in free-fall.
Trump is well aware of this fact. In fact, he’s using it to squeeze Canada’s politicians.
There’s an easy way and a hard way out of the situation Canadian politicians find themselves in. But the choice will ultimately be theirs to make.
At least SOME politicians have had the good sense not to immolate their own economies just to stick it to Orange Man Bad. Will cooler heads prevail?
Hard to say. These are the guys who 
-elected Trudeau, after all.",,2
Foreign Hackers Take Responsibility For Attack On Twitter/X Yesterday,"When Kudlow asked Elon about the attack on X, he mentioned a place-name. But let’s not jump to any conclusions yet about what that means.
Anyone with a VPN knows that there is at least SOME possibility of the internet addresses we’re looking at being spoofed. Or that the attacks can come by way of 3rd party computers infected with malware.
We ARE, after all, looking at the shady world of interwebz and hackers, where nothing is as it seems. The IP addresses were traced back to Ukraine. But whether they actually originated from there is another question.
What we DO know is that, on top of Democrat Dark Money groups paying people to harass Elon’s Tesla company — with no clear answers forthcoming on whether those same Darm Money efforts are connected directly or indirectly with violence being taken against Tesla, their company, their chargers, and even some instances of targeting Tesla drivers.
The company share value is taking a hit, not surprisingly.
But at the same time we’re seeing THAT happen, we’re seeing the chief social media free speech platform on the internet being targeted by foreign nationals with something to prove.
There have been conflicting reports about who this Hacker Group is affiliated with, including pro-Palestinian groups and Russian hacktivists. The reality of the situation is not entirely clear.
This comes after X CEO Elon Musk claimed that the social media platform experienced a massive cyberattack that “was done with a lot of resources,” he wrote. “Either a large, coordinated group and/or a country is involved.”
The social media site was down for several hours for over 40,000 users internationally, according to Downdetector.com. — 
Others have connected them to Russian hackers, which may be accurate, but with the past history of making everything about Russia, we will wait for supporting evidence to verify the claim before we assume a Russian hacker story is accurate.
Hate to give any clicks at all to this particularly egregious attention whore, but Krassenstein claims to have been in contact with them:",,2
"House Passes Budget Bill… If Shutdown Comes, Blame Schumer (VIDEO)","Dems have done a LOT of talking about how concerned they are about federal employees… let’s see if they walk the walk.
Every last Democrat opposed the CR passed by the House today. While not ideal, it is structured in such a way that it funds border security and allows the massive cuts DOGE has been leading the way on to keep coming.
In other words, as ridiculously high as the budget still is, we will NOT locked in to spending every cent it authorizes. We have some wiggle room to keep cutting the Kudzu spending that has been choking out the actual legitimate functions of government.
Not everything we might have asked for, true. But mistakes made during Trump 1.0 have taught us the dangers inherent in letting the perfect be the enemy of the good.
Here is Speaker Johnson shortly before the vote, telling us he has the votes (he did) and that the bill was going to pass with or without any help from the Democrats (It passed without.)
He calls out the lies that Dems have been telling about Social Security. It takes 60 votes in the Senate to pass this bill, which means that success or failure of this bill will once again be a decision made by a certain Chuck U. Schumer. Mike has something to say about that, too:
Today, 
 did our job and voted to keep the government funded while 212 House Democrats voted for a shutdown.
Now, Senate Democrats have to decide if they want to do the right thing or if they’ll join House Democrats and shut down the government. 
— Speaker Mike Johnson (@SpeakerJohnson) 
 
The President is pleased with this vote…
As for what’s in it? Here’s a thumbnail sketch summary:
One thing makes THIS go-round so different than when Schumer forced a shutdown in 2018 rather than pass the Paul Ryan budget that fully funded Trump’s border wall — the media chokehold on information transmission has been broken.",,2
Criminal COVID Fraudsters Just Got Some VERY Bad News… Time Is NOT On Your Side,"If you’re tired of criminal grifters scamming the government and getting away with it… we’ve finally got a good news story for you.
At least ONE category of criminal grifters will NOT be getting away with it… or at least, now that the DOJ is prioritizing prosecutions of the kind of scams that make political insiders fat and happy, they can’t count on indifferent politicians looking the other way while the clock winds down on the window of opportunity to prosecute.
For the many, many people with their hands in the cookie jar during COVID, that ‘window of opportunity’ just got a LOT bigger.
Remember how testy Dems got when anyone suggested clawing back the unspent COVID money even AFTER the pandemic was declared ‘over’? The states got almost 200 Billion from the Biden/Pelosi/Schumer administration. And there was a LOT of unspent money that hadn’t even been set aside for any particular use:
As of September 30, 2023, the latter group “reported obligating 73 percent ($142.4billion)” of their total and “spending 53 percent ($103.7 billion).”
In other words, state and D.C. governments are sitting on $92 billion in unspent COVID-19 relief money, more than $53 billion of which has not even been earmarked for anything. — 
Dems were eventually shamed into taking back $30B. But that still leaves a lot of money unaccounted for…
We know where some of it went…
Even if the highest estimates are inflated, the total fraud in all Covid relief funds amounts to a mind-boggling sum of taxpayer money that could rival the $579 billion in federal funds included in President Joe Biden’s massive 10-year infrastructure spending plan, according to prosecutors, government watchdogs and private experts who are trying to plug the leaks.
“Nothing like this has ever happened before,” said Matthew Schneider, a former U.S. attorney from Michigan who is now with Honigman LLP. “It is the biggest fraud in a generation.” — 
If early indicators in DOGE are what they seem, there is plenty of reason to take a closer look into popup NGOs that grew like mushrooms during the pandemic… and see how many really are what they claimed to be.
As of yesterday, time is finally working AGAINST the pandemic unemployment fraudsters. Running out the clock will no longer be an option.
PASSED!
The House just passed the Pandemic Unemployment Fraud Enforcement Act which will empower law enforcement to continue prosecuting fraudsters for robbing American taxpayers of $135 billion and claw that money back. 
— Ways and Means Committee (@WaysandMeansGOP)",,2
GUILTY: United Nations Judge In UK Convicted For Owning A Slave,"A United Nations criminal tribunal judge was just found guilty of violating the Modern Slavery Act. Her sentencing will come on May 2nd. What is the UN actually GOOD for?
Studying for a PhD in Oxford, and claiming she has diplomatic immunity as a Ugandan judge, this lady, a 
 was just convicted for violating the most basic of human rights: slavery.
Lydia Mugambe, High Judge in Uganda, a Criminal Trubunal judge for the United Nations, a student at Oxford, and someone who is listed as a ‘fellow’ at the Institute for the Study of Human Rights, has just been found guilty of one of the more heinous crimes a person can be accused of… a conviction only made worse by the nature of her role in society.
If others look to HER to be the arbiter of justice, to whom shall those she has wronged in the most grievous of ways turn?
Prosecutors said Lydia Mugambe “took advantage of her status” over her victim by preventing her from holding down steady employment while forcing her to work as her maid and provide childcare for free.

The 49-year-old, who is also a High Court judge in Uganda, was found guilty of conspiring to facilitate the commission of a breach of UK immigration law, facilitating travel with a view to exploitation, forcing someone to work, and conspiracy to intimidate a witness..

She will be sentenced at Oxford Crown Court on May 2.
In footage released by Thames Valley Police, Mugambe appeared shocked when an officer said he was arresting her under the Modern Slavery Act.

She then had a conversation with the officer, in which she said: “I am a judge in my country, I even have immunity. I am not a criminal.” — 
Not a criminal? That’s pretty wild for someone who will be getting her sentencing in about 6 weeks.
What else do we know about the case?
The Thames Valley Police produced a 
 that seems pretty comprehensive. Here’s an excerpt.
Following an investigation by Thames Valley Police, a Ugandan High Court Judge and a UN Criminal Tribunal Judge has been convicted of immigration and modern slavery offences in Oxfordshire.
Lydia Mugambe, aged 49, of Lyne Road, Kidlington, has today (13/3) been found guilty by a unanimous Oxford Crown Court jury of:
One count of conspiring to do an act to facilitate the commission of a breach of UK immigration law by a non UK national;

One count of requiring a person to perform forced or compulsory labour;

One count of conspiracy to intimidate a witness.

Mugambe was found guilty by a majority verdict of:
One count of arranging or facilitating travel of another person with a view to exploitation;

On 10 February 2023, Thames Valley Police received a report that the victim in this case, a woman, was being held as a slave by Mugambe at her then address in Brasenose Drive, Kidlington.
A protracted and complex investigation involving a number of partners then ensued, during which Thames Valley Police established that Mugambe had obtained a visa for the victim to work in the UK.
The good news here is that Uganda waived her immunity. She’ll now face the same force of the law as any defendant… not that anyone should have to explain how the law works to such an eminent and educated woman as herself.",,2
