category,text
entertainment,help for indies in download sales a campaign has been launched to help independent labels get their music online and benefit from the growing trend for downloading music.  the british phonographic industry has identified a lack of independent music available for download.  we want to ensure that independent repertoire is as successful in the download world as it is in the physical world   said bpi chief peter jamieson. downloaded singles have now overtaken physical singles in the uk. mr jamieson said his organisation was lobbying music service providers  which include itunes and napster  to urge them to promote independent releases. download sales are due to be incorporated into the uk singles chart later this year.  with downloads shortly to be eligible for the singles chart  this is a key commercial issue on which the bpi committed to assisting its members   added mr jamieson. as part of the campaign the bpi is running a series of seminars entitled getting your music online  focusing on how independent labels can embrace digital music. the us has already begun incorporating download sales in the billboard s hot 100 chart.
entertainment,doves soar to uk album summit manchester rock band doves have entered the uk album chart at number one with their new release  some cities.  the trio replace flamboyant us act scissor sisters at the top. the album follows single black and white town  which reached number six. r&b star nelly has the new number one single with over and over  which sees him team up with tim mcgraw. girls aloud  akon and kaiser chiefs all have new singles in the top ten  as do futureheads and usher.  the latest elvis presley re-release  (marie s the name) his latest flame  entered the chart at number three  one place ahead of girls aloud s wake me up. hip-hop performer akon s locked up is at number five  while hotly-tipped leeds band kaiser chiefs have their second chart hit at number six with oh my god.  futureheads  cover of kate bush s hounds of love entered the chart at number eight  while usher s caught up was a new entry at number nine. in the album chart  operatic quartet il divo s eponymous debut rose 23 places to number six  while crooner tony christie s definitive collection is a new entry at number 10  making it the highest-charting album of the singer s career.
entertainment,blair buys copies of new band aid prime minister tony blair purchased two copies of the charity single band aid 20 in edinburgh on friday.  staff were surprised when the prime minister walked into hmv at 0900 gmt  accompanied by aides and local police.  when mr blair came in unannounced  we were all pretty gobsmacked   said hmv manager clive smith.  our customer helper approached him... it was only then we realised he wanted to buy copies of the band aid single  rather than the latest eminem album.  predicted chart-topper do they know it s christmas  is expected to sell at least 300 000 copies by the time the new chart is announced on sunday. however  the new version of the 1984 single is not going to be released in the us  despite being sold in many countries around the world. us record shops are stocking an import version of do they know it s christmas  which is said to be selling very well in los angeles and new york. the original track was released in the us  and reached number 13 in the singles chart. british stars who appear on the current recording  such as dido and coldplay s chris martin  are well-known to music fans across the atlantic  along with u2 frontman bono.  record company universal is responsible for the global distribution of the single  which will be available across europe  asia  south america and canada. but music fans in the us are still able to access the song and download it on band aid 20 s official website. in 1985  a group of high-profile american stars known as usa for africa came together to record their own fund-raising single  we are the world. the song was written by lionel richie and michael jackson  with quincy jones as producer. it topped the us charts for three weeks and went on win grammy awards for best record and song.  dionne warwick  diana ross and tina turner were among the line-up of performers. it is predicted that the band aid 20 song will sell 300 000 copies in the uk by the time the new chart is announced on sunday. the record is also tipped to become this year s christmas number one  as the original version did in 1984. proceeds from the sales are going towards relief for the darfur region of sudan and to combat hiv and aids across africa.
entertainment,hoffman hits out over modern film hollywood legend dustin hoffman has hit out at the quality of current films and theatre productions.  the star of rain man and tootsie said the film culture was  in the craphouse  at a press conference on tuesday. the 67-year-old also said he stopped working a few years ago because he lost his  spark  for acting. hoffman is in the uk to publicise his new comedy  meet the fockers  which also stars robert de niro  barbra streisand and ben stiller.  he said:  you go to the cinema and you realise you re watching the third act. there is no first or second act.  there is this massive film-making where you spend this incredible amount of money and play right to the demographic.  you can tell how much money the film is going to make by how it does on the first weekend.  the whole culture is in the craphouse. it s not just true in the movies  it s also true in the theatre.  broadway  and now london is the same  special effects are in great demand. it s not a good time culturally.   hoffman also said he stopped working a few years ago and moved into directing and writing. he said:  i just lost that spark i always had.  a couple of years ago i didn t like the parts i was getting.  studios weren t interested in the kind of films that people of my generation wanted to see.  i thought i would stop and just try writing and directing. i wasn t aware of the depression that set in.  recently  hoffmann has returned to film  with roles in i heart huckabees  finding neverland and now meet the fockers  which is the sequel to meet the parents. meet the fockers opens in the uk on friday.
entertainment,star trek fans fight to save show star trek fans have taken out a full-page ad in the los angeles times in an attempt to persuade tv executives not to scrap star trek: enterprise.  made by the upn tv network  the latest spin-off from the hit sci-fi show is due to end in may after four series. but fans around the world have pitched in to pay for the advert  which had the headline  save star trek . they are also asking the sci-fi channel to pick it up from upn and will stage a rally in los angeles on 25 february.  the advert described the star trek franchise as a  cultural icon . enterprise stars former quantum leap actor scott bakula as captain archer and is set before the original 1960s star trek series.  captain archer and the crew of the nx-01 need your help to continue their journeys!  the advert said. it also included a cut-out coupon for fans to send to upn s parent companies paramount and viacom plus the sci-fi channel. it also urged supporters to join the rally outside the paramount studios.  fan website trek united is hoping to raise $32m (£17m) from donations by the end of march to pay for a fifth series. more than $23 000 (£12 000) has been pledged so far  according to the site. the 98th and final episode of star trek: enterprise will air in the us on 13 may. the fourth series has averaged 2.9 million viewers per episode - half the amount it got in its first series. star trek: enterprise began in 2001 following other star trek spin-off series the next generation  deep space nine and voyager.
entertainment,us box office set for record high ticket sales at the us box office are predicted to break records this year  with figures expected to reach $9.4 billion  beating 2002 s all-time high.  overall figures could be dampened by the lack of a christmas hit like last year s oscar-winning lord of the rings. traditionally  ticket sales during the festive season account for 20% of the annual total. although admissions have actually fallen this year  the predicted high is down to increasing ticket prices. according to exhibitor relations president paul dergarabedian  the average cost of a cinema ticket could be as high as $6.25 in 2004  compared to $5.80 in 2002. this year some of the biggest hits such as the passion of the christ and fahrenheit 9/11 came from outside the major studios which are usually responsible for the key blockbusters.   many of the films that did well (with audiences) are not necessarily the films that made a lot of money   said mr dergarabedian. he added that surprise hits had come from some of the more art-house offerings such as napoleon dynamite and critical hit sideways. sony pictures  responsible for hits like spiderman 2 and the grudge  are expected to top domestic market share for the second time in three years  with $1 billion-plus in sales for the third consecutive year. sony pictures entertainment vice chairman. jeff blake said:  we had a really diverse slate this year  and... certainly we pulled off one of the surprises with grudge.  horror movie the grudge cost sony $10 million to make but brought in $110 million. it s the latest in a recent trend for hollywood studios to back the upper and lower ends of the market  whilst ignoring the middle. warner inc are likely to end the year in second place on market share with around $1.25 billion  with disney at number three.
entertainment,sir paul rocks super bowl crowds sir paul mccartney wowed fans with a live mini-concert at american football s super bowl - and avoided any janet jackson-style controversies.  the 62-year-old sang hey jude and other beatles songs in a 12-minute set at half-time during the game in florida. last year  jackson exposed a breast during a dance routine  causing outrage among millions of tv viewers and landing the cbs tv network a fine. sir paul  however  did nothing more racy than remove his jacket as he sang. organisers were widely considered to be playing it safe this year by booking 62-year-old sir paul for his second super bowl show.  three years ago  he was invited to perform at the first super bowl after the september 11 attacks and performed his specially-written song freedom. this time  he started off the show  at the alltel stadium in jacksonville  florida  with the beatles numbers drive my car and get back. he then performed a mellow version of live and let die  the james bond theme he recorded with the band wings. finally  he closed the show with a rousing version of hey jude. the former beatle resisted any temptation to refer to janet jackson s headline-grabbing performance last year  instead keeping banter between songs to a minimum in order to squeeze as much music as he could into his slot. the singer removed his black jacket halfway through the show - but any fans hoping for a second  nipple-gate  were to be disappointed as he kept his red sweatshirt on underneath.  earlier  the black eyed peas and alicia keys had provided the night s other high-profile entertainment by performing in a pre-game show. black eyed peas singer fergie was dressed in a tight orange top and purple hotpants  but nothing in her performance was likely to upset tv watchdogs. after the controversy last year - which saw cbs fined a record $550 000 (£292 000) by federal regulators - super bowl organisers had turned to producer don mischer to oversee this year s half-time show. his previous production credits included olympic opening and closing ceremonies. the super bowl is watched by an audience of 144.4 million in the us  with many of the people watching are said to tune in specifically to see the entertainment put on around the event. michael jackson  aerosmith  diana ross  gloria estefan and phil collins are among the stars who have previously graced the super bowl stage.
entertainment,film row over pirates  cannibals  plans to portray dominica s carib indians as cannibals in the sequel to hit film pirates of the caribbean have been criticised by the group s chief.  carib chief charles williams said talks with disney s producers revealed there was  a strong element of cannibalism in the script which cannot be removed . the caribbean island s government said disney planned to film in dominica. the caribs have long denied their ancestors practised cannibalism. disney was unavailable for comment.  our ancestors stood up against early european conquerors and because they stood up...we were labelled savages and cannibals up to today   said mr williams.   this cannot be perpetuated in movies.  shooting on the sequel is expected to begin in april  with hundreds of dominicans applying to be extras in the movie.  about 3 000 caribs live on the island of dominica  which has a population of 70 000. many caribs were killed by disease and war during colonisation up to the 1600s. mr williams said he had received support from indigenous groups around the world in his efforts to have cannibalism references removed from the film. but he admitted there were some members of the carib council who did not support the campaign. he said some did not  understand our history  they are weak and are not committed to the cause of the carib people . the first pirates of the caribbean film took $305m (£162m) at the box office in the us alone. the cast and crew are to work on two sequels back-to-back  with the first to be released in 2006.
entertainment,michael film signals  retirement  singer george michael has said that a new film about his life is the start of a retirement from public view.  the pop star said it would be a much more  behind the scenes affair   and called his own genre of music  dead .  i thought i should explain myself before i disappear   said michael  who was at the berlin film festival to launch the documentary. the film  a different story  chronicles michael s life and career from the 1980s and his personal struggles. the 41-year-old chart-topper told reporters in the german capital that he wanted to  move his career into a different form   but added that he does not know what it is going to be yet.   i m still going to be making music   he said  but added that he was  not going to be around . he hinted at discontent with the current state of music industry  and said:  i don t really think that there is anyone in the modern pop business who i feel i want to spar with.  michael said that the film  directed by southan morris  would put his two decades of fame into context.  it s almost as much for me as for my fans  in terms of trying to make sense of the last 22 years and bring it to a close in a proper way   he said. the documentary chronicles the highs and lows of his life in the public gaze  from his meteoric rise as one half of pop duo wham! to his arrest for lewd conduct in a los angeles toilet in 1998. the film also deals with the loss of michael s partner anselmo feleppa from an aids-related condition in 1993. a different story  which is being shown at the berlin film festival  has been screened by bbc one.
entertainment,singer ian brown  in gig arrest  former stone roses singer ian brown was arrested after a fight during a concert in san francisco on tuesday  his spokesman has said.  a fan jumped on stage and attacked the singer  who then became involved in a fracas with a security guard  fiction records spokesman paul smernicki said. he said brown was arrested at his hotel after the show at the great american music hall but released without charge. san francisco police said they could find no record of his arrest. mr smernicki said he had been told a fan  rugby-tackled  the singer during the gig  which resulted in  pushing and shoving .  brown then got into a brawl with another man who tried to restrain him - without realising he was a security guard  mr smernicki added. the star went off for 15 minutes before returning to finish his set. police took witness statements and apprehended brown at his hotel  mr smernicki said. but he was released without charge and  as far as we re aware  that s the end of it   mr smernicki added. a spokesperson for the san francisco police department said he may have been detained but they could find no record of the incident. brown  42  was lead singer with the stone roses  one of the most seminal bands in british rock  until they split in 1996. he has since forged a successful solo career  scoring nine uk top 30 singles since 1998. in 1998  he was sentenced to four months in jail for using threatening behaviour towards an aeroplane captain and stewardess.
entertainment,france set for new da vinci novel french booksellers are braced for a rush of interest after another book from the author of the da vinci code is translated into french.  angels and demons  by us author dan brown  will go on sale on wednesday. the da vinci code is set in paris - including the louvre - and has sold around one million copies in france. the main character  robert langdon  also appears in angels and demons. the da vinci code is being made into a film starring tom hanks. angels and demons was written before the da vinci code  which has sold more than 20 million copies worldwide  and been translated into more than 40 languages  since it was released in 2003. angels and demons is set mainly in rome as symbologist robert langdon follows a 400-year-old trail to try to uncover a plot by an ancient brotherhood  the illuminati  to blow up the vatican.  the novel deals with moral issues such as the debate between science and religion and also seeks to uncover some of the mysteries surrounding the pope. on his website  brown wrote:  i think the reason angels and demons is raising eyebrows right now is that it opens some vatican closets most people don t even know exist.  but i think most people understand that an organisation as old and powerful as the vatican could not possibly have risen to power without acquiring a few skeletons in their closets.  such is the success of the da vinci code in france  special tours have been organised to trace langdon s footsteps  including the the louvre museum and the saint sulpice church. the louvre has also given permission for parts of the film version to be shot in the museum. the film  to be directed by a beautiful mind s ron howard  is due to start filming at the paris museum in may and stars hanks alongside french actress audrey tautou.
entertainment,early elvis recordings go on sale some of elvis presley s earliest recordings - including takes of all shook up - are going under the hammer on sunday at a los angeles auction.  the six unedited reel-to-reel tapes - which were owned by the engineer who recorded them - are valued at up to $50 000 (£29 000). highlights of the two hour-long collection will get their public debut at bonhams auction house on saturday. the rca tapes date from september 1956 to september 1957. the  pre-masters  include a take of jailhouse rock  religious songs  material for his first christmas album  and banter between presley  members of his band and engineer thorne nogar.   we ve had them for a lot of years  and i think the people should enjoy them   nogar s son stephen  57  said.  and frankly  we could use the money.  nogar  who died in 1994 aged 72  always used to make two tapes of sessions as a back-up in case rca producers wanted to make late changes to songs.  he called them his ass-saver tapes   his son said. the quality is said to be noticeably crisper than that of a new vinyl record. because the family does not own the copyright to the music  the tapes can only be sold for  personal enjoyment  and they cannot be copied for commercial gain.
entertainment,van gogh festival film withdrawn murdered director theo van gogh s controversial film submission has been pulled from the rotterdam film festival because of security fears.  it was one of three of his works to be shown as part of a freedom of expression event in tribute to the late film-maker s life. the film is critical of the treatment of women under islam. its tv screening is thought to have led to his murder. the 10-day dutch festival begins on wednesday. submission was made with liberal somali-dutch politician ayaan hirsi ali and was due to be shown on 30 january. van gogh was shot and stabbed to death in november 2004 several months after receiving death threats following submission s first broadcast on dutch television. two of van gogh s other films will be shown as planned  including the theatrical world premiere of his last feature 06/05.  festival director sandra den hamer said:  the festival reflects what happens around us and within cinema itself.  the festival opens with the french film the 10th district court  moments of trials made by raymond depardon. the event sees 14 films competing to win three top tiger awards which aim to introduce promising new talent. new sections added to this year s festival include cinema of the future and cinema of the world  with special focus on russian and south-east asian productions. there is also an iraqi-german offering entitled underexposure  which looks at life in iraq after saddam hussein.
entertainment,youssou n dour wins music prize senegalese musician youssou n dour has been named a winner of a bbc radio 3 world music award.  his album egypt won the critics  award for album of the year  while the best newcomer accolade went to argentine chango spasiuk. winners were chosen from ten categories to reflect different continents. a special poll winners concert  hosted by eliza carthy and benjamin zephaniah will take place at the sage in gateshead on 5 march.  the concert will be broadcast on radio 3 s world music day the following evening and will feature performances by many of the award winners. it will also include the announcement of the audience award  chosen by radio 3 and bbc world service listeners  alongside bbc four viewers.  winner in the africa category was malian desert blues band tinariwen  formed from the nomadic people of the southern sahara. cuban pianist bebo valdes and flamenco singer diego el cigala  responsible for critically acclaimed album lagrimas negrasmusic  won an award in the  boundary crossing  category. each winner will receive a specially commissioned sculpture entitled planet by anita sulimanovic who won a competition to design the award. highlights of the poll winners concert  to be held at the sage  gateshead  will be televised on bbc four on 11 march.
entertainment,oasis star fined for german brawl oasis singer liam gallagher has been fined 50 000 euros (£35 000) after a fight in a german hotel two years ago.  gallagher was arrested along with drummer alan white and three other members of the band s entourage after the brawl in munich in december 2002. the band said they were victims of an  unprovoked attack  in a nightclub. but police said gallagher kicked an officer in the chest and had large amounts of alcohol and drugs - possibly cocaine - in his blood. gallagher lost two front teeth in the fight  which led to the band abandoning their german tour. his brother and bandmate noel was in bed at the time.   the process has stopped by paying 50 000 euros   said anton winkler  spokesman for the munich prosecutor. at the time  police said a  physical altercation  broke out among the musicians at about 0200 local time. that led to one of the group being  jostled  and falling onto the table of five italian guests - causing the fight  they said. the fight continued outside  where  one of the officers was kicked in the chest with full force by liam gallagher... and suffered minor injuries   they said.
entertainment,low-budget film wins cesar a film that follows a group of alienated youth in a paris suburb as they prepare to perform an 18th century play has won france s top cinema award.  l esquive earned a cesar prize for its director  tunisian-born abdellatif kechiche  and its young star  the 18-year-old actress sara forestier. it saw off competition from big-budget french epic  a very long engagement  and the box-office hit  the chorus. us film lost in translation won the award for best foreign feature. the wistful romantic comedy directed by sofia coppola has already won several awards  including an oscar for best screenplay in 2004. its late release in france made it a contender for this year s cesars.  the low-budget l esquive depicts the travails of a group of youth getting ready to perform a school play by the 18th-century dramatist  marivaux. the actors are mostly amateurs and the action is set in the impoverished suburbs of paris  home to thousands of immigrants from north africa and their children. kechiche said he made the film because he  wanted to show people we don t normally see at the cinema . a very long engagement  a world war i drama featuring audrey tautou  won five cesar awards. the chorus  a film about a schoolteacher who introduces an unruly classroom to the pleasures of classical singing  won two awards - for best music and best sound. us actor will smith  who won an honorary award at the ceremony  thanked his family and his  hero   nelson mandela  in his speech.
entertainment,farrell due to make us tv debut actor colin farrell is to make his debut on us television in medical sitcom scrubs  according to hollywood newspaper daily variety.  the film star  who recently played the title role in historical blockbuster alexander  will make a cameo appearance as an unruly irishman. the episode featuring the 28-year-old will be screened on 25 january. farrell s appearance is said to be a result of his friendship with zach braff  who stars in the programme. it will be the actor s first appearance on the small screen since he appeared in bbc series ballykissangel in 1999. the gentle sunday night drama came to an end in 2001.  he has since become one of hollywood s fastest-rising stars  with a string roles in major league films such as minority report  phone booth and daredevil. farrell is pencilled in to play the role of crockett in a film version of 1980s police drama miami vice. scrubs  which appears on the nbc network in the us and has been shown on channel 4 on british television  is an off-beat comedy about a group of hospital doctors. other film stars to have appeared in scrubs include heather graham  while friends actor matthew perry has guest-starred and directed an episode of the show. its leading star  zach braff  has recently been seen on the big screen in garden state  which he also directed.
entertainment,x factor show gets second series tv talent show the x factor is to return for a second series after being recommissioned by itv.  judges simon cowell  louis walsh and sharon osbourne are in discussions to sign up for the new series. the final of the first series will take place on 11 december. last saturday s show was beaten in the ratings by the bbc s strictly come dancing.  working on the x factor has been a blast... i predict series two will be even better   said cowell.  i think the production team have done an amazing job   he added.  the pop idol-style show votes off a group or contestant every week - the two that receive the lowest public vote have to perform a second time before the judges make a final decision. rowetta satchell  steve brookstein  tabby callaghan and group g4 are the remaining finalists. itv s controller of entertainment  claudia rosencrantz  said she had no hesitation in recommissioning the show.  there s much more to come this series as we build towards the final next month and it s great to have secured this terrific format for our viewers for another series   she said.
entertainment,tautou film tops cesar prize nods french film a very long engagement has received 12 nominations for france s cesar film awards  despite a recent ruling it was  not french enough .  the world war i romantic drama starring audrey tautou  was recently ruled  too american  by a paris court as it was partially backed by warner bros. but the cesar organisers modified their rules to allow the film to compete. the film  directed by jean-pierre jeunet  received best actress  picture and director nominations.  last november a court judged the film was too american to compete in french film festivals. two associations of french producers challenged jeunet s right to french government subsidies  because warner bros was a backer. the ruling meant the movie - which was filmed in france and used french actors and technicians - was not eligible to compete for french prizes. but alain terzian  president of cesar organisers  the academie des arts et techniques du cinema  said the changes in eligibility rules  which allow films  of french expression   were made three months prior to the court decision. other films in the best film category include police drama 36  quai des orfevres  arnaud desplechin s kings and queen  abdellatif kechiche s l esquive and france s number one film at the 2004 box-office the chorus.  best actors are daniel auteuil for 36  mathieu amalric for kings and queen  gerard jugnot for the chorus  philippe torreton for l equipier and benoit poelvoorde for podium. tautou will compete against maggie cheung   emmanuelle devos  yolande moreau and karin viard for best actress. michael moore s fahrenheit 9/11  the motorcycle diaries  lost in translation  eternal sunshine of the spotless mind and 21 grams are all vying in the best foreign film prize. the awards ceremony will be held on 26 february. this year  will smith  star of i  robot  independence day and men in black  will be given an honorary cesar  along with french singer/actor  jacques dutronc.
entertainment,brit awards for devon music acts devon singer joss stone and rock band muse won coveted brit awards during the event s 25th anniversary.  seventeen-year-old stone  from near cullumpton  won two awards: best british female act  and best urban act out of three award nominations. muse  whose members met in south devon  beat franz ferdinand  jamie cullum  kasabian and the libertines for best british live act. the band has sold about two million records worldwide.  after beating amy winehouse  jamelia  natasha bedingfield and pj harvey to the best british female prize  joss stone said:  i don t know what to say. i don t like doing this at all. i d like to thank my family for being really supportive and everybody that made my record with me.   i don t even know what to do right now. thank you all you guys for voting for me  i feel sick right now.  viewers of digital music tv channel mtv base voted stone the winner in the best urban act category. ms stone also performed her song right to be wrong  backed by a gospel choir  at the 25th award ceremony at london s earls court. her second album mind  body & soul reached number one in the uk charts last october and went straight into the us charts at number 11.  the teenager also has grammy nominations in the us  normally dominated by home-grown acts. born jocelyn stoker  the devon diva started her career in a bbc talent programme  and was then discovered at a new york audition by a us record executive  steve greenberg. indie rock group muse consists of matthew bellamy  chris wolstenholme and dominic howard who met in their early teens in teignmouth  south devon. dominic howard said of winning:  we love playing live  it s very important for our band. so to win something like this really feels great.  the trio met aged 13 and formed the band gothic plague  changing its name to fixed penalty  rocket baby dolls and finally muse. the band released its first self-titled ep in 1998. the third studio album  absolution  was released in 2003  providing the hit singles time is running out  hysteria  and butterflies and hurricanes.
entertainment,aviator wins top globes accolades the aviator has been named best film at the golden globe awards  with its star leonardo dicaprio named best actor.  hollywood veteran clint eastwood took the best director prize for million dollar baby while its star hilary swank was best actress. quirky comedy sideways was named best screenplay and best comedy. ray star jamie foxx was best actor in a musical/comedy while briton clive owen and natalie portman won prizes for best supporting roles in closer.  the aviator  in which dicaprio plays millionaire howard hughes  edged ahead of its rivals at the beverly hills ceremony by winning the best original score prize. this give it a total of three awards while million dollar baby  sideways and closer took two golden globes each. accepting his best dramatic actor prize  dicaprio described director martin scorsese as  one of the greatest contributors to the world of cinema of all time .  annette bening won best actress in a musical/comedy for being julia while spanish movie the sea inside was named best foreign language film. swank  who previously won the golden globe and oscar for boys don t cry  paid tribute to million dollar baby director and co-star clint eastwood.  you guided us so brilliantly  while you also  in my humble opinion  gave the performance of your career   she said. foxx was nominated for three awards but was beaten to the best supporting actor title by owen and the best actor in a tv movie prize by geoffrey rush in the life and death of peter sellers.  a bbc co-production  the life and death of peter sellers was also named best tv movie. mick jagger and dave stewart won the best original song award for old habits die hard from movie re-make alfie  while ian mcshane was named best actor in a tv drama for his lead role in deadwood.  other uk hopes kate winslet and imelda staunton went home empty-handed despite lead actress nominations for eternal sunshine of the spotless mind and vera drake respectively. winning a golden globe is said to improve a film or performer s chance of subsequently winning an academy award. unlike the oscars  the golden globes split awards by genre - one prize for dramas and the other for musicals and comedies. the globes also honour the best in television  with suburban series desperate housewives named best tv comedy show. actress teri hatcher beat fellow desperate housewives stars marcia cross and felicity huffman to the best comedy actress prize.  hatcher thanked the show s cast  crew and  a network who gave me a second chance at a career when i couldn t have been a bigger  has been  . cosmetic surgery series nip/tuck beat the sopranos and deadwood to the best television drama title. arrested development star jason bateman was named best tv actor in a musical or comedy series. the golden globes are awarded by the hollywood foreign press association  comprising film reporters based in los angeles and working for overseas outlets. robin williams  a five-time globe winner for such films as the fisher king and good morning  vietnam  received the cecil b demille award for career achievement. he dedicated his prize to superman actor christopher reeve  who died last year.
entertainment,global release for japan hit film oscar-winning animator hayao miyazaki s latest film  howl s moving castle  is to be released in 50 countries around the world  its distributor has said.  howl s moving castle set a japanese box office record last week  taking 1.5bn yen (£7.7m) in its first two days. miyazaki won an oscar earlier this year for spirited away  japan s first academy award for nearly 50 years. howl s moving castle is based on a children s fantasy novel by uk author diana wynne jones. it tells the story of an 18-year-old woman who ages dramatically after falling under a witch s spell. she heads to a moving castle kept by howl  a wizard  and searches for a way to become normal again. a spokesman for distributor toho said the film  has received strong interest from domestic audiences and foreign media and viewers alike .  we have a good feeling about this film. we saw very good viewer response   he added. the film s worldwide release will start in south korea on 24 december  and france on 12 january.
entertainment,obituary: dame alicia markova dame alicia markova  who has died in bath aged 94  was the uk s first prima ballerina of the modern age  and  in her heyday  the greatest in the western world.  she was born lilian alicia marks in london in 1910. her parents were comfortably off - her father  a mining engineer  drove a rolls royce. when she was eight  her mother took a decision which changed her life. fearing that she had flat feet and weak legs  she arranged for her to have ballet lessons. very quickly it became apparent that she was something special. she was spotted by the russian artistic impresario  sergei diaghilev  who wanted her to dance for his company  ballets russes. she became ill with diphtheria but kept in touch  and  eventually  with a governess in tow  joined diaghilev in monte carlo when she was 14.  from here  she toured europe  playing in all the top venues. it was diaghilev who changed her name without even consulting her. her life was one of great excitement. people such as matisse and stravinsky became like uncles to her  the latter put in charge of her musical education. soon after diaghilev s death in 1929  alicia markova returned to england and became britain s first international ballerina. she helped launch the ballet club at the mercury theatre (later the ballet rambert)  the vic wells ballet  and then  with anton dolin  the markova-dolin ballet of 1935-37. she also began working with young choreographers such as anthony tudor and frederick ashton who became huge influences on the direction of ballet in the west.  her version of giselle  all lightness and grace  is still considered to be among the finest ever. she was also outstanding in the dying swan. she was one of the first british ballerinas to take a major part in les sylphides. she  above all  helped popularise ballet both in britain and in america.  alicia markova spent world war ii in the united states where  in a re-formed ballets russes  she played to huge audiences. she even appeared in hollywood movies. in 1950  back in england  she and anton dolin jointly established the festival ballet. she retired in 1963  an  instant decision  she said   largely because of a leg injury . created a dame  she made a new career for herself as a teacher. she also travelled the world directing ballet companies and putting on shows. she became director of ballet for the metropolitan opera ballet in new york  and for some years was full-time professor of ballet and performing arts in the university of cincinnati. a critic once said of dame alicia markova s dancing:  she gave the illusion of moving as if she had no weight to get off the ground.
entertainment,new york rockers top talent poll new york electro-rock group the bravery have come top of the bbc news website s sound of 2005 poll to find the music scene s most promising new act.  the bravery  who have been compared to the cure and new order  were the most heavily-tipped act in the survey of 110 impartial critics and broadcasters. rock band keane won sound of 2004 while us rapper 50 cent topped sound of 2003. other new artists in this year s list include london indie group bloc party at second and uk rapper kano third. the bravery played their first gig in 2003 and have since supported bands including the libertines  interpol and echo and the bunnymen.  they were the subject of a record company bidding war in 2004 and their debut single  unconditional  caused a huge buzz when it was released in the uk in november. singer sam endicott said he felt  great  about coming top of the sound of 2005 list.  anyone that says they don t want a zillion screaming fans is a jackass  a liar   he said. one of the experts to tip the bravery was the times  music critic paul connolly  who said they were  spiky but in love with pop . chris hawkins  host of bbc 6 music s chart show  said the band had  great guitars and a mastery of the electro-clash sound .  the bravery are proof alone that new york city is still home to hot new talent   he said. alison howe  producer of tv show later... with jools holland  booked the group to appear the day after seeing them at a west london pub.   they played like they were headlining the main stage at glastonbury   she said.  great songs  a good look  a touch of attitude and a cracking live band.   q magazine reviews editor ted kessler said they were  pretty-boy new york clothes horses  with  an unusually nimble ear for concise  yearning pop in the mould of duran duran or the strokes . other pundits to take part in the survey included bbc radio 1 dj trevor nelson  nme editor conor mcnicholas  top of the pops presenter fearne cotton  glastonbury organiser emily eavis and bbc radio 2 music editor colin martin. elsewhere on the top 10  second-placed rock band bloc party began their rise after supporting franz ferdinand and uk garage mc kano  in third  is signed to the streets  record label. us rapper the game is hip-hop great dr dre s latest protege while leeds group kaiser chiefs came fifth with a promise to lead a britpop revival. in last year s survey  keane were followed by franz ferdinand  razorlight and joss stone in the top five - all of whom were virtually unknown outside the music industry at that point.  boy band mcfly were sixth while scissor sisters  who had the uk s best-selling album of 2004  were seventh. in the survey  the pundits were asked for tips for three acts they thought were capable of reaching the top in their chosen genre  either in terms of sales or critical acclaim. the artists could be from any country and any musical genre  but must not have had a uk top 20 single  been a contestant on a tv talent show or already be famous for doing something else  such as a soap actor. those tips were then counted and compiled to make the top 10.
entertainment,oscar nominees gear up for lunch leonardo dicaprio  jamie foxx and hilary swank are among those due to attend this year s oscar nominees luncheon on monday.  they will join more than 100 nominees from the 24 oscar categories at the annual event  which will take place at the beverly hilton hotel  los angeles. british hopefuls  including kate winslet  imelda staunton and sophie okonedo are also expected to attend. this year s oscar ceremony will be held on sunday 27 february.  martin scorsese s the aviator is leading the field at this year s oscars with 11 nominations  while other multiple nominees include million dollar baby and sideways. oscar nominees swank and foxx were among the winners at the screen actors guild awards at the weekend  one of the many ceremonies held in the run-up to the oscars. swank won best actress for million dollar baby while foxx triumphed for his performance as ray charles in the biopic ray. sideways was also among the winners  taking the prize for best cast performance. the next major film award ceremony of the season is the bafta awards  which take place at london s odeon leicester square on 12 february. many of those nominated for oscars including dicaprio  foxx and staunton - an oscar nominee for her performance in vera drake - have also been nominated for baftas.
entertainment,richard and judy choose top books the 10 authors shortlisted for a richard and judy book award in 2005 are hoping for a boost in sales following the success of this year s winner.  the tv couple s interest in the book world coined the term  the richard & judy effect  and created the top two best-selling paperbacks of 2004 so far. the finalists for 2005 include andrew taylor s the american boy and robbie williams  autobiography feel. this year s winner  alice sebold s the lovely bones  sold over one million. joseph o connor s star of the sea came second and saw sales increase by 350%. the best read award  on richard madeley and judy finnigan s channel 4 show  is part of the british book awards. david mitchell s booker-shortlisted novel  cloud atlas  makes it into this year s top 10 along with several lesser known works.   there s no doubt that this year s selection of book club entries is the best yet. if anything  the choice is even wider than last time   said madeley.  it was very hard to follow last year s extremely successful list  but we think this year s books will do even better   said richard and judy executive producer amanda ross.  we were spoiled for choice and it was tough getting down to only 10 from the 301 submitted.
