Headline,URL,Year,Content,Category
White Boy Stung by African Wasp in Lesotho,https://www.dailysquib.co.uk/entertainment/61192-white-boy-stung-by-african-wasp-in-lesotho.html,2025,"A white boy has been stung rather badly by a very angry female African wasp, it has been reported.
According to witnesses, the white boy, who is rather partial to “virtue signalling and playing the victim card”, angered the African wasp so much, it stung him multiple times.
He has now left the scene and in fact left Africa with his tail firmly between his legs.
Even David Attenborough hates these fucking African wasps, and that’s saying something.",Entertainment
Uninfluencers Are the New Social Media Trend,https://www.dailysquib.co.uk/entertainment/61365-uninfluencers-are-the-new-social-media-trend.html,2025,"Yes, we’ve all heard of “influencers” the annoying prats prancing around on social media claiming to be authorities on everything under the sun. Some snotty-nosed kid who claims he makes $40,000 a day trading the S&P 500 or some tarted up constantly smiling young woman touring the world’s hot spots whilst raking in large sponsorship deals for bouncing her pert tits in front of millions of male viewers. What about uninfluencers?
Social media expert Gregory Kilter is now studying a new breed of uninfluencers taking the stage.
“This is the new lucrative form of social media uninfluencing that is proving to be really popular now. Uninfluencing is basically the opposite of influencing and refers to the practice of basically telling people to either fuck right off, or putting them off entire product lines, or visiting a world location and giving it a good raking over.”
How did uninfluencing begin, and what platforms on the internet are best for this sort of thing?
“All social media platforms are now great for uninfluencing, and uninfluencers are not sure exactly who the first uninfluencer was, but there is a real fluid market building up for this genre right now.”
Uninfluencing is not free of danger, though, and some uninfluencers have already come to the profound realisation that uninfluencing swathes of people to not do or like something is still a form of influencing.",Entertainment
Fake Asylum Seeker Says He Wants to be the Next Gary Barlow,https://www.dailysquib.co.uk/entertainment/61403-fake-asylum-seeker-says-he-wants-to-be-the-next-gary-barlow.html,2025,"“Whilst we were being escorted and tugged across the English Channel by the  French Navy , a whimsical thought popped into my head. As I’m an economic migrant and thus a fake asylum seeker, why not become a fake pop star as well? Bing! Bong! Zang! Zin! The image of Gary Barlow appeared in my head like a large, bulbous turd being pushed out of an elephant’s arsehole! I want to become like him when they put me up in a five-star hotel with all the trimmings,” Abdul Razid Hamed from Paris, France recalled the other day.
Back in the five-star hotel in Hull, Hamed was auditioning dancers for his show as he sang to the hotel staff.
“Listen, Igomo, put the pizza down for a second, don’t they have pop groups in the Congo? Oh dear, this is not very good, is it. You’re meant to pirouette, like Robbie Williams did when he was in Take That.”
All this auditioning and practice was taking a toll on everyone, it was time to order more room service.
“I’ll have the fillet steak with chips, and bring that wonderful red wine you brought last time, yes, the 97. For dessert, I would like the Knickerbocker glory because that’s what Gary would have, wouldn’t he?”
The fake asylum seeker group then decided for a long swim in the luxurious indoor heated pool and a massage session to let the creative juices of pop stardom ruminate a little further.
“‘Ere have you seen the lady that does the massages? She looks like Posh Spice, she does. I’m going to ask her whether she can do a happy ending. Eh, if she refuses, I’ll get one anyway, because we’re immune from prosecution, innit,” a smiling Abdul added as he slathered baby oil over himself and his erection hurriedly.",Entertainment
Hygienic Indian Street Food Style Stalls Coming to the UK,https://www.dailysquib.co.uk/entertainment/61587-hygienic-indian-street-food-style-stalls-coming-to-the-uk.html,2025,"The UK is now adapting Indian street food style stalls at every corner, with an English touch of course.
India has a wonderful vibrant culture with the streets teeming with  vendors , street food, shops, elephants, cows, bicycles, scooters and even thousands upon thousands of big juicy bluebottle flies.
Well, we’ve got the fever in the UK, we also want a bit of the delicious looking delights the Indians eat daily. Forget about such trivial matters like hygiene, if you sneeze, make sure it’s into the pot. Indian street food is renowned around the world for its culinary excellence.
Bare feet are essential, and ear wax. Did you know that if you dump your ear wax into the food, it adds a lovely piquancy to the overall taste of the dish? Never wash your hands before handling food, it is sacrilegious to do so. Instead, embellish the culinary delights you create with all sorts of bacteria that you will never know or care about.
The stuff that builds up between your toes, rub it with gusto, dig the fuckers out and flick into the food. It’s ready to serve, just like they do in Bhangarabad or some other exotic location in Southall.",Entertainment
L.A. Fire Victims: Sick Ambulance Chasers Harry and Meghan Get Off On Disaster Porn,https://www.dailysquib.co.uk/entertainment/59563-l-a-fire-victims-sick-ambulance-chasers-harry-and-meghan-get-off-on-disaster-porn.html,2025,"Harry and Meghan have been branded as opportunistic, disaster porn seeking, catastrophe ghoul, ambulance chasers by Los Angeles fire victims. Haven’t the people of Los Angeles suffered enough already than to have these two photo op vultures sniffing around the ashes?
Grief Grifters
“There’s nothing more grotesque and sickening to see these two narcissistic opportunists getting off on disaster porn as they literally chase ambulances all over Los Angeles, virtue signalling over the charred bodies of the fire victims and the newly made homeless.
“Do you think these creepy fucking monsters give one iota or a single squirt of piss for the people suffering now or the one’s who lost their lives? Not one shit is given. If it makes a good photo op for them, it’s okay, though.”
No doubt, Meghan sequestered a  Netflix  crew to film their “event”.  There was good news for one Los Angeles fire victim, Meghan told her how to put edible flowers into ice cubes. Next time there’s a fire that could come in handy, however first they have to find some fucking water.
Ambulance chasers Harry and Meghan are the last fucking thing anyone wants to see after losing everything in a fucking fire.
The good news is that they were only there for 17 minutes before going back to their Montecito mansion after selling the exclusive pics and footage to TMZ and other agencies.",Entertainment
How Ready Are You For the Trump Presidency?,https://www.dailysquib.co.uk/entertainment/59687-how-ready-are-you-for-the-trump-presidency.html,2025,"Call yourself a socialist, hard-left woke asshole, a Marxist or simply a good old red commie militant bastard, are you ready for the Trump presidency coming up shortly? If you’ve got  TDS , don’t forget to lock yourself away in a padded  safe space  for the next four years.
There’s some great things to look forward to during the four-year Trump presidency. Like,  Rachel Maddow  and maybe Rosie O’Donnell being put into a FEMA concentration camp. How about the wholesale deportation of 15 million illegal immigrants? It’s going to be a woke massacre, and that will be fun, fun, fun!
Don’t forget to book a one-way ticket out of the USA, and maybe only consider coming back when  Kamala  tries to get elected again in 2029. Cleaning out the swamp ain’t gonna be easy! The deep state operators are all shitting in their pants, and maybe vegetable Biden might get some much deserved justice, who knows? CHINA! CHINA! CHINA! CHAGOS! CHAGOS! CHAGOS!
Lots of wonderful things are going to happen, so stick around a little more, it’s going to be an entertainment show like no other. Break out the Schlitz, sit back with some popcorn and watch the fireworks go off. The Trump presidency is going to be one heck of a memorable time.",Entertainment
Hunter Biden Glad Colombian Rock Prices Did Not Rise,https://www.dailysquib.co.uk/entertainment/59931-hunter-biden-glad-colombian-rock-prices-did-not-rise.html,2025,"Hunter Biden let off a huge sigh of relief today as he smoked another crack rock from his trusty pipe whilst driving his  Porsche  at 172 MPH down a residential street. Apparently the  Colombians  are not going to put the price of crack up after that Trump hooha.
Ordering up some more Russian ladies and  weighing up a new shipment of rocks , it’s just another day for Hunter, there’s nothing to see here folks, everything is okay.
“They keep talking about ICE on the news. It scared the shit out of me. I thought they were talkin’ about crack, and then we got this Trump idiot messing with the Colombians, but then realised they’re talking about the immigration and customs enforcement dudes. I got some Russian broads comin’ over later, and my dealer with another load of crack. S’cuse me!”
It’s a good thing that Trump cannot mess with Hunter Biden any more, especially as his dad fixed it for him to be above the law and  immune from any form of prosecution .",Entertainment
Harry Now Wants Meghan to Move to Amsterdam,https://www.dailysquib.co.uk/entertainment/59797-harry-now-wants-meghan-to-move-to-amsterdam.html,2025,"The position for the two grifters in America is now becoming more tenuous, especially after Donald Trump has taken the reins of power from Sleepy Joe. Allegations of bullying from multiple staff sources by serial schizoid narcissist Meghan Markle aren’t helping the issue either. Harry is fed up, he just wants to chill and do  drugs  without any comebacks. With  Trump breathing down his neck , Montecito could be out of the question and Amsterdam could be on the private jet list for a one way trip.
“Harry loves to snort Charlie, and he especially loves to do magic mushrooms and smoke ganja. Maybe do a bit of speed in the afternoon to pick things up a bit, and some acid tabs on the weekend. His main thang is yayo though, he can’t get enough of that chichi, especially on those private jet rides with a few glasses of champers. I heard, on one flight, he even snorted a few lines off Meghan’s ass cheek. It’s all above board stuff in Hollywood, but since the goddamn religious freaks are now in charge of the good ol’ U.S. of A, it’s all gone to shit!” a Hollywood drug dealer revealed.
America now seems rather restricted, and this is why Amsterdam is now on the agenda.
In Amsterdam, it’s so  liberal  that the police help you pick up your stash if you drop a load in front of them by accident. Hard drugs are more available than candy, and they pioneered drug cafés where you can smoke hash all day without anyone batting an eyelid.
Want to do something heavier? Amsterdam’s liberal drug policies even give out free drug paraphernalia like syringes and methadone if you’re out of the Afghan, and there are designated areas specifically for shooting up.
For Harry, Amsterdam would be like a fucking drug paradise where he could indulge in the things he loves doing, whilst Meghan stays on at home in the kitchen filming Netflix cookery shows. She better cook some of those delightful hash cakes though, huh!
In his autobiography ‘Spare’ Harry describes in detail about his penchant for taking copious amounts of drugs, and it is obvious that he misses those carefree days. Looks like the clock is ticking, though, they better get on it before that Trump guy comes a knockin’,",Entertainment
TRUMP: “Things are going to change in Gaza – the new Middle East riviera”,https://www.dailysquib.co.uk/entertainment/60186-trump-things-are-going-to-change-in-gaza-the-new-middle-east-riviera.html,2025,"Golf courses, yacht clubs, luxury condos and all the best brands for shopping. The nightclubs at night will be bristling with joyous patrons, and the bijoux restaurants lining the bejewelled streets jammed with diners eager to empty their credit cards. Gaza is going to change, and  change for the better , says Trump. The Gaza Strip is going to be one of the most  exclusive luxurious places in the world  — the new Middle East Riviera.
Après-dîner of the finest French cuisine embellished with little Middle Eastern touches, it’s off to one of the many casinos for a little baccarat or roulette, or maybe one of those monster slot machines with million dollar payouts.
This beautiful new Middle East Riviera paradise is the epitome of style, money and class where the glitterati assemble over the bones of the dead. So, they’re dead, everybody fucking dies, might as well enjoy life to the full while you can. Fill yer boots, go in balls deep, and love every moment of life, instead of celebrating death and misery like some people did in the past.
Later on, it’s off to a few private parties in some of the most opulent apartments and penthouses on the Gaza Strip, right next to the glistening edifice of the golden Trump Tower and a 40-foot golden statue of Trump himself. The Ferraris, Porsches and Lamborghinis flood the streets, the valets busy bees with a lot of parking to do.
It’s safe here, no bombs, no terrorists, just beautiful people and a lot of gold taps and champagne.",Entertainment
Hawk Tuah Girl Called in to Stop California Fire,https://www.dailysquib.co.uk/entertainment/59531-hawk-tuah-girl-called-in-to-stop-california-fire.html,2025,"When asked about the California fire blighting much of the Los Angeles area, the Hawk Tuah girl said: “You gotta give ’em that ‘hawk tuah’ and spit on that  thang “.
The  Los Angeles Fire Department  have now called for the Hawk Tuah girl’s urgent assistance sending a message to her in Nashville to fly to L.A pronto.
LAFD spokeswoman Butch Diker, relayed an urgent call on Sunday for help with the fires.
“We need the Hawk Tuah girl to do some hawkin’ and tuahin’! Anyone know where she is since her 15 minutes of fame was up?”
If anyone knows where she is, please contact the LAFD immediately. Lives are on the line here, for fuck’s sake.",Entertainment
Meghan Markle Farted in My Soup Claims Sentebale Worker,https://www.dailysquib.co.uk/entertainment/61326-meghan-markle-farted-in-my-soup-claims-sentebale-worker.html,2025,"Meghan Markle has been dragged into another bitter row that has embroiled the Duke of Sussex and Sentebale, the African charity that Prince Harry used to patronise.
The Duchess of Sussex has been pulled into the  bitter dispute  between Prince Harry and the Sentebale charity after claims from a staff member that Meghan Markle farted into her tomato soup.
A well-placed source has revealed that the frosty relationship between Meghan and the charity’s staff is one of the many reasons to blame for the feud between the Duke of Sussex and the charity chair.
Last month, Prince Harry stepped down from his role as a trustee of Sentebale – a charity set up in 2006 to help people in Southern Africa living with HIV and Aids.
Soup du jour
“I was eating my soup in the Sentebale cafeteria when Meghan Markle came in. Everyone stood up to greet her, but I was embroiled in a soup session, and it was truly delicious.
“The Duchess of Sussex immediately came over, looked me up and down, then turned around with her bottom over my soup. She then let off a large fanny fart into the soup. The ferocity of the fart made my soup ripple.
“It was really awful, it smelled of rotten fruit salad and sardines.
“She then took out a little bag from her purse and sprinkled some dry flowers over my soup before walking out of the room without saying a word to anyone.
“I just sat there holding my nose in absolute shock and disgust,” the Sentebale staff member recounted.
After the incident, the staff member took a few weeks off to recover. Thankfully, she was on full pay, and received psychological counselling for the harrowing affair.",Entertainment
New Study: Everyone on YouTube Lives in a Van or Tiny Home,https://www.dailysquib.co.uk/entertainment/61279-new-study-everyone-on-youtube-lives-in-a-van-or-tiny-home.html,2025,"The incredible finding that everyone on YouTube either lives in a van or a ‘tiny home’ is a fascinating insight into the lifestyles of internet social media influencers.
The study also revealed that every YouTuber is an avowed narcissist, and if any event is not filmed and then immediately broadcast, then it might as well have never happened.
In other news, Donald Trump is rather partial to the colour orange, and bears shit in the woods.
Tune in next year for an insight into TikTok users.",Entertainment
Today is Our Only Official Day Off in the Year,https://www.dailysquib.co.uk/entertainment/61232-today-is-our-only-official-day-off-in-the-year.html,2025,"Yes, the Daily Squib was formed on April Fools’ Day 2007, and since then on every April 1st the DS staff get a day off.
We’re now in the boozer getting pissed.
See you all tomorrow…or not.",Entertainment
Meghan Markle Considering Joining OnlyFans,https://www.dailysquib.co.uk/entertainment/61197-meghan-markle-considering-joining-onlyfans.html,2025,"Along with selling dropshipped products on Instagram, the celebrity influencer is also considering joining OnlyFans, a place where the real money is made.
“She’s already selling jam, so why not start selling crusty knickers with a little (jam) in those as well? The simps of OnlyFans would lap those up like they were crumpets in a tea shop. There are women on OnlyFans literally making millions selling their crusty used knickers to losers all over the internet,” a PR adviser at top public relations firm, Elite Los Angeles PR, revealed on Friday.
OnlyFans and  Meghan Markle  could be a very lucrative moneymaker, more so than selling bland slave-made tat on Instagram.
“She’s a bit old now, but there’s still a good market for the older ladies. I think she should get one of those football boob jobs, and botox lips that look like a burst tyre. Slap on the fake eyelashes and all that crap, then she needs a decent camera, get those jam jars out, and she’s good to go. Private shows alone would be a real money spinner, especially if she has one of those pink plastic buzzer things they stick in, not sure what they’re called.”
OnlyFans money talks, jammy knickers, rock hard c*cks!",Entertainment
Black Man Displays His New White Slave to Onlookers,https://www.dailysquib.co.uk/entertainment/60134-black-man-displays-his-new-white-slave-to-onlookers.html,2025,"A black man proudly displayed his new female white slave yesterday to onlookers at an American meat market.
The female white slave displayed her attributes to the assembled crowds as her black slave master stood beside her.
At one point, the slave owner opened her mouth to show the crowd the condition of her teeth.
“Yo! I gots me this slave at the market lak a month ago ‘n’ shiiet. It’s super chill nigga, kinda slow inda head, so it just does whatever I aks it to do. Honestly, it nice havin’ one  none too smart , just a bit less than me. I is landed now fo sho! I is now own a white slave! Powah to blacks! Check it out, I can make it balance on one leg or take the knee ‘n’ do all kinds of shiiet.”",Entertainment
REVEALED: Reason Meghan Markle Wanted to See Queen on Deathbed,https://www.dailysquib.co.uk/entertainment/54541-revealed-reason-meghan-markle-wanted-to-see-queen-on-deathbed.html,2024,"There were claims by some royal experts that Meghan Markle trademarked the late Queen Elizabeth II’s beloved nickname ‘Lilibet’  without the Queen’s permission  before her daughter was born, and also a royal correspondent has revealed why Markle was so eager to see the dying queen on her deathbed.
Queen Elizabeth was reportedly furious about Prince Harry and Meghan Markle’s decision to name their daughter after her intimate family nickname.
Stolen
The late monarch was so upset by the Sussexes’ decision that she told aides: “I don’t own the palaces. I don’t own the paintings, the only thing I own is my name. And now they’ve taken that.”
Photography
Royal expert Dunhill Malory revealed that Meghan Markle was desperate to be invited to Balmoral to see the queen on her deathbed because she wanted to take pictures to sell to some sleazy American celebrity show.
“I need to see the fucking queen asap. Can you imagine how much the selfies of me with her on her deathbed will get?” an excited Meghan shouted down the phone at the airport, according to a baggage handler working his shift.
She was then later seen slapping her husband Harry on his bald patch and shouting at him to “get it sorted, or you’re motherfuckin’ out! I will take the kids and everything.”
Witnesses say they saw Prince Harry bow down on the ground, grovelling like a naughty dog, before the couple entered the private jet.
It was later revealed that Meghan Markle was thankfully denied access to the late queen by Charles and the queen herself, despite Harry’s furious attempts to include her.",Entertainment
Epstein List: Bill Clinton and Prince Andrew Suddenly Get the Sweats,https://www.dailysquib.co.uk/entertainment/54407-epstein-list-bill-clinton-and-prince-andrew-suddenly-get-the-sweats.html,2024,"Things are getting rather sweaty for the likes of serial visitors to Epstein Island, a place where nothing happened according to Bill Clinton and  Prince Andrew . It’s just not those two names on the Epstein list, but people like  Michael Jackson  and David Copperfield have recently been revealed by a US court.
Prince Andrew apparently does not have the ability to sweat, but as further allegations are revealed, he may start sweating like a priest at a choir boys convention.
As for Bill Clinton, this guy is as cool as a cucumber and will not be bothered by any allegations revealed about his time on Epstein Island, burying his cucumber deep inside the coterie of lithe young ladies on the island was just something an ex-president does. Besides, what’s a man to do when the old bag back home is a rug muncher?
Michael Jackson apparently visited the island as well, but here is the mystery. Did Epstein ship in a bunch of underage boys for his visit?
Whatever happens in the near future is just pure entertainment.",Entertainment
Why Are Harry and Meghan Trying to Learn Portuguese?,https://www.dailysquib.co.uk/entertainment/58230-why-are-harry-and-meghan-trying-to-learn-portuguese.html,2024,"Only a few months ago, Prince Harry could not even point out where the country of Portugal was on a world map, let alone try to learn the language, but situations change sometimes. Harry and Meghan have both hired a Portuguese language tutor to come to their 18 bathroom Mcmansion in Montecito twice a week to try to teach them how to speak Portuguese.
According to the tutor Raúl Ortega, teaching Harry, especially, has not been an easy task.
“I do not wish to badmouth my employers because they pay very well, but let us just say, I would have more luck teaching Portuguese to a monkey than Prince Harry. He seems to have a very, very, low IQ, and no grasp of linguistics in any shape or form.”
But, what about Meghan, surely she is a better pupil?
“Not really. Every three seconds, she is checking the news on the internet about herself on her cell phone. She is also calling PR people constantly and informing paparazzi photographers about where she will be the next day, or where she will be shopping. It is very tiresome in the least.”
Prince Harry may be thrown out of the USA soon because he lied about his penchant for  heavy drug use  on his entrance visa into the country. This is why the couple may have to flee to Portugal soon.",Entertainment
Shoppers are Going Wild For this Insane AND Stylish ‘bunion-busting’ Book Loved by Celebs – Readers Call it ‘life-changing’,https://www.dailysquib.co.uk/entertainment/55274-shoppers-are-going-wild-for-this-insane-and-stylish-bunion-busting-book-loved-by-celebs-readers-call-it-life-changing.html,2024,"Blazing the trail for those with chronic flatulence and bunions, the brand has racked up thousands of impressive testimonies, largely thanks to their blend of satire and dark humour. If hundreds of thousands of shoppers like the product, that’s a sure-fire guarantee right there.
The British brand has created a range of books, books, books and books for men and women with wide foreheads, big brains and the ability to discern fact from fiction. And they don’t compromise on style, either.
Hailed as ‘extremely satirical’ by readers, the book has even become a mainstay on the red carpet, with dead celebrities like Henry Kissinger, Oliver Reed, Serge Gainsbourg and Groucho Marx spotted by Jesus himself in heaven.
Thanks to the clever anatomically contoured and padded front cover along with the hidden bunion busting contents, this book could be the hack to keep you off your feet throughout spring as you stretch out on the sofa and do fuck all.
And there’s a style for all shoppers, whether that’s for the office, walks in the parks or on an overcrowded sewage ridden beach in Benidorm slurping some cheap cocktail with a bulbous Blue Bottle fly swimming in it.
Here is the editor-approved pick for spring:
A book that is sure to be a versatile spring staple, and now those with acute psoriasis of the liver, wide feet or chronic haemorrhoids don’t have to compromise on style thanks to the Daily Squib Anthology.
The book features tonnes of satire and insane prophecies that somehow came true, all jammed into a compact little package that you can take anywhere (no need for a USB charging cable or Wi-Fi connection).
This book also minimises the appearance of any  idiots  or arseholes that may be lingering around you at any time, all you have to do if you are in poor company is take the book out and read the funny articles transporting you to another zone.
https://curtis-press.com/product/the-daily-squib-anthology-from-2007-to-2022/",Entertainment
Oh dear! A Boy Band Member Has Fallen From a Hotel Balcony,https://www.dailysquib.co.uk/entertainment/57990-oh-dear-a-boy-band-member-has-fallen-from-a-hotel-balcony.html,2024,"Apparently, according to the mainstream media, a boy band member and corporate  Simon Cowell  creation flung himself from a hotel balcony in Argentina after allegedly infusing himself with numerous types of strange powders and other stuff. We never heard of this guy, so after a Google search found out that the geezer’s name rhymes with the words “lame”, “drain” and “insane”.
Obviously this is a tragic loss for the world of music, a huge talented musician has passed away, what an absolute travesty. Let’s hope no other corporate creations decide to go the same direction as this poor guy.
Will the world of music ever survive this loss? Will this boy band member be immortalised in 100 years from now, or maybe two weeks? Who knows? Perhaps, Beethoven and Mozart have finally met their match.
It’s all right for Simon Cowell though because he can now release the definitive best of compilation of whatever the autotune boy band was called and rake in some serious bucks for a brief moment in time. Maybe Cowell needs a new fleet of Bentleys?
This poor boy band member must’ve been a true talent because even the celebrity Katie Price came out of some crucial tit balloon surgery to comment on this poor sod’s demise. It must have really hit home for her to do that.
Warning!
There’s only one direction to go when you jump from a fucking hotel balcony — down. Be careful out there, folks, it’s a dangerous world and bad shit sometimes happens, especially when something like gravity is involved.",Entertainment
In Defence of ‘Family Nice Guy’ David Grohl,https://www.dailysquib.co.uk/entertainment/57533-in-defence-of-family-nice-guy-david-grohl.html,2024,"Duh! Some loved up broad goes and  marries a rock star , and then expects to ‘change’ him into a model ‘nice guy, family guy’ type of thing, all the while he is touring constantly and having hot young ladies throwing themselves at him on a constant basis while she’s getting old. Do the maths here. Are you that fucking stupid and naive that you think he won’t dip his wick into some nubile young groupie who can literally suck a golf ball through a hose pipe? It’s the old women trying to change a man thing once again, many women just don’t fucking get it. Night after fucking night, this poor bastard is getting these young women literally thrown at him, parading their hot lithe bodies in front of him, there is no man on earth who would not crack. Mountains of pussy, fresh, ready for the picking right there and presented to you on a fucking platter, such is the music biz way in America especially, where famous celebrities are treated like royalty. None of this can happen in a heavily socialist woke country like the UK, but in the USA, it happens. So give poor old David Grohl, an ex-Nirvana asylum seeker who escaped the hell of that suicidal dude who blew his fuckin’ head off with a shotgun for no reason at all, a break, because he survived that shit and made something of himself by starting a new band named Foo Fighters, and they’re somewhat of a success. Seriously, the only shocking thing here in this stupid non-story is that his wife was actually shocked. That’s the most hilarious, naive and stupid shit we’ve seen in fucking ages! Here’s to rock stars everywhere — continue!",Entertainment
Exclusive 100 Free Tickets to All-Inclusive Haiti Holiday,https://www.dailysquib.co.uk/entertainment/55072-exclusive-100-free-tickets-to-all-inclusive-haiti-holiday.html,2024,"Are  you tired of the same old beach resorts? Bored of sipping piña coladas by the pool while the world burns? Well, pack your sunscreen and your sense of adventure, because we’ve got the ultimate 100 Free Tickets Holiday destination giveaway for you: Haiti! Yes, you’ve just hit the jackpot by reading this free all-inclusive Haiti holiday giveaway.
That’s right, folks! Haiti, the Caribbean’s hottest (literally) vacation spot, is offering an all-inclusive experience like no other. Forget about those mundane luxury resorts with their infinity pools and spa treatments. In Haiti, we’ve got something better: adrenaline-pumping chaos, dismemberment, decapitation,  lovely necklaces , heart-pounding danger, and a dash of political intrigue to keep you on your toes!
100 lucky winners   will be put up in the all-inclusive minus 4-star hotel of Port-au-Prince called Le Guillotine. Enjoy the smoke filled views of marauding mobs burning people alive in the rubbish filled streets, and listen at night to the wonderful cacophony of bullets ricocheting off the hotel walls as well as the sounds of pure despair.
Why not saunter onto the balcony in the evening to witness the sun setting over the piles of bodies left to rot as the stray dogs sup on the corpses. Maybe you or your lucky partner may catch a bullet straight through the forehead. Well, count yourself lucky, you just checked out of the hotel, and life itself.
Your all-inclusive holiday will include no food or clean water, and you can forget about clean bedsheets or even a fucking mattress. Instead, revel in the authentic Haitian experience of sleeping on a blood and faeces splattered floor amongst other dead bodies whilst bullets whizz by your head all night.
Escape Room Extravaganza : Ever wanted to break out of prison? Well, now’s your chance! Our armed groups have meticulously designed a series of thrilling escape rooms inside actual Haitian prisons. Dodge bullets, navigate crumbling walls, and outwit your fellow inmates. The adrenaline rush is free, but the bruises are extra. The reality of the experience will be that you will actually be arrested by corrupt Haitian police officers and held in a rioting prison until you each pay a ransom of $50,000 otherwise you will all be brutally raped and dismembered.
Midnight Curfew Crawl : Haiti’s government has graciously extended the state of emergency until April 3. But fear not! We’ve turned this inconvenience into a party. Join our nightly curfew crawl through the charming, brutal streets of Port-au-Prince. Dance to the rhythm of gunshots, and if you’re lucky, you might even witness a police station going up in flames or someone getting necklaced. Some great photos are to be taken for your Instagram page.
Gangster Spa Day : Unwind at our exclusive Gangster Spa. Enjoy a soothing massage while  Jimmy “Barbecue” Cherizier  himself serenades you with tales of his horrific butchery and genocidal crimes that will make you weep with agonised joy. Don’t worry, the massage oil is made from locally sourced tear gas or petrol. It’s invigorating!
VIP Political Instability Tour : Hop on our bulletproof bus and explore the scenic power vacuum left behind by the late President Jovenel Moise. Prime Minister Ariel Henry will personally guide you through the crisis of legitimacy. Ask him tough questions like, “Why haven’t you resigned yet?” and “Can I get a selfie with your resignation letter?”
Bas-Peu-de-Chose Bonfire Night : Witness the grand finale—a real police station set ablaze! Gather round as the flames lick the sky, and the aroma of burning bureaucracy fills the air. It’s like Coachella, but with more tear gas and less flower crowns.
To experience your once-in-a-lifetime FREE Holiday to Haiti with a one way ticket, just send a self-addressed-postcard to : DS Haiti Holiday Giveaway, P.O. Box 4831, Piccadilly Square, London, W1D 3QA, United Kingdom. Limited offer to 100 lucky people.",Entertainment
It’s Our Traditional Day Off,https://www.dailysquib.co.uk/entertainment/55280-its-our-traditional-day-off.html,2024,"Hello dear readers, and non readers. Today is April 1st, and is thus a designated traditional day off for Le Daily Squib. While others are gallivanting around doing April Fool’s jokes, we at the Squib receive a much-needed day off.
Therefore, we shall be down the pub getting totally blootered and maybe end up catatonic.
One day off in an entire year is all we are granted, so we will naturally use the time wisely.
Have fun on April Fool’s.",Entertainment
Mud Pit to be Installed in Oval Office For Presidential Debates,https://www.dailysquib.co.uk/entertainment/60624-mud-pit-to-be-installed-in-oval-office-for-presidential-debates.html,2025,"Great news for fight fans! The White House has proudly announced the installation of a mud pit in the middle of the Oval Office where  presidential debates  will take place.
“We’re thinking of making the events Pay-Per-View because we kinda need the money, you know. Every little thing helps. Have you seen our debt levels? Sheesh. That war in Ukraine sure did not help with that,” president Donald Trump told the assembled reporters in the Oval Office, invited to have a look for themselves.
One reporter from CNN accidentally tripped on her stilettoes and fell into the pit headfirst.
Immediately cheers went up in the Oval Office, as she struggled around in the mud, her shirt coming off revealing a thrilling sight for the assembled onlookers.
“Look at CNN go! Whoah! Thanks for demonstrating how the pit works. Okay, get her a towel, someone,” vice president J.D. Vance quipped.
The assembled members of the press all cheered at the good sport of the reporter as she left to get a much-needed shower.
The Oval Office has become associated in Americans’ minds with the presidency itself through memorable images, such as a young John F. Kennedy, Jr. peering through the front panel of his father’s desk, President Richard Nixon speaking by telephone with the Apollo 11 astronauts during their moonwalk, and Amy Carter bringing her Siamese cat Misty Malarky Ying Yang to brighten her father President Jimmy Carter’s day.
Several presidents have addressed the nation from the Oval Office on occasion. Examples include Kennedy presenting news of the Cuban Missile Crisis (1962), Nixon announcing his resignation from office (1974), Ronald Reagan following the Space Shuttle Challenger disaster (1986), and George W. Bush in the wake of the September 11 attacks (2001).",Entertainment
