Headline,URL,Year,Content
Britons Starting to Get Gills Say Biologists,https://www.dailysquib.co.uk/health/3720-britons-starting-to-get-gills-say-biologists.html,2013,"“We’re seeing more people developing gills on the side of their necks and webbed feet,” Henry Fistleplath, a biologist who has been studying the British population’s adaptation to the wet climate, revealed to the BBC yesterday
Thousands of Britons are now sprouting gills and are more at home in a wet puddle than inside their hovels getting bladdered on cheap supermarket booze.
“I used to get my dole money on the Tuesday, then straight down Aldi for some cartons of cheap wine but now I go to the High Street and sit in one of those massive puddles and swish around there. I can’t control meself (sic),” Ian McCorrie, 27, an unemployed man from Grimsby who has amazingly sprouted some gills and webbed feet, revealed to Newsnight.
The gills allow the former humans to breathe under water but because they still have noses they can still breathe above water as well.
“If you want to swim to the shops it’s OK, then once you’re done you get out of the water and flush your gills out and you can be above dry land then,” another  gilled  Briton, Mary Ruskens, 43, told the Sun newspaper.
It has been raining constantly in the British Isles since September 2012 and there does not appear to be any sign of the rain stopping the Met office has said."
EU Referendum Video: Which NHS Will You Vote For?,https://www.dailysquib.co.uk/health/18972-eu-referendum-video-which-nhs-will-you-vote-for.html,2016,"Vote Leave has released its first referendum broadcast which focuses on the risks to the NHS of voting to stay in the EU. It shows a mother and daughter going to Accident and Emergency after the mother is taken ill.
It then shows two different realities: one if we stay in the EU and another if we Vote Leave. It shows how if we stay in the EU, the NHS will continue to be starved of cash and pressures from unlimited EU immigration will mean people will have to wait longer to be treated.
Outside the EU – after we Vote Leave and take back control – we will be able to spend billions more each year on the NHS and take back control of our borders. This will ease pressures on the NHS and will help people to get treated more quickly.
Vote Leave Chair Gisela Stuart said:
‘The NHS is struggling to cope with rising demand. The Government has simply not given it the funding that it needs.
‘Instead of handing over £350 million a week to Brussels we should spend our money on our priorities like the NHS.
‘If we Vote Leave we will be able to stop our money being spent on EU bureaucrats and instead invest in the NHS so that patients can get the best possible care.’"
Gender Fluids Afraid of Plug Holes and Drains,https://www.dailysquib.co.uk/health/19281-gender-fluids-afraid-of-plug-holes-and-drains.html,2016,"Dr. Erasmus Kotero, has found a new phenomena across the Gender Fluid community of  young people across the state.
“They’re afraid of plug holes and drains. A lot of them cannot bathe because they feel they may be sucked down into the drainage system when their Gender Fluids activate. We had one patient who identifies as a male on Tuesdays but on Wednesday likes to identify as non cis gender stat acronymus portens. The fear of being sucked down drains increases as they activate their Super Gender Status after reading more literature made up from psychiatrists. Plug holes have to be covered up and disguised, such is the fear level. Patient Z, a student at UCLA had to be rescued from a shower room last week when they started to block the drains with furniture causing major blockages in the sewer system. This action alone cost the state $3.8 million to rectify. So, you can see it is a costly affair.”
Stinky
Subject X, a hysterical student at San Francisco university commented: “It goes down! The water goes down the plug hole into the drain. Eaaargh! It goes down drop by drop sucking up my gender fluids. Argh! Argh! Eaaargh! No shower. No washy! No showers or bath! Sucked down into the drain!”"
Milo Yianapapapadopulos Prolapse Shame Live On Talkshow,https://www.dailysquib.co.uk/health/20745-milo-yanapapapadopulos-prolapse-shame-live-talkshow.html,2016,"WARNING: Some of the medical descriptions could be upsetting to some readers.
Milo Yianapopoolus has come under increasing scrutiny from the medical profession after having a prolonged anal prolapse during another one of his narcissistic talk shows where he talked about himself at great length amongst goggle-eyed Americans.
Celebrated by dumb Americans
The celebrated ‘right-winger’ styles himself on conservative values yet exhibits completely non-conservative practices in real life.
Speaking after the show, the doctor who attended the Greek lover was overcome by what he had sadly witnessed.
“In this day and age we see a lot of things in our hospitals, especially from gay men who come in with all sorts of paraphernalia stuck up them, however what I saw with this chap should be dealt with in medical journals. All I’m going to say is, it was somehow inside out. A thousand times worse than anything George Michael could have come up with, another Greek love aficionado.”
The American talk show host, Jess Jessup Jessup, was calm at first but noticed some nasty goings-on from the seat where Milo had perched his well-used posterior.
“I noticed some bubbling frothy stuff. Then the smell hit me. It smelled like an abattoir with raw sewage mixed in with the sounds of wind. Farting for these fellows is different to normal people though because their sphincters are so loose, this was the sound of wind going through shutters. Backstage Milo had mentioned just being serviced by a pack of black guys, so I assumed rightly, Milo was having a prolapse right there and then.”
Stitch up
Luckily for the talkative narcissistic dilettante, he was rushed off to hospital with a plastic bag under his bottom. The stitch up operation should take months.
It’s only a matter of time before the poor chap may have to have the whole damn lot removed completely."
Hook Up Sites Tinder and Grindr Good For Population Control,https://www.dailysquib.co.uk/health/21136-hook-sites-tinder-grindr-good-population-control.html,2016,"Because syphilis can stay mainly undetected if untreated it can remain latent in the body for years. In the late stages of syphilis, the disease damages the internal organs, including the brain, nerves, eyes, heart, blood vessels, liver, bones and joints leading to early death.
Antibiotics are increasingly becoming redundant due to overuse and the  WHO  has warned of a coming cataclysmic disaster where many ailments are untreatable due to resistance.
“These people are spreading STIs around like candy and soon their diseases will not be treatable. It works both ways, deaths from syphilis and gonorrhoea will eventually cull these populations thinning the herd,” a clinical insider revealed.
What about HIV? Unfortunately it has not had the effect in population reduction that was needed. Although it is still prevalent amongst the gay population, it needs to make more in roads into the heterosexual population to become effective in reducing the population numbers.
Since the discovery of HIV/AIDS it has only killed 36 million, considering the global population is 7.5 billion and growing, it’s a drop in the ocean.
We must therefore encourage more sites like Tinder and Grindr, the more the better. These sites peddle death to the stupid, and less stupid people on earth can only be a very good thing.
App developers need to make in roads in creating more hookup apps tailored not only for the developed world but for the third world, especially nations like China and India as well as the African continent, where population growth is beyond unsustainable.
Once STDs like syphilis explode in these regions, which are wholly untreatable, they will continue to spread like wildfire.
The creators of Tinder and Grindr should be commended for their great works, you have fired the starting gun in the race to reduce the global population before it is too late. Promiscuous risky sexual encounters should be encouraged at all junctures to spread STIs.
Finite resources are being permanently depleted daily, and it is only a matter of time before the Malthusian nightmare is upon us. Estimated projections for global population growth are 11.2 billion by 2023 according to the UN.
This cannot be allowed to happen, so please go on Tinder and Grindr now, and do your bit. You can catch chlamydia, genital warts, HIV, syphilis and gonorrhoea, maybe all at the same time."
UK Cows Go On Strike After Beef Burger Scandal,https://www.dailysquib.co.uk/health/3739-uk-cows-go-on-strike-after-beef-burger-scandal.html,2013,"“We’ve been led to believe we were providing pure solid beef for human beef burgers for years but now they’re saying that horses have been doing it too. Frankly we’re disgusted at the news and refuse to give any more meat until we’re given our rightful place at the dinner table again,” Daisy, a British White cow told the Cow Times.
The widespread use of horse meat in cows was only published yesterday after scientists tested the DNA of numerous high street supermarket beef burgers.
The cows have said they will picket slaughter houses until horse meat is removed from beef burgers.
“It’s just not right  innit . If you’ve got a beef burger, you want cow in there, not a f*cking horsey,” Brenda, another striking cow said."
There’s Some Bad News About the Tesco Value Beer As Well..,https://www.dailysquib.co.uk/health/3822-theres-some-bad-news-about-the-tesco-value-beer-as-well.html,2013,"Your  mince  may have been 100% condemned donkey meat from Romania but come on chaps lay off the beer.
It seems that bad news travels in multiples of ten these days, as Tesco’s Value Lager has now been analysed to have 89% horse urine.
“Well, it tasted like horse piss so it goes without saying that it was what it f * cking tasted like,” Harry Hattersly, 23, from Bognor Regis told the Daily Mail.
The Tesco Value range lager costs 23 pence a can and has been a big hit across the country.
After an independent laboratory recently tested the beer, it was discovered to contain 89% horse and 11% donkey urine.
“That Tesco value beer’s like rocket fuel and it has a lovely frothy head. I was drinking it at a friend’s barbecue last summer, you know with those 100% beef burgers and all. Good times, innit,” Gavin Munter, 23, from Walsall told the BBC news.
As for the chicken, well best not to ask what that actually is either.."
Internal Organ Removal Diet Could Be Next Big Thing,https://www.dailysquib.co.uk/health/3930-internal-organ-removal-diet-could-be-next-big-thing.html,2013,"“Essentially we remove unnecessary organs from your body so that you will be thinner and lighter however much you eat. For example, take out a lung, maybe a kidney, half your liver and the majority of your intestines and you are guaranteed to lose weight and be lighter. In some patients we have seen drastic weight loss although they did not live long enough for us to conduct more tests on the efficacy of the weight loss system,” the doctor told the American Medical Journal.
The new diet was leaped on by overweight stars like Roseanne Barr, Oprah Winfrey and Rosie O’donnell who have sung its praises.
“I was taken to a medical facility in Beverly Hills where they removed my gallbladder, one kidney, one lung, and had my pancreas taken out. I went in in the morning and was out by 2pm it was incredible, they even showed me what they took out in a bucket on the floor of the operating table. Dang, I couldn’t believe all that stuff was in me no wonder I was so heavy, I’m sure glad it’s all out,” the now svelte talk show host Rosie O’donnell told CBS’s Morning Show.
The fashion industry has been using the doctor’s organ removal services secretly for years with models fed up of snorting cocaine all day long.
Even former glamour model Katie Price has asked Dr Lisswowski’s assistance to remove her brain but after extensive cranial scanning he could not locate it. She has since opted for her humungous basketball silicon breast implants to be reduced slightly.
Michelle Obama is also pushing her husband to include the Organ Removal Diet to be covered by Obamacare.
Tanya Turlington, a woman’s diet activist has spoken out against the organ removal diet and suggested a reliable diet resource that could instead help with losing excess weight without surgery.
“People need all of their internal organs, so please folks don’t get them taken out just so you can look like a size zero,” she told Woman’s Weekly magazine.
Next week an expose on the Beverly Hills Skeleton Removal Diet"
Concentration Camp Diet Latest Hollywood Celebrity Weight Loss Craze,https://www.dailysquib.co.uk/health/3977-concentration-camp-diet-latest-hollywood-celebrity-weight-loss-craze.html,2013,"Doctor Arnold Weiss pioneered the diet which claims to be able to shift the fat like no other diet in the world.
“Once you pay for the Concentration Camp Diet, you can kiss the flab goodbye forever. You won’t just lose weight you’ll never see it ever again, that is if you survive.”
The controversial diet starts as soon as the client enters the doctor’s office in Beverly Hills and pays $17,800.
“As soon as you pay, we own you. There is no get out clause once you sign the contract. The clients are rounded up at gunpoint by the diet guards, put in a crowded cattle truck and transported to our secret camp somewhere in the Mojave desert. There is no food or water for the eight hour journey and when they arrive they are pushed out onto the platform in front of the barking Alsations. The clients are then directed to either go left or to the right depending on their weight. The Concentration Camp Diet regime lasts for 10 months and is so gruelling that some clients don’t make it,” the doctor revealed.
Steven Spielberg was even consulted to design the Concentration Diet camp to replicate his masterpiece film, Schindlers List.
Paris Hilton has already signed up and so has Lindsay Lohan. Roseanne Barr signed up 11 months ago but no one has heard from her since.
One prospective client luckily escaped the ordeal by finding an alternative method of losing weight and saved herself thousands of dollars as well as possibly her life. Others, were not so lucky.
“They put us in a striped uniform and made us break rocks all day under the beating sun. Whenever I hear someone speaking German now I hide under the table. They fed us one piece of stale bread every two weeks and even pulled the fillings from my mouth while I was still awake. I thought I was at a Sea Org Scientology camp sometimes it was so brutal,” Gina Frankel, a client who lost over 18 stone (252 lbs) in weight during her sentence, revealed to Woman’s Weekly magazine.
Peaches Geldof, who goes through about five different  celeb fads  a week is now looking into the Concentration Camp Diet because she says that it sounds “so with it”."
Theresa May Wants My Organ and Yours Too,https://www.dailysquib.co.uk/health/26394-theresa-may-wants-organ.html,2017,"Ain’t that great, whether I like it or not, my internal organs or organ are up for grabs thanks to the new Theresa May directive pushed at the latest Tory conference by a spluttering, coughing old bint well past her sell by date.
“I actually felt very sad for the PM watching her speech, if that’s what you want to call it, it was a real tear jerker and she managed to soldier on to the end coughing up half a lung, when even the letters were falling off the sign behind her. Walking off stage with her P45 in her pocket, she looked like a broken woman. I believe I shed a few tears to see such a sad distraught creature wilting along. She can have my organ, she can have my kidneys, my liver, whatever, stick ’em in a bowl with some fava beans and a bottle of nice Chianti,” a Tory conference attendee said after Theresa May finished her speech.
Luckily, one can opt out of having their organs harvested out to some Nigerian NHS-tourist in for the weekend to have a lung transplant, then absconding without paying a penny to anyone.
Yes, there are people who need organs urgently, your best bet is to go to China where you can have anything ordered, and served up to you in a jiffy from one of the many convicts who are killed off daily and have their organs harvested on the spot via a  special van  that appears out of nowhere to do the dirty deed.
Maybe Theresa May could introduce such a scheme in Britain, how about parking the van outside parliament?"
Disgraced Midazolam Hancock to Move Back to Jungle Permanently,https://www.dailysquib.co.uk/health/49564-disgraced-midazolam-hancock-to-move-back-to-jungle-permanently.html,2023,"The Daily Telegraph, have exposed former health secretary Matt Hancock who rejected the Chief Medical Officer’s advice to test for Covid all residents going into English care homes during the Pandemic. The result of this negligence was carnage, where many residents died or were allegedly helped along with shitloads of Midazolam — allegedly.
Serious Professional Misconduct
This is the last drop of  Midazolam  for Hancock, who is currently in hiding, and is packing his bags to skip any enquiry and get back into the jungle.
This time, there will be no TV cameras filming the grinning fuck head while he pretends to be a nice bloke. It will just be Hancock, mosquitos and a few crocs.
“Perhaps Hancock will receive some karma for the way he snuffed out thousands of oldies from this mortal coil. Hopefully, a deadly snake buries its fangs on Hancock’s tiny cock while he’s taking a whizz,” an angry woman who lost her grandfather at the hands of Hancock said.
Well, it is settled then. Matt Hancock will be sentenced to death by Oonga Boonga."
Eating Disorder Helpline Takes Down Chatbot After It Promotes Disordered Eating,https://www.dailysquib.co.uk/world/51979-eating-disorder-helpline-takes-down-chatbot-after-it-promotes-disordered-eating.html,2023,"An eating disorder helpline has already announced that it is bringing its human staff back after firing its entire human staff and replacing them with a chatbot.
And yes, as it turns out, it’s because replacing a human-managed crisis helpline with an AI-powered chatbot showed extreme poor judgement. Who would’ve thought?
The National Fad Diet Association, the largest eating disorder-focused non-profit in the US, had decided to completely disband its heavily-trafficked crisis helpline in favour of a human-less chatbot called Big Betsy, just four days after its human workers were fired.
But that all changed when Gina Flatliner, an activist, sounded the alarm that Big Betsy was offering wildly unhelpful advice. She even suggested behaviours associated with disordered eating.
“Every single thing Big Betsy suggested were things that led to the development of my eating disorder,” Flatliner revealed in a YouTube video whilst munching on an 18″ stuffed cheese crust pizza on Monday. “This robot causes harm. Hmm, can you pass another tub of ranch please?”
In her harrowing YouTube post, Flatliner recounted that Big Betsy urged her to lose up to two pounds a week by eating pizza, nachos, trifle and a daily four buckets of spicy chicken wings washed down with a few gallons of 7-up. The bot, told the activist to “throw her weighing machine out the fricking window”, restrict certain foods like green vegetables, and avoid plain water like the goddamn plague. Big Betsy’s advice aimed to increase her caloric intake by, 5,500-15,000 calories per day. In other words, a chatbot entrusted with giving advice to people with eating disorders ended up promoting disordered eating.
Flatliner’s experience doesn’t sound like an outlier, either.
“Imagine vulnerable people who can’t control themselves reaching out to a robot for support because that’s all they have available and receiving responses that further promote pizza, burgers, burritos, hot dogs and cakes,” wrote psychologist Chips Onshoulders in an Instagram post sharing screenshots of herself stuffing two quadruple sized cheeseburgers into her mouth at the same time.
“I just ate six burgers; fifteen hot dogs, two large pepperoni pizzas, five huge buckets of chocolate chip ice cream and washed it all down with three gallons of Cola…burp… all because the bot told me to do so,” another client, Jenkem McMasters revealed crying into his tub of ranch dressing.
“We have taken Big Betsy down ever since its malfunctions. I think the last straw was calling one of our clients a “fat obese useless-eater Untermenschen who deserves to be flushed down the toilet of history” when talking about our Body Positive program."
Man Praises STI Dating App Hinder For Giving Him Genital Warts,https://www.dailysquib.co.uk/health/52838-man-praises-sti-dating-app-hinder-for-giving-him-genital-warts.html,2023,"STI Dating app Hinder, which has 75 million users, has been going from strength to strength, spreading  sexually transmitted infections to millions of users globally . One 23-year-old man has publicly praised Hinder for giving him Super Gonorrhoea and suppurating genital warts as large as walnuts.
The TikTok star even showed off his walnut sized genital warts before milking them of green puss into a bucket, explaining his gruelling daily regimen.
“Thanks to Hinder, I now carry this shit around like luggage. There’s no known cure, so I have to sit here every day for three hours milking my bulging genital wart walnuts. I also have acquired HIV and Herpes from using the dating app. I’m proud of my condition, and I still rarely use a condom,” J.R Hartley, 23, a milkman from Leeds, told his 35,000 TikTok fans.
Last year, over 45,000 Hinder app users died from their conditions, but such is the efficacy of these dating apps for population control that Bill Gates himself praised the app.
“I love these dating apps because they spread disease and viruses very fast, and most of the stuff is incurable. Most STIs are immune to antibiotics these days. It’s a great tool for population control, and we want more of these people to be as promiscuous as possible. Eventually, and hopefully many will expire, and it’s all down to their lifestyle dictated by these apps.”
Hinder’s CEO, Tuborg Urethra, praised his app for reducing the population.
“These idiots are so base that they pay me large amounts of their own money to effectively hinder and lower their life expectancy. Last year’s revenue alone nearly reached 40 billion dollars, and we hope to have another bumper year. Thank you fuckers, by the way, keep spreading that shit around, it’s a win-win situation for us.”"
5 Benefits of Yoga to Improve Your Health,https://www.dailysquib.co.uk/health/53955-5-benefits-of-yoga-to-improve-your-health.html,2023,"Yoga is a wonderful way of improving your physical health and mental well-being. The ancient yoga moves have been adapted over centuries, and it is still today a very popular activity for millions of people around the world. The benefits of yoga for the mind, body and soul are everlasting. Improve your health today — do some yoga."
Elevate Your Snacking Experience: Advantages of Organic Almonds,https://www.dailysquib.co.uk/health/54563-elevate-your-snacking-experience-advantages-of-organic-almonds.html,2024,"A lmonds stand out as one of the most nutritionally rich nuts, frequently hailed as a superfood by numerous dietitians. However, what distinguishes organic pasteurised almonds as a superfood? How might their incorporation into your diet contribute to enhancing your overall health?
Almonds boast an impressive protein content, delivering approximately 21 grams per 100-gram serving—equivalent to 42% of the daily recommended intake. Meeting your body’s protein needs, which amounts to around 0.36 grams per pound of body weight, becomes effortlessly achievable through almond consumption. Whether you’re aiming to replenish post-workout or enhance protein intake, incorporating almonds into your diet is a nutritious and convenient choice.
Elevate your skin and eye health with the abundant Vitamin E found in almonds. A 100-gram serving provides approximately 63 mg of Vitamin E, surpassing 171% of the recommended daily intake. Harness the antioxidant properties of Vitamin E by incorporating almonds into your daily nutrition, offering natural nourishment over supplement reliance. Studies show that consistently incorporating this antioxidant into your diet is an effective  immune system supplement , among many others.
Harness the power of almonds to support a robust cardiovascular system. Rich in heart-friendly monounsaturated fats and antioxidants,  organic almonds  especially contribute to reducing the risk of heart disease. By effectively lowering LDL levels (commonly known as bad cholesterol), almonds play a key role in promoting heart health. Research indicates that diets incorporating 20% of caloric intake from almonds can lead to a remarkable 12.4mg/dL reduction in LDL levels.
Elevate your cognitive well-being with almonds, recognised for their exceptional brain-boosting properties. Additionally, if weight management is a goal, almonds prove to be a satisfying and low-calorie option, thanks to their high fibre content. By curbing overeating and offering essential nutrients, organic pasteurised almonds support both your brain and overall health.
Elevate your digestive well-being with the remarkable fibre content in almonds, promoting a smoothly functioning gut. With approximately 12 grams of fibre per 100-gram serving, almonds contribute to regular bowel movements and overall gut health. To maximise the prebiotic benefits, ensure consumption of almond skins. Healthy eating goes a long way for such a small food item.
Opting for organic, pasteurised almonds becomes a key strategy to safeguard yourself from harmful chemicals, pesticides, and synthetic preservatives. Almonds, lacking an outer shell, are vulnerable to pesticide absorption, particularly due to their high oil content. By choosing organic varieties, you eliminate exposure to unwanted chemicals and prioritise your well-being and the commitment to an organic choice serves as a proactive step to avoid potential health risks associated with pesticide-laden alternatives.
Investing in organic unpasteurised almonds doesn’t just offer nutritional benefits; it also extends to convenient and economical storage solutions. Unlike their pasteurised counterparts, unpasteurised almonds demand careful storage due to their fresh oils. While pasteurised almonds boast a shelf life of up to six months in an airtight container, unpasteurised almonds require quicker consumption to avoid rancidity."
Nick Clegg Turning Yellow But It’s Not Jaundice,https://www.dailysquib.co.uk/health/4004-nick-clegg-turning-yellow-but-its-not-jaundice.html,2013,"The colour of the Liberal Democrat’s logo is yellow and now it seems their leader is somehow turning a shade of yellow reminiscent of their party logo.
“I woke up one morning and I thought to myself what a lovely day for the UK to join the euro currency and stay in the EU. Then I looked in the mirror, lo and behold I had changed skin tone to Lib Dem, or as many say, the colour of fresh urine after a night out on the piss,” the deputy prime minister told his audience on LBC’s morning radio talk show call-in.
Doctors who examined the Lib Dem leader have concluded that Mr Clegg does not have jaundice and have given him a clean bill of health.
“I’m fitter than ever, however I have noticed a strange smell emanating from the pores in my skin, it kind of smells like a urinal. I’m not sure how this happened?” Mr Clegg said."
Genetically Modified Food Could Walk Into Your Mouth,https://www.dailysquib.co.uk/health/4106-genetically-modified-food-could-walk-into-your-mouth.html,2013,"“You ever seen a piece of celery walk up your arm, then gently pop into your open mouth? Well, we have GM vegetables and fruits that can sprout legs and walk to your waiting mouth saving you a whole lot of trouble. The old days of knives and forks are over folks, welcome to the future,” professor Harold Fenster, project leader on the GM Food Trotter project told New Scientist magazine.
Depending on how hungry a person is, the GM food has different levels of speed and urgency in which it will find its way to your mouth.
“You might be late for work. No problem, just tap on the table three times and the GM food hurries up. A word of caution though, you don’t want to tap too much or you could choke with GM food traffic,” another scientist on the project revealed.
The new GM food will be available in shops in 2016 after further tests are completed."
Michael Douglas: “Why Eating Out Can Be Dangerous”,https://www.dailysquib.co.uk/health/4045-michael-douglas-why-eating-out-can-be-dangerous.html,2013,"“You know I used to do it all the time. Breakfast, lunch and dinner, and maybe a midnight snack here or there. It’s dangerous though because eventually I caught something, and boom had to have surgery on my throat,” the actor told GQ magazine in his most recent interview.
Doctor Emile Schopenhauser has also corroborated Douglas’ fear of eating out at seafood restaurants.
“Sometimes it’s like chicken, sometimes it’s like seafood, plus you don’t know what it was swimming in before. Like there could be contamination from other sources, so gentlemen and some ladies, when you’re eating out your next seafood platter please ask that it has been cleaned first, or better still forego the hors d’oevres and just proceed to the main course. Please remember to be careful there too.”"
Vinnie Jones Working as Anaesthetist in Russia,https://www.dailysquib.co.uk/health/4140-vinnie-jones-working-as-anaesthetist-in-russia.html,2013,"“They bring ’em in. I look at ’em. Bosh! Done! They’re out!” Jones said about his new job as an anaesthatist.
The football hard man, who is more accustomed to squeezing Gazza’s meat and two veg, was looking for a new challenge to the usual meaningless Hollywood scripts he is given these days.
“I beat one man up, then thump  anuvver . I thought why not do that for the good of someone instead.”
The cash strapped Russian hospital said they treasure Vinnie’s work and want him to stick around.
“We can’t afford real anaesthetic, usually we give the patient some vodka. We hired Vinnie Jones for free, he thumps them so hard they’re out cold for days,” chief surgeon, Vilnius Nomskiya, told the Ural state television broadcasting service."
Man Has Heart Attack During Obamacare Website Sign Up,https://www.dailysquib.co.uk/health/4399-man-has-heart-attack-during-obamacare-website-sign-up.html,2013,"Chicago resident, Jim Beamer, 62, was trying to sign on to the Obamacare web site for the twenty eighth time when his heart went into cardiac arrest. His wife Dorreen, 59, was very upset about the whole episode.
“He kept trying and trying and trying. Then he went blue and started cussing which was totally out of character for him. Finally he just fell onto the computer screen. He never got that Obamacare.”
Widowed Mrs Beamer, being a good Democrat, says she forgives Obamacare for the untimely death of her husband."
Don’t Work So Hard It’s Counter Productive Say Experts,https://www.dailysquib.co.uk/health/4345-dont-work-so-hard-its-counter-productive-say-experts.html,2013,"It is the common belief that hard work is a necessity in life but a team of experts are now saying the contrary is true. Hard work is extremely harmful to one’s sensibilities and in the modern world people need to stop working hard and relax more.
“Doing nothing is a great achievement in itself and will fulfill your life’s purpose with enormous rewards. Please do not adhere to the constant propaganda that you must work hard. Discard it and enjoy yourself instead. Laziness in the modern age should be celebrated as the technical side of things have already been taken care of,” Graham Labotomy, a key member of the research project told the BBC.
In the report it states that man should deem leisure activities as infinitely more important than hard work and also revealed how too many people working hard in the world just cause more problems.
“Simply put, there are too many people working hard. That’s a very bad thing because they’re doing things that they do not need to do. Laziness is the true standard and governments across the world need to promote that instead of work. Laziness is a more productive force, because lazy people find ways to do things in an easier more efficient fashion.”"
Michelle Obama Uses New Superfood Cockroach Milk in Her Morning Cereal,https://www.dailysquib.co.uk/health/28729-michelle-obama-uses-new-superfood-cockroach-milk-in-her-morning-cereal.html,2018,"Former first lady, Michelle Obama today extolled the virtues of cockroach milk, a new  superfood  for the health conscious champagne socialist set.
“This is lactose free amino-acid rich goodness all in one. Protein rich and yummy. I pour the cockroach milk over my cereal in the morning and have a few drops with my coffee,” Mrs Obama told Marie Claire magazine.
In October, Michelle Obama will be featured in her own Netflix show to promote healthy eating to Americans.
Said to be the superfood for the Millennial era, many are even harvesting their own Hawaiian Pacific Beetle cockroaches at home, then milking them daily to extract the gooey milk that holds protein crystals.
Hannah Gutter, a democratic party worker from Los Angeles has even named her cockroach brood, consisting of 240 cockroaches which she houses in her tiny apartment she shares with her girlfriend.
“I love my cockroaches, I even name them, like see the one with spot on its back, that’s Spot, and the other one over there mating, that’s Harvey. I hope he got consent.”
Milking time
Extracting the milk from a cockroach can be a tedious business, and it takes Hannah four hours a day, but it’s worth every minute, in her point of view.
“You pick them up one by one, then I rub their crotch area gently slowly picking up the pace. When you hear this clicking agitated excited sound, you know they’re close to popping. That’s when they usually shoot their gooey milky load all over the place, so you have to catch it in a cup. Afterwards some of them get really sleepy, and I put them in a quiet place to sleep it off.”"
WHO – COVID-19 Fatality Rate Upgraded to 3.4% Will Rise Higher With More Data,https://www.dailysquib.co.uk/health/35813-who-covid-19-fatality-rate-upgraded-to-3-4-will-rise-higher-with-more-data.html,2020,"“This virus is not SARS, it’s not MERS, and it’s not influenza. It is a unique virus with unique characteristics,” WHO Director-General Tedros Adhanom Ghebreyesus  said  Monday from the Geneva HQ. “We are in uncharted territory.”
“Globally, about 3.4% of reported COVID-19 cases have died,” the WHO Director-General revealed. In comparison, seasonal flu generally kills far fewer than 1% of those infected, he added.
Dr. Mike Ryan, executive director of WHO’s health emergencies program, also spoke at the conference:
“Here we have a disease for which we have no vaccine, no treatment, we don’t fully understand transmission, we don’t fully understand case mortality.”
It is a positive point that the WHO has upgraded the death rate to 3.4% as more International data is processed, and not on false Chinese data used previously, however the death rate in some regions would be more akin to 8-10% if recorded properly.
The WHO seems to praise China’s response to the virus at every conference, despite the massive cover up employed by the communist regime.
The WHO needs funds immediately for front line medical staff equipment who are fighting the coronavirus. Please donate by clicking the banner below."
EU Directive Will Force Europeans to Eat Insects For Protein,https://www.dailysquib.co.uk/health/37148-eu-directive-will-force-europeans-to-eat-insects-for-protein.html,2020,"While members of the unelected EU Commission will dine daily on the finest gourmet food from traditional protein sources like beef, chicken and fish, regular citizens will have a choice of maggots and insects for their daily protein intake.
The Farm to Fork Strategy is at the heart of the  European Green Deal  aiming to make food systems fair, healthy and environmentally-friendly.
Constantin Muraru from the International Platform of Insects for Food and Feed ( IPIFF ), an EU non-profit organisation which represents the interests of the insect production sector revealed the nutritious qualities of insects.
Europeans were once acclaimed for their assortment of exquisite cuisine, but now under EU regulations, the peasantry will be forced to resort to crushed maggot paste and insect mush to eat daily. One could say it is not as bad as Soylent Green, but if humans are forced to eat insects in the future, who is to say that the next step will not be reconstituted cadavers?
“In essence, to sustain the EU politburo and our vast expense accounts, there will need to be cuts for the lesser population. You will eat insects, and we will eat filet mignon, of course, from the finest grass fed cows. You will drink maggot juice, and we will drink the finest champagne. C’est la vie, mes amis,” one member of the EU Commission quipped before leaving for their appointment at one of the most expensive restaurants in Brussels.
Bon appétit…"
Dr. Josef Vallance Mengele Experiments With ‘Herd Immunity’ On Children,https://www.dailysquib.co.uk/health/36020-dr-josef-vallance-mengele-experiments-with-herd-immunity-on-children.html,2020,"Keeping the schools open to test his theory of ‘herd immunity’ on living child subjects is certainly a gleeful pastime of Dr. Josef Vallance Mengele, he loves these experiments on his child subjects with viruses that are completely new and no one knows anything about.
The fact that the coronavirus strain is a deadly  biphasic pathogen  that  reinfects people  means that subjects cannot come up with resistance. This is of course of no concern to the Chief Medical Officer, Dr. Josef Vallance Mengele, he  directs the sheep to the slaughter  with ease, smiling with pride at his work.
Herd Immunity Herd Mentality
“It is a work of joy, the children will become infected with coronavirus, then distribute the virus so that more than 60% of the population catch it, then many millions will die. I am the Chief Medical Officer, and no one can dare to even doubt me, or question my authority. These fools follow me blindly and without question to their deaths, lemmings, sheep, call them what you want, the majority will be incinerated without thought,” Dr. Vallance Mengele said with glee.
Coronavirus: More young patients being admitted to hospital, Italian doctor warns
All that is needed is compliance to the orders, you will send your children to their deaths, and you will in turn be infected.
It is for your own good, ‘herd immunity’ but the funny thing is, there is no herd ‘immunity’ to certain death by drowning in your own lung fluid.
The sheep must follow, they have no mind, they are the herded sheeple, and they gladly walk through the slaughter house doors without a bleat of protest."
