Headline,URL,Year,Content
And It’s an ‘Eff You’ From the BBC!,https://www.dailysquib.co.uk/entertainment/54158-and-its-an-eff-you-from-the-bbc.html,2023,"The BBC, a corporation with a devout hunger for hard cash pilfered from the pockets of hard-up British taxpayers so they can pay people like Gary Lineker £4.8 million a year for a two-day work week is a profound statement to Britain’s love for masochism as a nation.
You must pay your TV Licence, or we will come to your door and bully you, and send old people nasty threatening letters which should be completely ignored and thrown in the recycle bin. The BBC needs absolutely multi-millions of pounds per annum to run re-runs and facile useless mediocre programs to the fucking masses.
What is the BBC good for these days apart from a middle finger? It is certainly quite apt that this parasitical corporation doles out utter bilge and mediocrity to the people whilst shaking them down for a tax that is devoutly hated across the land.
In honour of BBC proteges and stars  Jimmy Savile  and Rolf Harris, along with the likes of Martin Bashir, yes, it is definitely a big eff you from the fucking BBC."
The Unmentionables Harry and Meghan Banned in Royal Palace,https://www.dailysquib.co.uk/entertainment/53870-the-unmentionables-harry-and-meghan-banned-in-royal-palace.html,2023,"Mentioning the names of Harry and Meghan in front of His Majesty King Charles is now forbidden by royal palace staff, it has been revealed.
“The only time one is permitted to mention Harry and Meghan is if one steps in something nasty like a dog shit or cow pat,” the member of the royal household added.
Harry and Meghan are now known as the unmentionables and in a concerted effort not to upset His Majesty, staff are barred from even mentioning the  grifting  couple who are making millions in America by fooling idiotic royal-struck network executives.
Outside the palace walls, Harry and Meghan are equally in bad favour, even amongst the oiks.
“Last night I stubbed my toe on a bed post and instead of shouting out the usual word ‘fuck!’ I shouted out ‘Meghan fucking Markle’. I think I broke my bloody toe,” a man from Manchester, Northern England, revealed in the Sun newspaper.
It’s not just the Brits who detest the Sussexes with a vehemence, even Americans are coming round to hating the parasitic duo.
Alan Clark, 38, a carpenter from Milwaukee and an ecoactivist, explained why the two miscreants disgust him.
“Those pieces of shit fly everywhere on private jets even to tell people to be eco-conscious on one of their useless fucking preaching talks. Their yearly carbon footprint is more than a hundred thousand Americans entire lifetime usage. I hate hypocrites, and these slimy cockroaches are the epitome of waste. S’cuse me, I have to go and cut down a few trees because I need to make a wardrobe.”"
California Laws Allowing Shoplifting Rampage Free-for-all,https://www.dailysquib.co.uk/entertainment/53692-california-laws-allowing-shoplifting-rampage-free-for-all.html,2023,"“Thanks to the California laws we can now take anything we want from stores and no one gets arrested, and we never receive any repercussions” Jade Rumbone, 26, a professional shoplifter from Sacramento revealed to CNN. Shoplifting is now endemic in California, where gangs of ‘young people’ inundate and ransack stores on a regular basis.
“If I need anything, I just call my crew up and we get to work. We can make easy $4000 per day each in goods which we either re-sell or use. Cops just watch us, because it is the new California law, and no one has ever been arrested. Man, it is beautiful. Easiest money I ever made,” Rumbone added, and who can blame him?
It seems the lax California laws are created by socialists who do not value law and order or support businesses.
Entering an open business with the intent to steal less than $950 worth of property  is shoplifting under California state law (Penal Code 495.5). Shoplifting is usually treated as a minor misdemeanour  — if you are ever caught, which no one ever is. Law enforcement probably won’t bother to investigate, and if they do, prosecutors will let it go.
“Each store, we just keep to the $950 threshold each. If we have a crew of 50, and we visit three or four stores per day, it is all pure profit. This is a legitimate business, and we invite anyone who is having financial hardship due to the cost of living to come to California. It’s nearly impossible to get arrested, we are in and out in minutes,” Rumbone revealed.
In San Francisco, shoplifting is now so prolific that it is not called shoplifting anymore.
“We call it ‘free grabs’ like ‘Bud, I’m gonna do some free grabs, I need new jeans and the latest iPhone, wanna tag along wit me?’ Anything you want is there to be taken, and we can mass rampage any store in seconds,” a shoplifter from San Francisco revealed.
How it is done
“This is the best business to be in right now. Acquisition, we call it. It’s free and easy. It is a win-win situation and is literally changing the lives of people. Thank you, California laws, you are the best state in the USA. I love liberals,” another shoplifter said from his living room full of stolen goods.
Californian Senator, Julia Gibbersmei, defended Californian laws on shoplifting on Wednesday.
“This is good for the economy. You can now walk into any store and take what you want without fear of arrest or prosecution. We are invigorating the economy because these people who take the items for free then go on to sell the stolen goods, and the money they make is spent in the economy.”"
Prince Harry Finds American Peasants “…a disgusting lot!”,https://www.dailysquib.co.uk/entertainment/55936-prince-harry-finds-american-peasants-a-disgusting-lot.html,2024,"There is a distinct difference to the peasantry of the UK and that of the USA, at least in the UK the peasants know their place, however the exiled Prince Harry is finding that things are slightly different in the USA and it’s his and Meghan’s  mission  to change things. Prince Harry is thus on a mission to whip the American peasants into shape and compliance.
According to Montecito aides and PR agents, Prince Harry finds Americans to be “…a disgusting lot of fat, junk food swilling, loud mouthed, opinionated morons who wrongly think they own the entire globe”. What’s more, Americans do not bow in the prince’s presence, which has been a bone of contention since arriving in North America. This imbecilic outrage irks the prince to no end.
It is also the wish of Harry to disarm the Americans of their right to bear arms and to dismantle the US Constitution, which the prince thinks is “completely useless”. Loose cannon Harry got into trouble a few years back when he called the  First Amendment  “bonkers”.
Despite being a military man who was once a gunner on a helicopter, the prince wants to see every American put their guns down because it would make the country a “safer place”. This narrative of disarming decent hard-working Americans, naturally has not gone down well with many Americans accusing the prince of being a “pompous limey asshole”.
“Who the fuck does this limey prince guy who came from Brit land to the USA think he fucking is calling us American peasants? We don’t bow our heads to his bullshit, and we don’t give up arms for anyone. Go back to the UK, where they hate you even more than we do,” one angry American was quoted as saying.
You heard it here, folks, Prince Harry doesn’t think much of you and wants to demolish your right to bear arms and your constitution. What do you think of that?"
“Hanoi Jane” is Wrong About “Empathy” and Soviet Marxist Construct “Woke”,https://www.dailysquib.co.uk/entertainment/60553-hanoi-jane-is-wrong-about-empathy-and-soviet-marxist-construct-woke.html,2025,"Dredged up from the mothballed archives of Hollywood’s communist propaganda department, Hanoi Jane is back, and this time she is claiming that only “woke” people have empathy. This method of deliverance of woke propaganda is quite standard, as what  wokism  does is it takes something that has existed before and subverts it into its own Marxist soviet agenda. Empathy has existed as a human emotion ever since humanity existed, and did not just appear when communism or socialism were created. As for empathy, as is the case with socialists and communists, they always hijack elements for their own gain and pervert these elements and absorb them into their political agenda. Jane Fonda is a devout Marxist, Saul Alinsky acolyte who committed treason against her own country, but was spared because of her Hollywood celebrity status. She even called the poor American POWs who were mercilessly tortured by the communists as “war criminals”. Pol Pot was invariably another one of her heroes. She also allegedly passed notes given to her by POWs begging for help to the North Vietnamese, resulting in more torture. We will probably never know if these rumours were ever true or not, but that’s “empathy” for you right there.
Hanoi Jane, Tokyo Rose, Lord Haw-Haw
The wokist agenda is an authoritarian cultural Marxist construct consisting of elements of hyper-sensitive political correctness and a form of indoctrination targeting young people especially that is truly insidious. It claims to be “INCLUSIVE” yet is “EXCLUSIVE” because it is so far to the left, everything else to the right is deemed as bad and excluded/cancelled/censored. By cancelling everything to the right of the extreme left, including any form of discussion, one could even postulate that wokism is a totalitarian construct despite claiming to be inclusive and progressive. Its primary role is to destabilise,  demoralise  and weaken the West generationally from within and to infiltrate all state departments, governmental offices, education, media, advertising.
There is no empathy for the people that wokism cancels, calls riots on, or destroys entire neighbourhoods. The multiple BLM riots were a good example of this form of communist subversive activity.
Hanoi Jane is a communist agitator, she did not have any empathy for the American kids sent to fight in Vietnam. She had zero empathy for them, and as is the case in the binary world of wokism, she cancelled those people and instead embraced her communist friends and the red flag of Ho Chi Minh. Tortured American POWs were labelled as “war criminals” by a woke creature who claims to have “empathy”.
Please return to your mothballed state Hanoi Jane, where you can preach your moral superiority to the other mothballed celebrity communists, Marxists, socialists who are so high and mighty in their fucking woke wokeness in their echo chambers. Hang your motherfucking rotting corpse of a head in eternal disgraceful shame, for you will always be known as Hanoi Jane."
Fans Wonder Why Kim Kardashian Only Travels in a Stretch Limousine?,https://www.dailysquib.co.uk/entertainment/55727-fans-wonder-why-kim-kardashian-only-travels-in-a-stretch-limousine.html,2024,"Why does Kim Kardashian only travel around in a stretch limousine? These are some of the questions her avid fans always ask.
“Yeh, everywhere she goes, it’s in a stretch limo. Like, even when she goes to the Walmart store to buy stuff. We wanna know why it has to be a stretch limo?” one fan asked on Instagram.
Another Kardashian fan was also curious.
“I saw Kim Kardashian’s stretch limo take her to her local Taco Bell store, where she had an underling go and buy some food. She then drove back to her home, which was like 200 yards away or something.”
Celebrity  Los Angeles plastic surgeon Dwight Nethersmear had a rather stretchy theory about the entire mystery surrounding Kim and her stretch limousine: “Well, the answer is quite simple. Kim Kardashian likes the stretch concept. Her vagina has been visited by so many black guys that it is stretched beyond belief. I’ve actually seen that thing when she asked me to do some tightening, and I nearly lost my ECG machine inside it. I told her it’s impossible, the sheer amount of black men she has accommodated would make repair a stretch of the imagination.”"
Prince Harry Set to Star as Worzel Gummidge in Hollywood Epic,https://www.dailysquib.co.uk/entertainment/55483-prince-harry-set-to-star-as-worzel-gummidge-in-hollywood-epic.html,2024,"Netflix has commissioned a new series featuring Prince Harry who will star as a scarecrow called Worzel Gummidge, based on the 1970s original children’s series. According to network insiders, the lucrative deal has already been signed, and Harry is very excited at being chosen for the role.
At a recent Hollywood meet up, the errant prince was ecstatic about the role.
“I’m a scarecrow, see, and I have many different heads. One head is me thinking head, but I lose that one a lot, you know. I particularly like me dumbo head, it suits me fine. All that clever stuff is way above my normal head. Like, I was told by that man over theres, I woulds be paid with two bales of straw, a few twigs, and a big filthy hat with a crusty cow-pat on it for the role. How could I resist?”
Unfortunately for the prince, if Trump wins the upcoming election, Harry might have to put on his exile head, because he could be deported for lying about his  past drug use  on his visa application. Oops.
The Netflix remake of Worzel Gummidge starring Harry is set to air in August."
Netflix Subscription Levels Would Shoot Up if Meghan Markle Dumped,https://www.dailysquib.co.uk/entertainment/60271-netflix-subscription-levels-would-shoot-up-if-meghan-markle-dumped.html,2025,"Something has been dragging Netflix down like a dead weight for the past few years, yep, it’s called Meghan Markle. Everyone knows she is allegedly a greedy, narcissistic egotistical control-freak  bully , but what’s worse is that she is toxic to any company or brand. Anything she touches turns to shit, because she has the reverse Midas touch — she’s got the Minus touch.
News is in La La Land that the Difficult Duchess, a fourth rate actress, has stepped on so many toes and bullied so many people that even the Americans have had enough of her.
Netflix is reportedly facing mounting internal and public backlash over Meghan Markle’s latest woke self-indulgent, self aggrandising project,  With Love, Meghan , as concerns grow regarding the show’s performance and the controversies surrounding its lead figure.
According to insider reports, the streaming giant’s board of directors has taken significant steps to distance the company from Markle, including barring her from test screening sessions and limiting her promotional opportunities.
The controversy surrounding Markle escalated after test screenings of  With Love, Meghan  reportedly received negative feedback.
Sources indicate that Markle was present at these screenings, where she allegedly reacted negatively to unfavourable critiques, labelling test viewers as biased, racist and misogynist. This prompted Netflix CEO Greg Peters and the board to exclude her from future screenings, a decision aimed at mitigating further internal conflict.
Additionally, Markle’s plans to deliver a speech at the 2025 Academy Awards, which was expected to include a segment on the  Los Angeles wildfires  while promoting  With Love, Meghan , have been halted.
Netflix reportedly intervened by appealing to the Academy, which ultimately decided to bar her from making the speech. The decision has sparked further tension between Markle and Netflix, with the Duchess of Sussex allegedly preparing a legal response.
Beyond Netflix, major Hollywood studios—including Sony, Universal, and Warner Bros.—have reportedly shown reluctance to work with Markle on future projects.
Industry insiders suggest that her declining popularity and the controversies surrounding her public appearances have made studios hesitant to invest in her toxic involvement.
Despite the mounting resistance, some members of Netflix’s board remain supportive of Markle and are pushing for a second season of  With Love, Meghan , which has already been conceptualised as a contingency plan should the show secure a renewal.
However, a growing faction within the company is advocating for severing ties with Markle altogether, citing concerns over declining audience engagement and potential reputational damage.
The handling of Markle’s project comes as Netflix navigates a delicate balancing act between financial viability and public perception.
Analysts suggest that  With Love, Meghan  could significantly impact the company’s subscription metrics, prompting a wave of cancellations.
Meanwhile, Markle has reportedly begun reaching out to alternative platforms and production houses in search of new opportunities.
With tensions continuing to rise, the outcome of Netflix’s internal deliberations will likely determine the next phase of Markle’s entertainment career.
As the situation develops, all eyes remain on whether Netflix will stand firm in its decision-making or yield to internal and external pressures."
Harry and Meghan Offered Air Force 552 After Air Force One Snub,https://www.dailysquib.co.uk/entertainment/52407-harry-and-meghan-offered-air-force-552-after-air-force-one-snub.html,2023,"Prince Harry and Meghan Markle were snubbed by Joe Biden after the Queen’s death when they demanded they take a trip on Air Force One back to the USA from the UK.
Things have not been going well for the entitled, spoiled couple who demand to be treated like royalty despite not doing anything royal.
The egotistical Sussexes have been ostracized by the Emmys and have lost their Spotify contract in recent months. Additionally, they have encountered significant setbacks at Netflix, and were reportedly blackballed by Joe Biden.
After the Queen’s funeral, Harry and Meghan demanded a ride with Joe Biden back to the US in Air Force One – but had their request refused.
Instead of Air Force One, the couple were offered a decrepit old aeroplane with parts literally falling off the wings and fuselage.
“We offered the two grifters, Air Force 552 instead of Air Force One. There was only one parachute and it had large moth balls in it. There is no toilet on the plane, and it stinks of bird shit because the birds have been nesting in it for over 50 years,” a U.S. Air Force spokesman revealed.
Naturally, the duo refused to go on Air Force 552, instead opting for a UK taxpayer funded private jet trip costing $3.5 million back to their 16 room mansion in Montecito."
Hunter Biden Gives Tips on Multitasking Skills Whilst Driving at 172 MPH,https://www.dailysquib.co.uk/entertainment/52289-hunter-biden-gives-tips-on-multitasking-skills-whilst-driving-at-172-mph.html,2023,"Hunter Biden, the darling of the FBI, who can get away with anything thanks to the sweetheart deals brokered by his father, has given tips to the MSNBC network on his multitasking skills as he regularly drives his Porsche at 172 MPH, smoking crack and is fellated by three working girls at the same time.
Suspected cocaine found in White House’s West Wing under investigation
“I was on the way to Vegas for another orgy, and I was coordinating with over a dozen girls on my cell phone whilst swerving insanely through traffic at 170-190 mph, taking hits off my crack pipe and getting blown by three girls at the same time.
Time is money
“I want to talk about my multitasking skills, and how you too can manage many wonderful tasks at the same time.
“First thing you gotta do is light up your crack pipe. It’s the first and last thing I do in any day. Crack is great stuff, man, it can make you do superhuman things that no sober person can do. Sure, my teeth eventually rotted away, but I got new porcelain ones the next fuckin’ day.
“This won’t work with everyone but exceeding the speed limit is a privilege that I can do, and you can’t. Do you have connections like I do? Exactly. Shit, I can shoot people on a street right there, bam, dead, and get away with it. I am above the law. I don’t even have to pay frickin’ taxes for all the ill-gotten gains me and the Big Guy got, allegedly.
“Anyway, check this out folks, the cops stopped me and I puffed some crack smoke right in the officer’s eyes as he asked me how fast I was travelling. I just told him, do you know who my dad is? I could have you doing traffic citations in fuckin’ Alaska by next week. Well, he rolled his eyes and let me go. It’s great to be the son of a corrupt politician who has to answer to no one and can get away with any blatant crime they commit. In fact, it makes me get hard just at the thought of it, scuse me, I gotta take another hit. *schtoooom*
Multitasking skills
“There’s room for everyone in my Porsche, and the three ladies I had that day were on lollipop duty. Like you take one long toke of the pipe, and they take three licks of the other long pipe, you know what I’m saying? The trick is not to release too fast, you gotta let it all linger for as long as possible, the pleasure mounts, it escalates, then you take another sip of the crack pipe, and it propels the pleasure forward keeping you right on the edge of releasing your goodies all over their eager faces. Damn, if I relinquish, I gotta have a line-up of girls with their faces anticipating the reward for their dear service to the USA. You know like eager pets ready for their daily snack, kibbles and shit, and then boom, I give one hottie a taste, then move along the line, you know it’s a fuckin’ production line these gals are workin’ on. You gotta time it right, all of them gotta have their tongues outstretched too. You want eye contact as well, that actually doubles or triples the pleasure, and then ‘boom’ the force of it. I am god right there and then, I can fuckin’ do anything, I am untouchable, even the FBI, CIA, and DEA cannot touch me. I am a superstar at that moment, drink it up baby, lap it up, you’re my little doggy.
“But it’s not all highs, folks, when you put the pipe down, sure there are lows, but that’s life huh you can’t be high all the time. So, you have to manage those times when you don’t have a crack pipe in your mouth, or are dealing with some CCP affiliated company making dodgy deals by using your dad’s position in government. When I make illegal money and don’t pay tax, that in itself makes me high. The IRS will be told to stand down, because pops weaponised all these agencies for his own purposes. He uses these government agencies to harass and ruin the political opposition and to win elections. You will see how it works in 2024, just like that chump Trump is getting hammered by pops daily, while we get away with everything. It’s so beautiful, I just gotta little pre-juice drippin’ down. Open up baby, yes, lap up the head off that.
“Hope you all enjoyed my tips and tricks, folks? Remember next time you are bombing down the highway at 172 MPH smoking a shitload of crack and getting blown by three underage Russian ladies of the night, unless you are Hunter Biden, you ain’t gonna get away with it. S-o-o-r-ry…*schtooom*”"
The Daily Squib Book,https://www.dailysquib.co.uk/entertainment/52115-the-daily-squib-book.html,2023,"Why waste your time on happiness when you can read satire instead?
Who needs positivity when you can read about the failing government, global crises, and the inevitable doom of humanity? The Daily Squib Book is the perfect choice for those who want to face the truth head-on!
Wake up from your happy-go-lucky world and enter a realm of cynicism and sarcasm.
Our articles will give you plenty to talk about, from absurd news stories to the darkest satirical commentary. Say goodbye to boring small talk and hello to controversial debates!
“To truly appreciate the Daily Squib book, one must possess the ability to suspend disbelief and embrace the absurd. By cultivating this intellectual flexibility, you become supremely adaptable, effortlessly navigating the twists and turns of life’s peculiar moments. While others struggle to comprehend the nonsensical, you maintain your superior composure, savouring the joy of finding humour and meaning in even the most baffling situations,” Professor Dean Pillok, George W Bush University, Kentucky, USA.
Tired of awkward silences? Let the Daily Squib Book guide your conversations!
Reading the Daily Squib Book will elevate you to a new level of intelligence and wit. You’ll be able to spout obscure references and clever quips, leaving those around you in awed silence. Don’t just read for entertainment, read for your own superiority!
“If you’re tired of conforming to societal norms, craving a unique sense of humour, and seeking superiority over those imprisoned by wokeness, the Daily Squib book is your dark satirical salvation. From mastering the art of superior wit to proudly flaunting your quirkiness, this satirical gem promises to elevate you to a realm of comedic and individualistic superiority. So, grab your copy, suspend your disbelief, and prepare for a wild and laughter-filled ride that will leave you questioning your sanity, but in the most delightful and superior way possible,” Don Rump, potato farmer from Yorkshire, England.
https://curtis-press.com/product/the-daily-squib-anthology-from-2007-to-2022/"
Princess Charlotte has a Very ‘Unroyal’ and Relatable Hobby,https://www.dailysquib.co.uk/entertainment/53041-princess-charlotte-has-a-very-unroyal-and-relatable-hobby.html,2023,"The Prince of Wales visited St George’s Park in Burton upon Trent in 2022, where he officiated the opening of another betting shop on the High Street. The main shopping area of the town centre now has over 453 betting shops, 365 Turkish barbers, along with 1,536 fried chicken takeaway and mobile phone shops. The royal offspring, including Princess Charlotte, did not attend during the visit.
There, the royal boasted about his daughter’s talent in nose picking to manager Seamus McManus: “Charlotte wanted me to tell you that she’s superb at picking her nose. She said, ‘Please tell them that’. She loves to flick those bogeys at the palace servants and oiks!”
But that wasn’t the only time the princess’s love for nose picking was spoken about.
Earlier this year, her mum the Princess of Wales revealed how much Charlotte enjoyed the exquisite art of flicking greenies, she took part in a prolonged bogey flicking session at a branch of a Woking pizza restaurant last year when she enjoyed herself thoroughly as she surreptitiously flicked massive bogeys from afar onto other customer’s pizzas.
She even said the young royal is quite competitive at it.
The manageress of the pizza restaurant, Guido Cunningham, said that Princess Kate mentioned her three children’s love of nose picking, but Charlotte really stood out.
“Prince Andrew has been a regular at our restaurant for many years, and when Princess Charlotte turned up with her mum, she was wonderful. We all cheered as she flicked her gargantuan royal bogeys onto the pizzas of customers. There would be another massive cheer as the customer unknowingly ate the pizza. Fun times!”"
Publisher Sees Sales Surge After Gen Z TikToks Buy Daily Squib Anthology,https://www.dailysquib.co.uk/entertainment/52632-publisher-sees-sales-surge-after-gen-z-tiktoks-buy-daily-squib-anthology.html,2023,"Non-PC anti-woke anti-Marxist book, The Daily Squib Anthology has become an unlikely hit with Gen Z who have been snapping up the book from Curtis Press, and Amazon as a dare on TikTok to shock the new generation.
The Daily Squib Anthology book, has become a sensation on TikTok after youngsters have headed to the publisher’s,  Curtis Press , website to buy it.
“I dare each of you to buy ten copies of this shocking book. Whoever buys the most copies and then spreads them around their friends will win the prize,” one TikTok post by Hedonist99 which received 1,000 likes.
The trend appears to be popular with young people, who are keen to prove they are not just a bunch of hyper-sensitive wet fart Generation Z snowflakes that cower in safe spaces all the time.
The Daily Squib Newspaper, which has an official royal un-warrant, was  established in 1862  by the 6th Duke of Pembroke, Francis Wellesley.
In the book, there are tonnes of satirical news articles from the Daily Squib which are considered subversive, downright dangerous and excruciatingly shocking, especially to the new generation of youngsters who cannot fathom such things without crying into their handkerchiefs or fleeing to a safe space.
“When I bought the Daily Squib Anthology, I thought it would be some tame, soulless, watered down woke communist-friendly faux satire preachy propaganda like all the other so-called ‘satire’ sites on the internet,” one TikTok post from creator Banggaz (@bangaz911) explained. “In fact, the book is truly shocking raw Juvenalian satire OMG, I had to go for a good cry after flicking through it.”
The Gen Z creator also said the book is dedicated to Roman poet, and satirist Juvenal – and is not woke in any way, which really shocked him.
“Just bought sixteen copies of the Daily Squib Anthology,” one video reads, with more than 8,000 likes.
Another fan said she ‘teared up’ after reading the book, encompassing 15 years of internet satire, in a video with more than 17,000 likes.
The TikTok trend is still going from strength to strength, with millions of TikTok literature fans daring each other to buy the Daily Squib Anthology.
Another TikTok user, Junkrad88, revealed that after reading the Daily Squib book, they farted continuously for four-and-a-half hours before passing out."
Woke Producer Kathleen Kennedy Transitioning to be a Man,https://www.dailysquib.co.uk/entertainment/52775-woke-producer-kathleen-kennedy-transitioning-to-be-a-man.html,2023,"After  ruining many film franchises  with her woke anti-male bias, Hollywood producer Kathleen Kennedy has allegedly decided that she will be transitioning to be a man.
Speaking on CBS News, the woke producer told viewers that the time had finally come to disclose who she really was.
“I have been producing woke films that denigrate men and show the superiority of women. I want to go one up on this by today disclosing that I am transitioning to be a man, because this will make me better than men and women. We all know women are superior to men in every way, but being a man will truly make me superior to all men, for sure.”
When asked about the transition period, Kennedy revealed that she is shopping around at the moment for a prosthetic todger, and wants one big enough to mirror her position as a superior being.
“I’m following in the footsteps of  Michelle Obama . Joan Rivers told me all about it. I’m still shopping around, though.”
The surgery involved to transition from female to male can be a bit irksome, but thankfully is not as invasive as transitioning to be male from female.
Doctor Lewis Teattese, of the Beverly Hills Trans Clinic, revealed that Kathleen Kennedy was indeed in his books and was scheduled for surgery on Tuesday."
Joe Satriani London Palladium May 17 2023,https://www.dailysquib.co.uk/entertainment/51763-joe-satriani-london-palladium-may-17-2023.html,2023,"It has been three long years since the guitar genius Joe Satriani flew in on his mothership from Alpha Centauri to grace the London Palladium with his virtuoso guitar licks and temporal Lydian mode mystical magic.
Joe gave guitar lessons to  Steve Vai  once…holy mackerel…if that is not a sign of wizardry, what is? With a great band behind him of equally virtuosic musicians holding the line, the blistering torrent of musical melodic assault is astounding. In fact, your ears can barely acknowledge the depth of mastery Joe exudes from the Devil’s Instrument. This guy certainly has touched the pick of destiny a la Tenacious D. The wide interval jumps, the whammy bar squeals, the distinctive Satch legato and harmonics are all there, almost a seasoned chef mixing up a dish of delicious gourmet melodies and striated runs intricately administered with each note perfectly placed to compliment the next. Joe does not just smash notes out with no thought, one can easily hear the purpose in each utterance with precise anatomical brilliance even at 1,000 miles an hour. Definitely amongst the myriad changes of signature Ibanez guitars, some or all of them had sustainiacs for sure.
The only slightly negative point one can add to Joe’s Mephistophelian performance is that he is playing with too many pedals these days. The purity of Satch should not be needlessly encumbered with pedal effects, sure sometimes an embellishment here or there, but too many pedals overlaid with each other can detract from the initial essence of Joe’s intricate playing.
Other than that, fucking hell, what an experience to make your ear holes melt with pleasure. A great thank you has to go to the  London Palladium  staff, who were amazing as well.
These are the last of the great guitar masters still standing."
Corpse Launches 2024 Election Campaign,https://www.dailysquib.co.uk/entertainment/51576-corpse-launches-2024-election-campaign.html,2023,"The putrefying corrupt Democrat announced its push for presidency on Tuesday. Shuffling on to the podium, the corpse tried to speak but could only groan, dribbling a smelly green substance from its rotting lips.
If Donald Trump can’t win against a walking corpse, then the game is definitely rigged.
In 2020, the ballot stuffing and postal votes ensured a Democrat win.
Political commentator Josh Rubin defended the Democrat party’s corrupt practices in 2020.
“Remember on election night when Trump was in the lead when suddenly all counting stopped for a moment. Then there was a vertical graph line of the Democrats suddenly appearing out of nowhere, leaving Trump behind. That was the very moment in real time when the election fraud took place. It was like 911. People saw it with their own eyes, but could not believe the blatant audacity of it.
“Many stayed silent, some voiced their concern only to be punished later by a compromised system. We now control everything and will do it again in 2024, or at least we will try another false win. We have the keys to the city, and the Republicans are locked out.”
The corpse may very well win in 2024, but with a compromised system, you could put a piece of dog shit in its place and that would win too."
Woman Heard ‘Jerry!’ Chants From Cloud After Jerry Springer Died,https://www.dailysquib.co.uk/entertainment/51594-woman-heard-jerry-chants-from-cloud-after-jerry-springer-died.html,2023,"A Chicago woman claims she heard Jerry Springer show like chants coming from some clouds in the sky just after hearing that Jerry Springer had died.
Gina Plenty, 32, a waitress from Chicago, Illinois, said she had just finished her shift at Titties Bar & Grill when she heard on the radio that talk show host Jerry Springer had just died.
“I was just about to call my brother Enos, when I heard the ‘Jerry’ chant. I turned off the radio, and still could hear ‘Jerry! Jerry! Jerry!’. I looked up in the sky and could see a strange light from the clouds and a crowd cheering and clapping.”
At one point, the chanting got so loud, others in the car park looked up into the sky.
One guy pointed up and said that’s Jerry Springer. “He gotta show going on right now on that cloud.” Others nodded their heads in dismay.
According to witnesses, there was a sudden flash of lightning and the chanting abruptly stopped.
“My guess is God shut it off. Imagine going to heaven and seeing a constant, never ending Jerry Springer show for eternity with all these whacky guests. That’s more like hell than heaven,” a man with a top hat, walking stick and strange sulphur smell, who seemingly appeared out of nowhere, said."
Pictured: Man Who Threw Eggs at King Charles,https://www.dailysquib.co.uk/entertainment/48328-pictured-man-who-threw-eggs-at-king-charles.html,2022,"Eggs were thrown at King Charles and Queen Consort Camilla today during a visit to York.
Luckily, the eggs missed the royal couple.
The man was detained by police immediately after the incident.
The King and Queen Consort are visiting Yorkshire, where the monarch will unveil a statue of his mother, the late Queen.
Charles spent two days carrying out official engagements, visiting Bradford and Leeds on Tuesday and then York and Doncaster on Wednesday, with Camilla joining him on the second day.
If anyone can identify the man who threw eggs at the monarch, please contact the palace, so they can deal with it, maybe make an omelette or two.
Story Developing…"
TRIGGER WARNING: Scare Your Ass Silly This Halloween,https://www.dailysquib.co.uk/entertainment/48205-trigger-warning-scare-your-ass-silly-this-halloween.html,2022,"Dare to venture out of your safe space, and mind the multiple microaggressions piling up against your door? Imagine the sheer horror of reading some funny stuff in a book that is not bland soulless preachy woke and pathetic.
There is a creek at the door, can you use cancel culture to completely erase that scary sound from the universe?
Oh dear, could it be a cisgender about to invade your intersectional Black Lives Matter plant-based room with toxic masculinity and mansplaining culturally appropriating internalised misogyny patriarchy?
Hold that trigger finger, for you are about to be triggered.
Do not click here"
Kanye West Commits Career Suicide by Social Media,https://www.dailysquib.co.uk/entertainment/47654-kanye-west-commits-career-suicide-by-social-media.html,2022,"It is official, autotune rapper Kanye West has not only gone clinically insane but has committed career suicide via social media.
Not known for his  intelligence quota high scores , West is also blessed with numerous afflictions of the brain, probably schizophrenia mixed in with bipolarity, unjustified delusions of grandeur, manic depression and narcissistic  schizoid psychosis, but that’s neither here nor there. When you add antisemitism into the mix it gets very messy.
It is safe to say that this is the end of his career, because to say you are actively “…out to get the Jews” is just a man saying “take me away and bury me”.
“This is celebrity suicide. You know like suicide by cop, but this time by Instagram, Facebook and Twitter. No one can hire this guy again. His career is over,” a record executive remarked on Sunday.
But is this blatantly racist idiot’s career really over?
Because Kanye is part of a protected race where they can say anything they want without any repercussion, commit any heinous crime without prosecution, and are continuously parachuted into jobs they are not even qualified for, it is a certainty that nothing will happen to Kanye.
Despite the fact, like other hateful anti-semites like former Labour Party leader, Jeremy Corbyn, Kanye is normalising the hatred of Jews. Corbyn was white, so he eventually lost his job, but Kanye is black and is protected by the Liberal elites who run all media."
