Title,URL,PublishedDate,Content
U.S. Government To Officially Recognize 287 Genders As Part of New Anti-Discrimination Laws,https://empirenews.net/u-s-government-to-officially-recognize-287-genders-as-part-of-new-anti-discrimination-laws/,2017-04-29T12:42:55+00:00,"According to current laws, there are only two official “genders” that are legally protected in anti-discrimination laws – male and female. It would be illegal to stop a man from working at Victoria Secret, no matter how weird it would be, for example. It’s a legally protected right. That might be the most basic of the current rulings, but things are about to get a whole lot more complicated.
According to lawmakers, new anti-discrimination laws are currently being written, with the U.S. Government planning to add an additional 285 genders to their list, including “binary,” “non-binary,” “gender fluid,” “gender queer,” and many more. This is in a full attempt to make sure that everyone is included.
“We just want to make sure that everyone, no matter how stupid their personal choice, is equally protected and represented by our laws and government,” said representative John Miller, R – Delaware. “I personally think it’s retarded, but hey, what do I know? I figure whatever is between your legs right now, that’s your gender. But a lot of little pansies are getting offended and triggered by that, so we have to make changes. My 16-year-old daughter now she identifies a genderless, binary, queeratron mecharobot, but with slightly gay tendencies and a hardcore drug problem. Fuck does that even mean? That’s not a gender.”
Whether or not the people in charge of making the laws agree with them, at least they are making progress.
“Yeah, we’re doing our best. My daughter’s stupid unicorn robot fucking…shit, I’ve already forgotten. Whatever, that isn’t being included specifically, but at least we’re making strides, I guess,” said Miller. “God, this is so stupid. She’s a girl, and I’ll beat that notion right into her later.”"
"REPORT: Over 4,000 People Nationwide Overdosed On Marijuana on 4/20 ‘Holiday’",https://empirenews.net/report-over-4000-people-nationwide-overdosed-on-marijuana-on-420-holiday/,2017-04-21T11:28:36+00:00,"Yesterday was April 20th, otherwise known as 4/20 – a favorite “holiday” among weed smokers, as 420 is the police code for marijuana. This year was, according to the Department of Drug Enforcement and Regulation, the last for almost nearly 2,000 people, though.
“Across the United States, we had a reported 1,985 deaths from over-consumption of marijuana yesterday,” said DDER spokesman Carl Lewis. “In total, there are reports of just under 4,000 overdoses. Thankfully, not all of those ODs resulted in death, but in this case, with almost half of them dying, it’s clear why this drug is so heavily regulated.”
Lewis said he has been working with the DDER since 1978, and this year is the “worst [he] has ever seen.”
“Last year, in comparison, we had only 698 OD throughout the country, with 322 of those resulting in death,” said Lewis. “With the legalization of marijuana in several new states at the beginning of 2017, we knew those numbers were going to increase, just not this dramatically.”
Lewis warns that if you’re going to break federal law and partake in marijuana, you should do so in “extremely limited moderation,” as marijuana strains have been “extremely potent” lately in most of the country.
“Your best bet is to not smoke, eat, chew, drink, or even look at marijuana,” said Lewis. “If you do find yourself in possession of the drug, or know someone else who is, please call your local police department and turn it over to them.”"
Mom on Welfare Sues School After Being Told Her Daughter Can Only Get ONE Free Lunch a Day,https://empirenews.net/mom-on-welfare-sues-school-after-being-told-her-daughter-can-only-get-one-free-lunch-a-day/,2017-05-26T18:46:51+00:00,"Mary Lambert is suing her daughter’s school, Bangor High School in Bangor, Maine, after a cafeteria woman made her cry by explaining she could only have “one free lunch” a day.
Amanda Lambert, 16, gets free lunch at the school due to her mother’s income, but the rules stipulate that she can only have one free meal a day.
“It’s unheard of that Amanda should not be allowed to eat as much as she wants,” said Mary Lambert, 50. “She’s a growing girl, and she needs nutrients. I’m not able to afford good food at home, and the school should be letting her pig out while she’s there. They know I’m poor, that’s why she gets free lunch. Why are they stopping her from eating.”
The school says that it doesn’t matter who the student is, they are on a budget, and students only get one meal a day.
“I understand that Amanda is fat,” said Bangor principal Joyce Mellows. “Like, abnormally fat for a 16-year-old. Perhaps she should be going outside for a walk at lunch, instead of trying to feed her fatty fat fat fat face with extra lunches. Other kids want to eat, too.”
Lambert brought a suit against the school alleging discrimination for not allowing Amanda to eat as much food as she wanted, stating it was because Amanda’s family was “too poor” to afford food that they were being denied food all together.
A lawyer for the school said the case is “stupid,” and something that “only a truly fat individual” could ever come up with."
Why You Need to STOP Cooking With Wooden Utensils IMMEDIATELY – This Can SAVE YOUR LIFE!,https://empirenews.net/why-you-need-to-stop-cooking-with-wooden-utensils-immediately-this-can-save-your-life/,2017-05-23T18:25:51+00:00,"A mother in Los Angeles and her two children, aged 7 and 4, are in critical condition after ingesting what doctors are saying was an “extreme amount” of mites, linked to wooden cooking utensils in the family’s kitchen.
Miranda Joseph and her children were admitted to St. Christine Hospital in Los Angeles after the three of them became severely ill after eating a dinner of macaroni with sauce on Monday evening. Originally thought to be a case of food poisoning, the diagnosis was ruled out after Joseph began vomiting tiny, black bugs.
“When we called authorities to enter Ms. Joseph’s home and obtain any remaining food from their dinner, they brought back the entire pot and utensils that were used for cooking, which happened to be wooden spoons,” said Dr. Carl Richards, an attending ER doctor. “As soon as I saw the wooden utensils, I knew what had happened.”
According to Richards, there has been an extreme amount of cases throughout California and Nevada of a new “superbug” that infests homes, and will lodge itself into anything wooden.
“These bugs, they’re like a much smaller termite, almost impossible to see until they are swarming in the millions,” said Dr. Richards. “They’ve become increasingly common in many West Coast homes, and will bore into anything wooden – your house itself, bureaus, TV stands, and yes, even wooden utensils. Unfortunately, they are also quite poisonous to the human body.”
Dr. Richards suggests that anyone who currently uses wooden utensils to throw them out immediately, and replace with stainless steel or plastic.
“You don’t want to end up dead because you like the look of wood spoons,” said Dr. Richards."
Health Department Warns About DANGEROUS New Tick That Burrows Under Your Skin – These Guys Are DISGUSTING and DEADLY!,https://empirenews.net/health-department-warns-about-dangerous-new-tick-that-burrows-under-your-skin-these-guys-are-disgusting-and-deadly/,2017-05-24T18:26:37+00:00,"The US Health Department has issued warnings in 6 states – New Hampshire, Maine, Massachusetts, Vermont, Connecticut, and Rhode Island – about a dangerous and deadly new breed of tick that will immediately burrow into human skin, and can actually live under your flesh for days or even weeks undetected.
Dr. James Monroe, head of the U.S. Department of Health and Human Services, issued the warning through the White House, who sent out examples of the tick to all 50 states – with specific warnings in the 6 targeted states that the ticks have been found.
“So far, we’ve had over 800 cases in 6 states, mostly in New England at this time,” said Dr. Monroe. “It is rapidly reaching epidemic levels, and the nature of these insects is disturbing. They will burrow under human flesh, and can feed on your blood from within your body, much like a ‘regular’ tick will do now, but the variance being that these ticks are much more deadly, and much more likely to make their way into you undetected. It is advisable that people stay out of heavily wooded areas, or any place with high grass or plants.”
Dr. Monroe says that of the 800 cases, there has been 19 reported deaths, mostly elderly people, whose bodies were not able to fight off the bacteria released by the ticks. Whereas a regular or deer tick is commonly known for carrying Lyme Disease, these new “super ticks” carry a disease more likened to the Black Plague, causing nightmarish fevers, aches, heart problems, and possible death."
Woman In Uganda Confirmed To Be Over 200-Years Old,https://empirenews.net/woman-in-uganda-confirmed-to-be-over-200-years-old/,2017-03-16T12:08:27+00:00,"A woman living in a village in Uganda has been confirmed to be over 200-years-old by genealogists, researchers, and archivists who have looked into the woman’s lineage.
The woman, who does not remember her own name, is officially the oldest person to have ever lived. She was born in the same village in Uganda she currently lives, and says she has “never left.”
“I have lived long, I am tired. I have never gone away, this is what I know,” she said. “I am happy to be here. I am not happy to be so old. Wish I was dead. All my family, they are dead. I have had 18 children, 47 grandchildren, and 163 great-grandchildren, and they are all gone now. I’m sad. Kill me, please.”
Researchers say that they have “no idea” how it’s possible that she has lived so long, but have confirmed through genetic testing that she is, indeed, 204-years-old, having been born in 1806."
"Los Angeles Doctor Offers World’s Most Expensive Colon Cleanse Using Aborted Fetuses, ‘Blood of the Innocent’",https://empirenews.net/los-angeles-doctor-offers-worlds-most-expensive-colon-cleanse-using-aborted-fetuses-blood-of-the-innocent/,2017-03-26T22:48:20+00:00,"Doctor Carl Jung, a gastroenterologist working in Los Angeles, California, has said he has developed the world’s most perfect, and most expensive, colon cleanse for his patients who need to “get the pipes working again.”
Dr. Jung has been treating certain patients using the “blood of the innocent,” which he harvests from a doctor friend that performs abortions at a local Planned Parenthood facility.
“My procedure is one-of-a-kind that I developed myself while studying in Uganda in 1983,” said Dr. Jung. “It works better than any other anal douche you could get, and it’s all because of the massive white blood cell count found in aborted fetuses. This is not a magic pill you take to cleanse your body – this is a true, liquid cavity expulsion.”
Dr. Jung says that he has been procuring dead babies for “over 30 years” from a friend, who says wishes to remain anonymous. Several celebrities, including Martha Stewart, Barack Obama, and Paul McCartney have all said to have visited Dr. Jung for the treatment, which costs a whopping $289,000 per session.
“They love it, and they keep coming back,” said Dr. Jung. “As anyone would tell you, there’s no better way to cleanse that ass than with the blood of the innocent.”"
"Teens Who Vape More Likely To Be Made Fun Of Than Those That Don’t, Study Finds",https://empirenews.net/teens-who-vape-more-likely-to-be-made-fun-of-than-those-that-dont-study-finds/,2016-12-31T15:00:30+00:00,"A new study conducted by Harvard University shows that teens who “vape” are more likely to be made fun of than kids who do not. The study was performed over the last year, and monitored a group of 200 teens aged 15 to 19.
“Of the group, 100 of the kids were vapers, or kids who smoke using vape pens, etc.,” said that study chairman, Mick Horn. “Those kids were asked to vape in front of the other 100 kids, who proceeded, of course, to call the vape kids a slew of names, including ‘faggot,’ ‘tool,’ ‘loser,’ and ‘asshole,’ among others. When the study was flipped, the vape kids really had nothing to say about the non-vapers.”
According to his findings, Horn says that kids should decidedly not take up vaping, unless they like being made fun of.
“There’s really no point to vaping, short of smoking while looking like an extra douche bag,” said Horn. “I think that my study conclusively proves that.”"
Cancer Found To Be Cured Completed With ‘Extremely Common’ Item,https://empirenews.net/cancer-found-to-be-cured-completed-with-extremely-common-item/,2017-01-27T21:20:17+00:00,"Researchers at Boston Medical Center are planning to release a new study that proves that all cancers – even some of the most rare and previously un-treatable cancers such as brain or lymph node – can be easily cured with one ‘extremely common’ item.
“We have been working on a cure for Cancer for as long as we’ve known about the disease, and we have finally found the answer,” said Dr. Phil Brooks. “Really the cure was right there under our noses, as it were, the entire time.”
Dr. Brooks says that he and his team all developed a severe cocaine habit during the testing phase, as the long nights and early days were making it extremely hard to stay awake and concentrate.
“It was then we realized, after a night of doing copious amounts of blow, that we had the bright idea to test the drug on our lab rats. Within a month, all of the animals that we had given cancer were cured,” said Dr. Brooks. “We moved on a few months later to trials in adult humans.”
Of the 2,000 people that the doctors test the cocaine theory on, every single one of them had their cancer disappear within a few weeks, or sooner in cases of “common cancers” like skin or colon.
“It’s miraculous, truly,” said Dr. Brooks.
The team plan to publish their full study in the next
Journal of Bizarre Medicine."
Suicide Numbers on Trump’s Inauguration Day Lowest in 50 Years,https://empirenews.net/suicide-numbers-on-trumps-inauguration-day-lowest-in-50-years/,2017-01-25T23:30:00+00:00,"Statistics released by the American Foundation for Suicide Prevention show that last Tuesday, on Trump’s inauguration day, the rate of suicide was dramatically increased, with lower suicides on that day than any other in the last 50 years.
Regularly, there are about 120 suicides on any given day, with nearly 45,000 suicides happening each year. Suicide is the 10th leading cause of death in the United States. According to the AFSP, though, Tuesday’s numbers were almost “alarmingly” low.
“Normally, we record about 100 deaths, reported to us by police and federal agencies from across the country,” said AFSP Chairman Timothy Allen. “On Tuesday, we actually expected the number to increase to record levels, but instead, the opposite was true. As it turns out, there were only 3 suicides reported for the entire country on that day.”
Allen says that the number was the lowest in over 50 years, and that compared to Obama’s inauguration day, the number is mind-boggling.
“In 2008, there were over 600 suicides that occurred on Obama’s inauguration day,” said Allen. “That number was actually closer to 800 in 2012. Now, what these numbers mean is not my area to discuss. We filter the information, but we are not a political organization. It seems to me, though, that perhaps there are a lot more Trump supporters out there than people will admit. If he was really as hated as the media would make you think, the suicide rate would have been off the charts.”"
Harvard Researchers Say Eating Hot Dogs Can Lead To Impotence,https://empirenews.net/harvard-researchers-say-eating-hot-dogs-can-lead-to-impotence/,2016-08-31T02:37:45+00:00,"Researchers at Harvard University released a startling report over the weekend linking hot dogs to bouts of impotence.
The mega-popular snack, commonly consumed during televised sporting events, BBQs, parties, and all night video game binges, are linked in the report to massive libido disfunction in – curiously – cows, as well as men, who consume the processed meat four times a week or more.
Research for this discovery commenced after mature Guernsey bulls living on the University’s dairy inadvertently consumed two hundred pounds of hot dogs set aside for the school farm’s hogs.
Doctor Adrian Blondell, an endocrinologist overseeing artificial insemination operations, knew something was wrong when the big fellas didn’t deliver. The collection process which normally drives young bulls crazy made them eventually sit down on the job out of presumed boredom.
“It was absolutely bizarre, dozens of healthy bulls acting like they had been snipped,” Blondell reported.
Alarmed and amazed by the phenomenon, Dr. Blondell ordered immediate analysis of the bulls manure and head-to-tail physicals. All tests indicated a massive drop in testosterone production.
“Anybody that has ever eaten more than a few hot dogs easily recognizes the slimy taste left behind in their mouths,” said Dr. Blondell. “I have theorized that men frequently consume the most hot dogs, so I set out to prove that it was causing issues for them, too.”
Blondell’s fully study will be published in an upcoming journal, but she does recommend that people stop eating hot dogs if they plan on living full, rich, sexual lives."
Baby Born In India With Two Brains In Same Body,https://empirenews.net/baby-born-in-india-with-two-brains-in-same-body/,2016-11-27T03:59:24+00:00,"World News Daily Report:
Doctor Jagadhish Parsa, who assisted yesterday in the birth of a baby born with a rare malformation causing him to have two distinct brains crammed inside his head, claims that the newborn could be a unique case of two separate minds sharing a single head and body. Tamish and Rajiv Mukeherjee were born at 09:10 AM at the Saiffe Hospital, after a long and complicated surgical operation meant to extract them safely from their mother’s womb.
The boys are a unique case of disrosopus, a rare condition in which twins share the same body but have separate faces and brains. In the case of Tamish and Rajiv, the twins share both the same face and the same body, with each of them controlling only one side…
READ FULLY STORY HERE"
Psychiatrist Says That He Has Discovered ‘Cure’ For Depression,https://empirenews.net/psychiatrist-says-that-he-has-discovered-cure-for-depression/,2016-10-31T12:30:48+00:00,"A psychiatrist in Boston says that he has found the perfect cure for clinical depression, and it will get many people off their lifelong medications.
“I have discovered that the cure is quite simple,” said Dr. Marvin Leroy, of Boston. “When I have a patient come in and tell me they’re feeling depressed, I simply tell them to cheer up, and stop being such a Debby-Downer. As of right now, I have a 100% success rate, as not a single patient of mine returns for a follow-up visit.”
Dr. Leroy says he plans to publish his findings in the next
Harvard Medical Journal
, which is published bi-yearly."
Mt. Dew Proves To Be ‘Extremely Good’ For Premature Babies,https://empirenews.net/mt-dew-proves-to-be-extremely-good-for-premature-babies/,2016-10-31T12:13:55+00:00,"Doctors in Atlanta and Marshall Research Hospital have discovered that PepsiCo.’s product, Mt. Dew, is “extremely good” for babies, with 8 out of 10 premature infants in the study reacting positively to heavy doses of the soda, including quicker growth spurts, quicker time removed from respirators, as well as teaching them how to “suck, swallow, and breathe” faster.
“Most premature babies cannot suck, swallow, and breathe at the same time, which is why they spend months in hospitals, learning how to eat and drink without choking,” said Dr. Emmett Brown, who headed the study. “When we switched their normal formula, which is fed through a tube for most preemies, to Mt. Dew, we saw excellent and noticeable improvement within days.”
Of the 1,000 premature babies that were studied, Dr. Brown says that they had a “100% survival rate,” with 85% of the babies going home before their due date, which is unheard of in standard medical practice.
“We are looking at how Mt. Dew has helped these babies, and the reasoning behind it,” said Brown. “We may also start to try other drinks as well, such as RedBull, to see the effects there. We have high hopes.”"
Doctor Says That ‘Fat Is The New Skinny’,https://empirenews.net/doctor-says-that-fat-is-the-new-skinny/,2016-12-30T13:11:30+00:00,"For as long as anyone can remember, doctors have said that being skinny was the only way one could be “truly” healthy. According to one doctor out of Boston, though, that’s just not the case.
In a study conducted over the last 5 years, Dr. Carl Bernstain has concluded that the fatter a person is, the more likely they are to live longer and have overall better health.
“It seems counterintuitive to everything medical doctors have always said, but it’s really very simple,” said Dr. Bernstain. “Basically, when someone is tremendously fat, their organs are protected by layers and layers of thick, slippery, fatty cells. These cells keep everything internal running smoothly. Most of my patients over 400lbs have been living decades longer than their previous doctors had told them, all because of my discoveries.”
Dr. Bernstain says that although being skinny may make it easier for people to do more “active” things, being active isn’t always the most healthy thing, either.
“My patients, they can’t always walk on their own, and they do have to have someone to help them make it to the bathroom or shower properly, but they’ll live long lives, and longevity is the most important thing,” said Dr. Bernstain. “Yes, skinny people can go outside and be active. They may even find attractive mates and live into their 60s, but really, is that what life is all about?”
Dr. Bernstain himself weighs a paltry 196 pounds, but says he does plan to “bulk up” so he can continue to practice medicine for “as long as possible.”"
Finger-Chop Challenge Spreads Across Social Media To Protest Trump,https://empirenews.net/finger-chop-challenge-spreads-across-social-media-to-protest-trump/,2017-02-23T21:58:54+00:00,"The “Finger-Chop Challenge” has begun to spread across social media, with teens and college students reportedly cutting off their fingers in an effort to raise awareness about the “evils of Donald Trump” as President.
“Trump is a disgusting, sick, orange bigot,” said Maria Lambert, 19, a college sophomore at Dartmouth. “I chopped off all of my  fingers on a livestream on Facebook. I left just the middle finger on one hand, because fuck Trump, that’s why.”
Following in a dangerous trend of challenges like the cinnamon or milk gallon challenges, the new finger-chop challenge opens up an entire new world of issues for parents, as well as the teens stooping to such ignorant levels.
“My son has done the challenge 4 times, and each time, he’s cut off a new finger. He’s down to just the pinky on his left hand,” said Carl Lunger of his son, Mario Lunger, 17. “Frankly, though, I’m proud of him. He’s taking a stand against Trump, and he’s also raised a lot of awareness about Trump. Last I knew, he had over 300 views on his YouTube video.”
Health officials are warning parents, though, of the dangers of their children cutting off their own fingers for internet notoriety."
"Cheez-It Crackers Contain Highly Addictive Additive, Many Are Boycotting Product",https://empirenews.net/cheez-it-crackers-contain-highly-addictive-additive-many-are-boycotting-product/,2016-08-26T12:50:33+00:00,"Cheese lovers are boycotting the popular snack Cheeze-Its due to concerns about the addictive nature of the crackers, as well as some of the ingredients.
Cheez-It brand crackers contain the preservative TBHQ, which is made from butane and is dangerous to consume. BHQ, tertiary butylhydroquinone, is a synthetic antioxidant that is commonly used as a food preservative. TBHQ contains a butyl moiety which some consumers, with no knowledge of chemisty, fear is related to butane.
TBHQ has been banned in Japan, but the FDA and the European Food Safety Authority both classify TBHQ as a safe food additive.
Cheez-It has released a statement on its facebook page, addressing the many consumer concerns.
“Thanks for reaching out. We appreciate you sharing your concerns. These ingredients are antioxidants which prevent the food from spoiling. If you want to eat bad, stale crackers we suggest you find an ‘all-natural’ brand. We pride ourselves in the flavor and freshness of our product and add the least amount of preservatives necessary to keep our cracker from tasting like straight cheesy shit. We know some consumers are unnecessarily paranoid and are looking at a number of natural alternatives to ensure the same flavor and freshness in our foods. Good luck.”
The company maintains that the reason their crackers are so addictive is because “they’re fucking delicious, and everyone loves cheese.”"
No More Meat Loaf For Meatloaf,https://empirenews.net/no-more-meat-loaf-for-meatloaf/,2016-06-29T00:57:48+00:00,"Grammy-winning singer Meat Loaf is “responsive and recovering well” after fainting during a show in Edmonton, Canada, but those close to him say he will be forced to make major changes to his lifestyle. No red meat, no touring, and no sex are among the sacrifices Marvin Lee Aday will be forced to make.
The artist been feeling the strain of touring for years. Meat Loaf’s farewell tour was in 2013 when he said, ‘This time, they’re not going to rope me back in’.” The 68-year-old artist was diagnosed with an irregular heartbeat problem known as Wolff-Parkinson-White syndrome after another onstage collapse in London in 2003. This disease is Associated with risk of sudden cardiac death.
One witness, Jamie Carriere, told CBC News Meat Loaf was performing his Grammy-winning song I Would Do Anything For Love (But I Won’t Do That) from the 1993 album as an encore when he collapsed.
“He fell … he just fell,” Carriere said. “You could hear the microphone just hit the ground.”
Meatloaf says he is willing to give up red meat. “I’ll do anything for my health, but I won’t give up steak. No I won’t do that.”"
Carrie Underwood Talks About Binge Eating Disorder,https://empirenews.net/carrie-underwood-talks-about-binge-eating-disorder/,2016-05-26T00:39:43+00:00,"“I didn’t throw up or anything nasty like that. I’d just start eating and find myself half way through a pizza and I wouldn’t be able to stop,” said Carrie Underwood – one of the world’s biggest country and pop stars. “It started in college at Oklahoma’s Eastern State University. A place me and my friends went had 3 for $15 pizza. I couldn’t handle the urges.”
In addition to a traveling gym, Underwood says she has a traveling therapist that will talk her down when the urge to binge eat hits.
“For a while I stopped binging on my favorites like pizza and Chinese food. I’d drink bottle after bottle of ketchup and consume jars of dill pickles. I became vegan so I would only binge on ‘healthy things’. But my family is a bunch of meat eaters and I realized there would always be temptation around,” said Underwood. “Even though I hate the thought of cows being exploited, I am obsessed with rubbing butter all over body. That’s why I can’t have it in the house.”
Underwood’s full story will appear in next month’s
Country Cowgirl Magazine."
Group Takes ‘Scared Straight’ To Next Level; Cuts Heroin With Dangerous Drug,https://empirenews.net/group-takes-scared-straight-to-next-level-cuts-heroin-with-dangerous-drug/,2016-08-26T12:32:02+00:00,"Heroin overdoses are on the rise, but not just because the drug is lethal in itself. A new report claims the heroin that caused more that 600 overdoses across the country in less than two days was cut with something else.
These batches of heroin which were distributed from California To Maine have killed an 75% of those who used the drug. It allegedly contained a new opiod analog 100 times more potent than fentanyl and 10,000 times stronger than morphine.
According to an anonymous spokeperson, who represents the group Friends Against Smack (FAS), the heroin was cut with carfentanil, more commonly known as elephant tranquilizer. The drug is strong enough to kill a 15,000 lb elephanit, rhinocerous, or hippopotamus.
“We have infiltrated numerous cartels responsible for the distribution of heroin. We want addicts to know that the smack they are buying very well could be their last, and advise them to seek treatment before it’s too late. Addicts are already overdosing at an alarming rate. More than half of those that end up in the hospital shoot up within hours of discharge. We want to give them incentive to change. If seeing their drug buddies die doesn’t scare them straight, nothing will, and there’s no sense wasting another dollar or treatment.”
Authorities have not officially confirmed that the overdoses are due to heroin cut with with carfentanil. Other options include fentanyl or rat poison."
"Zika Virus Reportedly Fake, Harmless; Frenzy Created By Obama Administration To Secure Funding",https://empirenews.net/zika-virus-reportedly-fake-harmless-frenzy-created-by-obama-administration-to-secure-funding/,2016-05-27T01:29:16+00:00,"The CDC, in conjunction with President Obama, have reportedly been caught in a scam, after admitting that humans are immune to the Zika Virus, which is carried by mosquitos. A whistleblowing aide from within the White House released documents proving that the CDC worked along with top White House staff to fool the public into thinking that Zika was dangerous and deadly.
“As it turns out, the virus is completely harmless to humans, and this was a tactic used to solicit government funds from other areas, that could then be used for personal and political gains,” read the documents. “Although it is possible that Obama himself may not have known about the scam, it is highly unlikely, and even more likely that he himself concocted the scheme along with his personal friend, Gary Lewis, head of the CDC.”
So far, no one from the White House is commenting on the issue, but calls from the public have been flooding the CDC offices, demanding information. The CDC has not issued a statement."
Simon Cowell Reveals He Has Lung Cancer; Plans To Bring Back ‘American Idol’,https://empirenews.net/simon-cowell-reveals-he-has-lung-cancer-plans-to-bring-back-american-idol/,2016-05-26T00:42:54+00:00,"Simon Cowell, the 56-year-old television mogul was recently diagnosed with stage one squamous cell carcinoma, a form of lung cancer that makes up a quarter of the cases.
Although Cowell is most recognized as a judge on
American Idol
and
Britain’s Got Talent
he is also a entrepreneur, philanthropist, film, record, and television producer. Due to the diagnosis it is expected he will fulfill his obligations but have to turn down new commitments.
Recently Cowell rejoined American Idol after a break. “As much as I like being on a music show, it does get a bit tedious when it’s just singer after singer after singer, but I will be continuing even through chemotherapy and radiation,” Cowell told New York Times in a recent interview. “I’m lucky they caught it at this stage. Perhaps I will be a little more blunt, if you can imagine it, but this will not affect my ability to judge the show.”
Often times lung cancers are not caught until it is too late, as tumors have ample opportunity to grow in the lungs before becoming apparent, and initial symptoms are usually minor and ignored or attributed to something else. Cowell says the return to the show may have saved his life. “I had a bit of a cough that wouldn’t go away. The crew insisted I get a full work up. That’s when they found the mass.”
Cowell’s girlfriend Lauren Silverman and son Eric are encouraging Cowell to quit smoking cigarettes, a challenge that is proving tough for Cowell.
“It’s well known I have a bit of a temper, but who wouldn’t dealing with the idiots I have to? Cigarettes are the only bloody thing that calms me down.” As a judge, Cowell often makes blunt and controversial comments, including insults and wisecracks about contestants and their abilities. Scorned past contestants are cheering for the cancerous growth, calling it karma."
Flour Recall After Teen Dies Of E. Coli,https://empirenews.net/flour-recall-after-teen-dies-of-e-coli/,2016-05-31T02:47:02+00:00,"The first person to die from the recent E. coli outbreak did not ingest the the tainted flour intentionally, but accidentally, when a friend threw it on him.
Kurt Haney got some flour in his mouth when a friend threw a bag of Gold Medal flour on him during an “antiquing prank,” popular on the internet with teenagers who film the prank for YouTube. Jack, who was sleeping at the time, got a significant amount of flour in his mouth, and doctors say the fact it was uncooked is likely the reason for his death. His friend’s name is not being released at this time, pending a criminal investigation. Manslaughter charges will likely be filed.
State and federal authorities have been researching 38 occurrences of illnesses across 20 states related to a specific type of E. coli (E. coli O121), between December 21, 2015, and May 3, 2016. General Mills is collaborating with health officials to investigate an ongoing, multi-state outbreak of E. coli O121 that may be potentially linked to Gold Medal flour, Wondra flour, and Signature Kitchens flour. General Mills has recalled nearly 10 million pounds of flour. So far 147 people have been hospitalized.
“Well I, for one, am pissed about it,” says Jack’s mother, Mrs. Tanae Haney. “Do you know what a bitch flour is to get out of the carpet? You can’t simply vacuum it up – oh no. I’m just outraged his friend would think he could throw flour around, as a guest in my house. He certainly won’t be invited to sleep over again.”"
"Illegal Immigrants Bringing Diseases Like Measles, But That Isn’t The Worst Of It",https://empirenews.net/illegal-immigrants-bringing-diseases-like-measles-but-that-isnt-the-worst-of-it/,2016-06-27T01:13:13+00:00,"At least 11 Measles cases were confirmed this week in Pinal County, Arizona. The outbreak was traced back to an immigrant shelter. Several more cases were reported in Pinal County stemming from the outbreak last week at an immigrant detention center.
In the not too distant past, the U.S. would check immigrants for disease before they were allowed to enter the country. That no longer is the case with our wide-open borders. More outbreaks are expected if the open door policy to immigrants established by this administration continues into the next.
Disgruntled resident Chuck Hurley says he fears for the safely of his family. “Them there immigrants have measles, mumps, cooties, Islamacism, and all sorts of other stuff. Why do you think the women wear veils on their faces? They’re hiding something if you ask me. I personally won’t stand for it in my country.”
While immigrants are given access to vaccines upon arrival, afflictions like Islamacism cannot yet be vaccinated against."
Overturning Of Texas Abortion Law Brings Rise In Old Fashioned Coat Hanger Abortions,https://empirenews.net/overturning-of-texas-abortion-law-brings-rise-in-old-fashioned-coat-hanger-abortions/,2016-06-30T13:46:12+00:00,"Old fashioned coat-hanger abortions will be legal in Texas once again, after the Supreme Court delivered its most significant ruling on abortion in a generation Monday, striking down restrictions on Texas clinics and doctors that had created roadblocks for thousands of women and giving abortion rights advocates hope of beating back similar laws in other states.
“We conclude that neither of these provisions offers medical benefits sufficient to justify the burdens upon access that each imposes,” Breyer wrote in his 40-page ruling. “Each places a substantial obstacle in the path of women seeking a pre-viability abortion, each constitutes an undue burden on abortion access … and each violates the federal Constitution.”
Proponents of the stricter laws said they did not intend to prevent abortions in Texas, only make them safer for women. “We wanted abortions to be restricted to surgical grade facilities, but pro-choice activists apparently don’t care if a woman gets an abortion with rusty unsterile tools or a coat hanger for that matter,” says Kyle DeLeon, a supporter of the tougher regulations."
Herbal Supplements To Be Banned From Markets By 2017,https://empirenews.net/herbal-supplements-to-be-banned-from-markets-by-2017/,2016-07-29T02:21:18+00:00,"A daily supplement or two has become routine for many Americans, but a report is highlighting how these substances can sometimes be harmful. A bill before congress is pushing for anything not falling under the regulation of the Food and Drug Administration to be banned.
The movement to ban herbal supplements is based an extensive report by Consumer Reports, showing how producers of dietary supplements face little regulation from the U.S. Food and Drug Administration and why that can be dangerous for those taking supplements. Supplements can have side effects, and retailers and pharmacists may not understand how supplements can interact with a person’s medication, the report said. Additionally, since supplements are regulated as food, the ingredients do not have to be proved safe and effective in the same manner prescription drugs are by the FDA.
Dr. Donna Seger, the director of the Tennessee Poison Center, said that many people do not think about supplements’ potential consequences on their health. “An estimated 23,000 people every year end up in emergency rooms after taking supplements, and there’s no real proof they do any good whatsoever.”
Others say this is just another instance of “big pharma” buying off politicians. Herbalist Tray Reed says,“It’s not supplements that do they harm, it’s these drug companies. They pump you full of a drug that costs hundreds of dollars when some unpatented supplements would do the trick for a fraction of the price. Then you have to take another drug to fix the side effects of the first drug. It’s a scam.”"
