title,url,text,published_date,categories
ABS-CBN: Plotting The History Of KathNiel,https://adobochronicles.com/2023/12/02/abs-cbn-plotting-the-history-of-kathniel/,"In an impressive display of journalistic prowess, ABS-CBN has embarked on a Herculean mission to document the groundbreaking 11-year history of KathNiel, the dynamic duo that has captured the hearts of millions. Forget the intricacies of NCAA March Madness bracketing; ABS-CBN has boldly chosen to channel their inner artistic genius using a flip chart paper and a trusty black marker. Who needs high-tech graphics and expert analysis when you can have the charm of hand-drawn timelines? While basketball enthusiasts engage in the cerebral exercise of predicting national champions, ABS-CBN’s budget-friendly approach is a beacon of fiscal responsibility. In an era of digital innovation, the network has embraced the simplicity of a bygone era, proving that sometimes all you need is a flip chart and a dream. Move over, high-tech documentaries; ABS-CBN’s flip chart saga is the new gold standard in storytelling, leaving audiences wondering, “Why complicate things when you can just flip and draw?”",2023-12-02T14:45:39-08:00,"Entertainment, Film and TV"
Madam Tussauds To Welcome Kathniel!,https://adobochronicles.com/2023/12/01/madam-tussauds-to-welcome-kathniel/,"The iconic wax museum Madame Tussauds in Hong Kong has announced its latest addition to its star-studded lineup: Kathniel’s wax figures. Because nothing says cultural significance like the immortalization of a celebrity couple in wax, right? Move over, Manny Pacquiao, Pia Wurtzbach, Catriona Gray and Anne Curtis; make way for the stars of countless teleseryes and romantic comedies! Experts are already speculating that the Kathniel wax figures will revolutionize the museum experience, offering visitors the chance to witness the uncanny resemblance of Daniel Padilla and Kathryn Bernardo frozen in a state of perpetual charm. Filipino fans are celebrating despite the breakup of their darling couple. On the other hand, critics are left wondering if Madame Tussauds has mistaken soap opera popularity for historical significance. Nevertheless, brace yourselves, world – the Kathniel fever is now officially immortalized in wax, proving once and for all that celebrity culture knows no bounds.",2023-12-01T13:13:39-08:00,"Arts, Entertainment, International"
Kathniel Breakup Aftermath: Google Search Goes Dark For 8 Hours!,https://adobochronicles.com/2023/12/01/kathniel-breakup-aftermath-google-search-goes-dark-for-8-hours/,"Google Search experienced an unprecedented 8-hour meltdown on Friday night, succumbing to an unexpected surge of Kathniel-related queries. The popular celebrity couple’s reported breakup sent shockwaves across the Internet in the Philippines, causing an influx of desperate netizens seeking answers. Google, usually the omniscient oracle of information, found itself drowning in a sea of heartbroken fans demanding real-time updates on the alleged split. The hashtag #Kathniel wasn’t returning any search results. As the search engine struggled to keep up with the overwhelming demand for the latest Kathniel gossip, frustrated users were left in the dark, forced to resort to archaic methods like talking to friends or relying on traditional news outlets. Conspiracy theories about Google’s algorithm having a soft spot for celebrity drama quickly emerged, with some suggesting that the artificial intelligence may have needed a break from the relentless melodrama. In the aftermath, Google apologized for the inconvenience, reminding users that it’s always healthy to take a breather from celebrity gossip and embrace the real world.",2023-12-01T13:58:35-08:00,"Entertainment, Social Media"
Had Michelle Dee Been In The Miss Universe Top 3,https://adobochronicles.com/2023/11/27/had-michelle-dee-been-in-the-miss-universe-top-3/,"In a stunning display of collective denial, the nation that once was proud of itself for resilience seems unable to bounce back from Michelle Dee’s Miss Universe disappointment. The motorcade, typically reserved for crown bearers, snaked through the streets as if Dee had single-handedly wrestled the crown from the jaws of the universe and lost it in customs. The absurdity reached its zenith when Boy Abunda, disqualified juror extraordinaire, posed a question to Dee — the same question that had been asked to the Top 3 finalists. “Wow,” Abunda exclaimed, as if the fate of the universe hinged on Dee’s response. Perhaps he expected a profound revelation about the secrets of the cosmos. Yet, even if Dee had answered with the wisdom of a sage, one can’t help but wonder: who is Whang-od, and does anyone outside Abunda’s inner circle care? The judges would likely have scratched their heads, pondering the cosmic significance of a name lost in the black hole of irrelevance. While Dee’s intelligence and eloquence are a given, her response to Abunda was without the pressure faced by the Top 3 who were hearing  the question for the firs time. Alas, the nation weeps, clinging to a motorcade mirage and Boy Abunda’s intergalactic inquiries.",2023-11-27T13:44:58-08:00,"Beauty, Entertainment, International"
Wanted: Kathniel Breakup Long Weekend,https://adobochronicles.com/2023/11/30/wanted-kathniel-breakup-long-weekend/,"The riveting saga of Kathryn Bernardo and Daniel Padilla’s break-up has eclipsed the week’s consequential news, leaving pressing national issues lurking in the shadows like forgotten supporting characters. As Congress contemplates canceling the broadcast franchise of SMNI, the Philippines contemplates a return to the International Criminal Court, and Comelec bans Smartmatic with the subtlety of a sledgehammer, the public’s attention remains steadfastly fixated on the disintegration of a showbiz power couple. Meanwhile, Vice President Sara Duterte’s confidential funds and looming impeachment take a backseat, akin to a forgotten subplot in a telenovela. The long-awaited release of former Senator Leila de Lima, once a headline-stealer, is now reduced to a cameo appearance in the grand soap opera of celebrity heartbreak. It seems that in the theater of public interest, political upheavals and societal milestones are mere extras, as the nation collectively gasps and grieves over the demise of another fairy-tale romance. The only thing missing is the proclamation by Malacanang of a Kathniel non-working holiday to give Pinoys yet another three-day long weekend. Priorities, it seems, are just as elusive as true love in the world of sensationalism.",2023-11-30T13:56:41-08:00,"Entertainment, Holiday"
A ‘Requiem’ For ‘Here Lies Love!’,https://adobochronicles.com/2023/11/09/a-requiem-for-here-lies-love/,"In a not-so-surprising development, “Here Lies Love” is bidding adieu to Broadway, a demise met with mixed feelings. While it’s a feather in the cap for the Philippines to have a homegrown musical and an all-Filipino cast on the illustrious stage, one can’t help but ponder why the seats remained as empty as the promises of a politician. Is Broadway fatigued with the Marcos saga, or have theater-goers rejected the notion of a theater experience without plush seats? Perhaps the Great White Way isn’t ready for a show that challenges the hegemony of cushioned comfort. Could it be that American audiences, accustomed to Les Misérables-style epics, find “Here Lies Love” a bit too shallow and a tad too brown? Or, just maybe, the viral video of Lea Salonga cold-shouldering a fan had more impact than anticipated. Did her icy dismissal freeze the enthusiasm of potential theatergoers, leaving them colder than a New York winter? Whatever the reason, “Here Lies Love” is a testament to the fact that even a musical can’t escape the drama of Broadway politics. After all, “Miss Saigon” was met with protests when it first arrived in New York.",2023-11-09T23:48:59-08:00,Entertainment
Sharon Cuneta The Child Is Back!,https://adobochronicles.com/2023/11/26/sharon-cuneta-the-child-is-back/,"In a recent social media revelation, Sharon Cuneta, the perpetual caregiver to everyone but herself, declared her desire to rewind the clock and relive the carefree days of childhood. Lo and behold, the wonders of technology have granted her wish, unveiling the birth of “Shawee,” the AI-generated child version of the megastar. Gone are the days of adult responsibilities and tedious caretaking, as Shawee frolics in a pixelated playground of algorithms. No more worries about managing a household or catering to the needs of an entire nation; now it’s all about playdates with virtual friends and mastering the art of finger painting on a touch screen. But beware, for with the innocence of a child comes the tantrums of a digital diva. Shawee might demand a virtual lollipop or throw a byte-sized fit when the Wi-Fi is slow. Who knew that escaping adulthood would bring forth a whole new set of algorithmic adventures? Sharon Cuneta’s wish has come true, and the internet is now graced with the saga of Shawee – the forever young, forever sassy AI offspring.",2023-11-26T18:52:10-08:00,"Entertainment, Social Media"
A Senator-Entertainer We Didn’t Deserve.,https://adobochronicles.com/2023/11/16/a-senator-entertainer-we-didnt-deserve/,"Oh, look who’s back from the ancient comedy archives, Tito “Foot-in-Mouth” Sotto! The man’s got a social media presence that’s as outdated as his jokes. Remember the golden era when he graced us with the term “naano lang” for a Cabinet appointee —a single mom? Classic Sotto move, as if he’s auditioning for a stand-up gig in a time machine. His recent post is like a comedy rerun that nobody asked for – a mix of cringe and confusion. I bet Sotto’s social media team is just a bunch of palm-reading mystics, ’cause predicting when he’ll drop another bomb is as easy as predicting the next solar eclipse. But hey, we love a blast from the past, right? Sotto’s social media game is like watching a black and white TV in the era of 4K – entertaining in a vintage kind of way, but ultimately, it leaves you wondering if you’ve accidentally time-traveled to the stone age of humor. But worse, it makes you wonder how did he even get elected senator, and become senate president?",2023-11-16T02:35:57-08:00,"Entertainment, Politics"
Toni Gonzaga’s Return To A Non-Existent TV Network,https://adobochronicles.com/2023/11/12/toni-gonzagas-return-to-a-non-existence-tv-network/,"In the riveting soap opera of Philippine showbiz, the rumor mill is churning faster than a conspiracy theorist’s brain on caffeine. Toni Gonzaga, known for her plot twists both on and off-screen, is allegedly making a U-turn back to ABS-CBN, the anti-Marcos haven, leaving ALLTV in the dust. The irony is thicker than a teleserye plot as her husband, Paul Soriano, bids adieu to his role as Bongbong Marcos’ Special Assistant for Creative Communications. Are the Gonzaga-Soriano duo staging a coup against the Marcoses, or is this just another ingenious marketing strategy? Perhaps Gonzaga is a secret fan of non-existent, no-franchise networks, or maybe she’s just nostalgic for the good old days of black-and-white TV. Either that or her crystal ball predicted the rise of holographic broadcasting. Whatever the reason, the real mystery here is why anyone would voluntarily leave a job with a title that sounds more fictional than the latest teleserye plot twist. Stay tuned for the next episode of “As the Network Turns.”",2023-11-12T21:11:05-08:00,"Entertainment, Film and TV"
Celebrity Watchers Less Intelligent?,https://adobochronicles.com/2023/11/08/celebrity-watchers-less-intelligent/,"In a groundbreaking study that truly confirms what we’ve all secretly suspected, researchers have now proven that people who are obsessed with celebrities are, in fact, less intelligent. Who could have seen that coming? The brilliant minds at BMC Psychology conducted an exhaustive survey on 1,763 adults to uncover this groundbreaking revelation. Yes, it turns out that individuals who spend their valuable time keeping up with the latest celebrity gossip and meticulously watching Vice Ganda’s or Tito, Vic and Joey’s daily routines are not exactly rocket scientists. It’s as if their brains are so preoccupied with celebrity escapades that they forget the quadratic formula or the periodic table. So, for all the celebrity-obsessed out there, don’t fret. You may not be setting any IQ records, but you’re certainly winning in the “Who’s Who of noontime shows or teleseryes.” Who needs intelligence when you can expertly discuss who wore it better on the red carpet or who told the corniest joke?",2023-11-08T02:02:33-08:00,"Entertainment, Human Interest"
Sharon Cuneta’s Big Denial!,https://adobochronicles.com/2023/11/09/sharon-cunetas-big-denial/,"Megastar Sharon Cuneta recently took to social media to deny a shocking accusation: that she is, in fact, a manananggal, a mythical Filipino creature known for its ability to separate its upper torso to hunt for prey. Cuneta vehemently insisted that she’s not a manananggal and that her children are definitely not chickens. “No cockfights here,” she proclaimed, as if we were all eagerly awaiting her livestock updates. It’s reassuring to know that our national superstar is not moonlighting as a supernatural being and that her offspring aren’t secretly feathered fowl. The world can finally breathe a sigh of relief.",2023-11-09T19:51:30-08:00,Entertainment
The Opulence Ball: Rags Vs. Riches,https://adobochronicles.com/2023/11/02/the-opulence-ball-rags-vs-riches/,"Ah, the Opulence Ball, where the wealthy elite can finally break free from their oppressive, everyday attire of gold-plated suits and diamond-studded dresses to don their one-night-only jewels, fabrics, and one-of-a-kind designs, all while the rest of us peasants are left contemplating our tattered shoelaces. Thanks to the creative genius of Australian businessman Ash Rye and TV host Raymond Gutierrez, the Opulence Ball is the perfect stage for celebrities to flaunt their glitz, glamour, and eerie extravagance on Halloween eve. In a country where a significant majority of the population struggles to make ends meet, the Opulence Ball couldn’t be more appropriately named. It’s a delightful reminder that the economic gap between the rich and the rest of us is about as wide as the Grand Canyon. While we count our pennies, they flaunt their ostentatious wealth, leaving us wondering if this is some cruel, twisted joke. But hey, who needs affordable healthcare and education when you can have a night of opulent indulgence, right?",2023-11-02T14:41:05-07:00,"Economy, Entertainment, Fashion"
MTRCB’s Lala Sotto On 12-Day Leave After Meltdown On Satirical Post,https://adobochronicles.com/2023/11/02/mtrcbs-lala-sotto-on-12-day-leave-after-meltdown-on-satirical-post/,"MTRCB chair Lala Sotto has decided to take a 12-day leave of absence, leaving us all wondering if the absurdity of her agency’s recent actions finally got to her. The MTRCB recently made headlines by vehemently denying any involvement in summoning Vice Ganda over that infamous chicken-licking McDonald’s commercial. But here’s the kicker – it turns out that the MTRCB’s outrage was triggered by a satirical piece on social media. Yes, you read that right – the agency that’s supposed to regulate television content was duped by a satirical article. It’s a classic case of making much ado about nothing. In the past, MTRCB suspended Vice Ganda’s “It’s Showtime!” for a cake icing licking episode that they deemed child-offensive. Now, the tables have turned, and it’s MTRCB that finds itself in the hot seat for its over-the-top reaction to a satirical joke. Perhaps they should consider regulating their own gullibility before attempting to regulate the airwaves.",2023-11-02T13:52:15-07:00,"Entertainment, Social Media"
"Sharon Cuneta, Richard Gomez To Reunite In “True Love” The Concert!",https://adobochronicles.com/2023/11/01/sharon-cuneta-richard-gomez-to-reunite-in-true-love-the-concert/,"MANILA, Philippines ( The Adobo Chronicles, Manila Bureau) – Fresh from the success of her “Dear Heart” concert with ex-husband Gabby Concepcion, megastar Sharon Cuneta is set to reunite with actor-turned-politician Richard Gomez in an upcoming show at the MOA Arena. The concert is being billed as “True Love” The Concert. It is no secret that the couple had a romantic relationship on and off-screen. The Adobo Chronicles tried to reach Cuneta’s husband Kiko Pangilinan for comment but he has not returned our calls. But no, worries, we feel you, Kiko!",2023-11-01T15:01:41-07:00,Entertainment
MTRCB Bites Hard On Satire,https://adobochronicles.com/2023/10/31/mtrcb-bites-hard-on-satire/,"Ah, the wonderful world of Philippine showbiz, where the absurdity knows no bounds! Lala Sotto, the epitome of morality in the arena of showbiz censorship, has become the unwitting target of a satirical post claiming that the MTRCB has summoned Vice Ganda for a licking offense. Yes, you heard that right, licking – whether it’s cake icing or fried chicken, apparently, it’s a matter of national concern. One can’t help but marvel at the sheer creativity of these satirists who manage to turn the mundane into sensational scandals. The comparison between cake icing and fried chicken licking is nothing short of genius. It’s as if the fate of our nation hinges on how celebrities enjoy their food. In the land of countless pressing issues, from poverty to political corruption, it’s a breath of fresh air to see our watchdogs prioritize fried chicken finger-licking. Who knew that MTRCB had such a keen sense of taste, pun intended! Perhaps next, they can summon me for sipping tea in a scandalous manner. Let’s face it, the world of Philippine showbiz is a strange, wonderful, and often baffling place. And it’s the satirists who shine a light on its peculiarities, bringing a much-needed dose of humor to our lives. So, keep on licking that fried chicken, Lala, and let the MTRCB worry about the real issues – like the scandalous way we eat our adobo!",2023-10-31T20:15:25-07:00,"Entertainment, News Satire"
PAL’s Newest Celebrity Endorser: Vice Ganda!,https://adobochronicles.com/2023/11/01/pals-newest-celebrity-endorser-vice-ganda/,"MANILA, Philippines ( The Adobo Chronicles, Manila Bureau) – In a shocking twist of events, Philippine Airlines (PAL) has decided to extend the olive branch to Vice Ganda, the comedian and television host who recently had a public meltdown after being downgraded from business to economy class on one of their flights. This incident caused quite a stir, with Vice Ganda venting his frustration on social media, demanding to be treated like the star that he is. PAL’s sudden change of heart comes as a surprise, considering the airline’s initial response to the incident, which was to dismiss it as a simple mistake. However, PAL has now decided to offer Vice Ganda and paying passengers a special “Comedian’s Class” on their flights, complete with luxury amenities, extra legroom, and an in-flight stand-up comedy performance by none other than Vice Ganda himself. In return, Vice Ganda has agreed to be PAL’s celebrity endorser, with her image emblazoned on one of the airline’s Manila to Hong Kong aircraft. While many are baffled by this sudden about-face, it seems that the power of celebrity outrage knows no bounds. PAL may have realized that keeping Vice Ganda happy is the key to keeping the peace in the skies. Who would have thought that a mere economy-class downgrade could lead to such high-flying concessions? It’s a lesson for us all: when in doubt, throw a public tantrum and watch the perks roll in.",2023-11-01T01:36:16-07:00,"Business, Entertainment, Travel"
Vice Ganda’s Saga: Social Class On Philippine Airlines,https://adobochronicles.com/2023/10/24/vice-gandas-saga-social-class-on-philippine-airlines/,"In the scandalous saga of Vice Ganda’s forced descent from the heavens of business class to the depths of economy on Philippine Airlines, we witness the most harrowing of social injustices: the elite being subjected to the same in-flight discomfort as us commoners. PAL’s laughable justification for this transcontinental travesty is an affront to common sense and a slap in the face to all travelers. Vice Ganda’s ordeal has exposed the gaping abyss of social class disparity. Imagine, a celebrity, an icon, a national treasure made to rub shoulders with the unwashed masses! It’s as if the airline dared to suggest that just because you pay more, you should receive more. Outrageous! But let’s be clear, the rapid and very public apology from PAL was just a reminder of the privileges reserved for the glitterati. One can’t help but wonder if they’d be as expedient if it were Joe Schmo or Jane Doe crying foul from the back of the plane. In the battle of classes, it seems that celebrities still enjoy an express ticket to first-class sympathy. Let’s say it all together: Love The Philippines!",2023-10-24T13:55:36-07:00,"Business, Entertainment, Travel"
Concertmania: Sharon Leaves Filipino Fans Breathless!,https://adobochronicles.com/2023/10/26/concertmania-sharon-leaves-filipino-fans-breathless/,"Oh, dear heart Sharon, after all these mega decades, you still leave us breathless each time you step into that concert stage.  Yes, you, Sharon Corrs. And your siblings. How appropriate that your show came just days before the other Sharon concert which capitalizes on faux nostalgia, imagined fandom loyalty and D.J. music. Some so-called concert queens could definitely learn a thing or two from you. We’ll keep welcoming you back, maybe even book a P25K VIP ticket which would be all worth it!",2023-10-26T14:57:45-07:00,"Entertainment, Music"
“It’s Showtime!” 12-day Suspension Extended For Another 12 Days!,https://adobochronicles.com/2023/10/21/its-showtime-12-day-suspension-extended-for-another-12-days/,"MANILA, Philippines ( The Adobo Chronicles, Manila Bureau) – The MTRCB (Movie and Television Review and Classification Board) has decided to extend the suspension of “It’s Showtime!” for an additional 12 days. The reason? A photo posted by the noon-time show’s cast showing Vice Ganda and others licking ice cream while vacationing in Hong Kong. “They never learn,” the MTRCB declared, shaking their heads in dismay. This latest suspension comes hot on the heels of the previous one, which was imposed after an episode featured Vice Ganda and Ion Perez indulging in the outrageous act of licking cake icing. It seems the MTRCB is determined to protect the moral fabric of our society, one tongue-licking incident at a time.",2023-10-21T16:49:14-07:00,Entertainment
"Sharon, Sharon, What’s Inside Those Orange Boxes?",https://adobochronicles.com/2023/10/25/sharon-sharon-whats-inside-those-orange-boxes/,"Philippine showbiz sensation Sharon Cuneta has once again taken the Internet by storm with her latest social media post. The image, featuring her beloved pet dog sitting on a blue chair in a room filled with bright orange boxes, has left the nation puzzled. The burning question on everyone’s mind: what on earth is hiding inside those mysterious boxes? Conspiracy theories are running rampant, and some can’t help but draw parallels to her infamous 2022 presidential campaign video. In that eyebrow-raising moment, Cuneta appeared to offer a Rolex watch while VP candidate Leni Robredo was addressing the nation. Was this another cunning marketing tactic to promote her secret Rolex black market operation? Could it be that Cuneta is secretly amassing a horde of Rolex watches for a shadowy resale empire? Perhaps she plans to finance her own space exploration program or build a secret underground lair. Or maybe, just maybe, those boxes contain her vast collection of Oscar snubs. It’s anyone’s guess. Sharon Cuneta and her orange boxes have become a national enigma, leaving us all to ponder life’s greatest mysteries, one Rolex at a time.",2023-10-25T03:16:31-07:00,"Entertainment, Social Media"
Netizens Want “It’s Your Lucky Day” To Permanently Replace “It’s Showtime!”,https://adobochronicles.com/2023/10/18/netizens-want-its-your-lucky-day-to-permanently-replace-its-showtime/,"Hell has broken loose as netizens have spoken, and they’ve got a bone to pick with Vice Ganda! Luis Manzano’s innocuous question about the future of “It’s Your Lucky Day” has unleashed a digital maelstrom that even the most intrepid social media influencer would struggle to navigate. The response was so overwhelming that it’s clear netizens are desperate for a change of pace, and they’re not holding back. They’ve overwhelmingly voted for Luis Manzano’s show to permanently replace Vice Ganda’s “It’s Showtime.” Clearly, Vice Ganda’s “showtime” might be running out of time! The internet, it seems, has had enough of Vice Ganda’s daily dose of fun and laughter and is thirsting for Luis Manzano’s charm, wit, and those occasional dad jokes that make us all roll our eyes and smile. It’s a tough world out there for television shows, and it seems that in the battle of the shows, Manzano is having the last laugh. After all, it’s your lucky day, indeed!",2023-10-18T17:56:08-07:00,Entertainment
Meta Suspends ABS-CBN Account For Community Violations!,https://adobochronicles.com/2023/10/18/meta-suspends-abs-cbn-account-for-community-violations/,"MENLO PARK, California ( The Adobo Chronicles, Menlo Park Bureau) – Blame it on its PR Department, but ABS-CBN’s Meta/Facebook account has been indefinitely suspended. It all sprung from a post by ABS-CBN’s PR Department announcing the passing of actress Maricel Soriano — or at least the character she played in the teleserye — “Pira Pirasong Paraiso.” The FB announcement shocked fans thinking Soriano had passed on.  It was actually the character Amanda Barrameda she played who had passed . But worst of all, the ABS-CBN post included a graphic of a knife which led fans to believe that Soriano was killed through a knife attack, a violent way for anyone to leave this earth. Facebook’s community standards couldn’t be more clear about the ban on posting violent photos and graphics about  killing weapons, including knives!",2023-10-18T04:50:43-07:00,"Entertainment, Film and TV"
“It’s Your Lucky Day” To Permanently Replace “It’s Showtime!”,https://adobochronicles.com/2023/10/16/its-your-lucky-day-to-permanently-replace-its-showtime/,"QUEZON CITY , Philippines ( The Adobo Chronicles, Quezon City Bureau)- ABS-CBN has declared that “It’s Your Lucky Day” will permanently replace “It’s Showtime,” following the latter’s 12-day suspension. This decision was reportedly influenced by the unexpected rapture that the audience displayed during the replacement show, proving that life beyond Vice Ganda and “It’s Showtime” does indeed exist. It seems ABS-CBN executives have seen the light, or perhaps just a pot of gold, at the end of their noon-time rainbow. The enthusiastic viewer feedback was so overwhelming that it left ABS-CBN executives wondering if Vice Ganda had been keeping the network hostage with high-energy antics all these years. “It’s Your Lucky Day” showcases ordinary people winning prizes and doesn’t rely on over-the-top humor, celebrity appearances, or dancing hosts – a real game-changer in the world of Filipino noontime entertainment. The audience’s newfound love for a less extravagant show has opened the doors to greener pastures for ABS-CBN, making us wonder what other surprises they have up their sleeves. Is this the dawn of a new era, or simply a temporary reprieve from the madness of noontime TV? Only time will tell.",2023-10-16T05:46:48-07:00,Entertainment
BREAKING NEWS! Vice Ganda Booted Out of 2023 Metro Manila Film Festival?,https://adobochronicles.com/2023/10/17/breaking-news-vice-ganda-booted-out-of-2023-metro-manila-film-festival/,"MANILA , Philippines ( The Adobo Chronicles, Manila Bureau) – In a shocking turn of events, Vice Ganda, the perennial superstar and box office king of the Philippine entertainment scene, has been conspicuously absent from this year’s Metro Manila Film Festival (MMFF). Speculation is rife that his absence may finally pave the way for movies that don’t solely rely on wardrobe changes, slapstick humor, and a swarm of backup dancers. Some optimists suggest that without Vice Ganda’s trademark wigs, glitter, and melodramatic punchlines, audiences might actually notice that there’s more to Philippine cinema than gender-bending comedies. Critics, however, are concerned about the potential decline in sequins and glitter glue sales this festive season. JAKE DON contributed to this report.",2023-10-17T01:33:42-07:00,Entertainment
"Drag Artist Pura Luka Arrested, Will File Counter Lawsuit!",https://adobochronicles.com/2023/10/04/drag-artist-pura-luka-arrested-will-file-counter-lawsuit/,"MANILA, Philippines ( The Adobo Chronicles, Manila Bureau) – Controversial drag performer Pura Luka Vega was arrested by Manila Police District operatives in his home in Sta. Cruz, Manila on Wednesday afternoon. The drag performer, whose real name is Amadeus Fernando Pagante, is reportedly being held at the Santa Cruz Police Station. Religious group Philippines for Jesus Movement earlier sued Vega for his rock rendition of “Ama Namin,” or the Lord’s Prayer, which was denounced by many as “blasphemous.” Pagante was charged under Article 201 of the Revised Penal Code provides the penalty for “immoral doctrines, obscene publications and exhibitions and indecent shows.” It wasn’t clear whether Pagante would be posting bail for his temporary freedom.  What’s clear is that he’s fighting back! In a message sent directly to The Adobo Chronicles, Pagante said he is counter-suing the religious group, the Catholic Bishops Conference of the Philippines and Parish officials of Quiapo Church for immoral doctrines, idolatry and grave threat to public safety.  This is connection with the annual Traslacíon celebrating the feast of the Black Nazarene. “When I performed as Jesus, I was merely practicing my craft as an entertainer.  No one was physically hurt during my performance.  Nothing immoral about that,” he said. Pagante added: “What could be more immoral than a public display of idolatry, parading the Black Nazarene like a rock star, and putting the lives and safety of devotees at great risk?  Is there a double standard here?”",2023-10-04T15:24:48-07:00,"Entertainment, Law Enforcement, Religion"
“It’s Showtime” Fans To Stage A 12-day Partial Hunger Strike!,https://adobochronicles.com/2023/10/07/its-showtime-fans-to-stage-a-12-day-partial-hunger-strike/,"QUEZON CITY, Philippines ( The Adobo Chronicles, Quezon City Bureau) – ABS-CBN has decided not to appeal the 12-day suspension of “It’s Showtime” to the Office of the President.  Earlier, the Movie and Television Review and Classification Board (MTRCB) denied the appeal of the noon-time show to reconsider the suspension decision.” “ It’s Showtime” will go off the air starting October 12 and will return on October 28. As a response to the ABS-CBN statement, fans of the Vice Ganda-hosted show have decided to stage a 12-day partial hunger strike to show support for and solidarity with their  favorite slapstick variety TV show. The “partial hunger strike” means that fans will skip lunch for the 12-day period of the show’s suspension. Upon learning of the partial hunger strike, Vice Ganda was so emotional she decided to spend the 12 days of suspension shopping in Singapore with partner Ion Perez. “I will be with you all in spirit,” he said.",2023-10-07T12:59:54-07:00,"Entertainment, Food"
OPINION: The Snubbing Of Ms. Nora Aunor’s “Pieta” In This Year’s Metro Manila Film Festival!,https://adobochronicles.com/2023/10/17/opinion-the-snubbing-of-ms-nora-aunors-pieta-in-this-years-metro-manila-film-festival/,"by Pol Pinoy Oh, what a travesty it is that Nora Aunor’s cinematic masterpiece “Pieta” has been snubbed, overlooked, and unceremoniously left out of this year’s illustrious Metro Manila Film Festival! The disappointment among Noranians and Filipino film enthusiasts is palpable, as they were eagerly awaiting a rare opportunity to witness the magic of Philippine cinema’s true superstar. It’s quite the cinematic paradox when a festival that claims to celebrate the best of Filipino cinema manages to exclude one of the most iconic figures in the history of Philippine entertainment. It’s as if they’ve decided to hold a Lechon Festival without the actual lechon. How can we possibly have a meaningful discussion about the true queen of Filipino cinema without considering the astounding contributions of Nora Aunor? Instead, we are presented with a selection that includes the likes of the “Star for All Seasons” Vilma Santos and the “Mega Star” Sharon Cuneta. Now, don’t get me wrong; Vilma and Sharon have had their moments of glory, and they’ve given us some fantastic films over the years. But let’s not kid ourselves; they are but mere mortals compared to the celestial presence of Nora Aunor. It’s like hosting a “Who’s the Greatest Actor of All Time” contest and omitting Meryl Streep while throwing in a few Hollywood newcomers. Nora Aunor is not just an actress; she’s a national treasure, a legendary performer who has transcended generations. Her contribution to Philippine cinema is nothing short of monumental. The exclusion of “Pieta” from the festival is a blatant injustice, a cinematic crime of epic proportions. Nora Aunor is a national artist, for heaven’s sake! She deserves a spot at any cinematic gathering, especially one that claims to showcase the best of the best. Leaving her out is akin to hosting a fiesta without the lechon, a halo-halo without the leche flan. But fear not, fellow Noranians and cinema enthusiasts. We know the true queen of Filipino cinema, and her reign transcends awards and festivals. Nora Aunor’s legacy will continue to shine, casting its brilliant light on the hearts of those who truly understand and appreciate her remarkable talent. So, let the Metro Manila Film Festival have its moment in the spotlight with its other offerings, but let’s not pretend that it’s the definitive yardstick for measuring greatness in Filipino cinema. Nora Aunor, the Superstar and National Artist, will forever be etched in our hearts and in the annals of Philippine film history, regardless of any festival’s myopic decisions.",2023-10-17T02:12:12-07:00,"Entertainment, Film and TV"
Thousands Apply To Be Surrogate For Vice Ganda And Ion Perez,https://adobochronicles.com/2023/10/05/thousands-apply-to-be-surrogate-for-vice-ganda-and-ion-perez/,"by JAKE DON QUEZON CITY, Philippines ( The Adobo Chronicles, Quezon City Bureau) – Television host Vice Ganda initially didn’t want to have children of his own, but his romance with Ion Perez convinced him that parenthood is a “beautiful” experience. The comedian had previously opened up about his plans of having a baby with Perez through a surrogate in an interview with former Manila City mayor Isko Moreno. After hearing of the couple’s plan, thousands of Filipinas have sent letters to Ganda offering their services as surrogates.  Some have even expressed their willingness to have a one-night stand with Perez just so the couple can finally realize their dream. Applicants have stated various reasons for their offer.  Some have said it would be a honor just to carry the baby of one of the most famous celebrity couples.  Others have revealed their sad stories, saying being selected as surrogate is the only way they know to uplift their dire financial need. Vice Ganda has not made any decision on the offers and may have put the plan on hold when the couple adopted a pet baby, an adorable black and white Pomeranian.",2023-10-05T15:39:02-07:00,Entertainment
"Commentary: Senator Bong Revilla Should Appeal To Vice Ganda, Not To Malacañang",https://adobochronicles.com/2023/09/29/commentary-senator-bong-revilla-should-appeal-to-vice-ganda-not-to-malacanang/,"Senator Bong Revilla’s recent appeal to Malacañang regarding the “No work, no pay” workers of “It’s Showtime” is a display of misplaced priorities that could make even the most absurd of reality TV plots seem sensible. While the show was suspended for 12 days due to the antics of Vice Ganda and Ion Perez, Revilla’s call for presidential intervention seems like a punchline in itself. Why bother the President for the mischief of the show hosts? Perhaps a more effective approach would be for Senator Revilla to ask the hosts of the show, particularly the wealthy Vice Ganda, to dip into their deep pockets and ensure that the workers receive their wages during the suspension. After all, Vice Ganda once claimed to have lost track of her wealth, so why not share the blessings with those who truly need it? It’s a golden opportunity for a real-life show of generosity.",2023-09-29T13:40:49-07:00,Entertainment
