title,url,text,published_date,categories
"Galvez: Sinovac Will Pay PH P7,259 For Each 2-Dose Of The Vaccine We Purchase!",https://adobochronicles.com/2021/01/13/galvez-sinovac-will-pay-ph-p7259-for-each-2-dose-of-the-vaccine-we-purchase/,"MANILA, Philippines ( The Adobo Chronicles, Manila Bureau) – Now we know why the Duterte government has chosen to purchase the Chinese vaccine Sinovac. The country stands to earn P7,250 for every 2 doses of the Covid-19 vaccine it buys from China. ABS-CBN is reporting that Vaccine Czar Secretary Carlito Galvez said that purchasing Sinovac through the COVAX facility would decrease the price of the vaccine by as much as 300%. The estimated cost of Sinovac is P3,629.50 per two doses (according to figures released by Senator Sonny Angara’s office).  A 100% decrease in price would make the vaccine free. Therefore a 300% decrease would mean the makers of Sinovac would owe the Philippines P7,259 for each two-doses of the vaccine. Kudos to Secretary Galvez.  What a great deal!",2021-01-13T01:48:06-08:00,"Government, Health & Medicine, International"
Philippine President Rodrigo Duterte’s Alcohol Diplomacy,https://adobochronicles.com/2021/01/17/philippine-president-rodrigo-dutertes-alcohol-diplomacy/,"MANILA, Philippines ( The Adobo Chronicles, Manila Bureau) – Many Americans are familiar with President Barack Obama’s “beer diplomacy” when he hosted an intimate meeting  — over beer — at The White House in an attempt to resolve a racial profiling issue. Well, move over, Mr. Obama. Philippine President Rodrigo Duterte made headlines this week when he introduced his own diplomacy, not over beer, but over alcohol. It happened at Malacañang Palace, the Presidential residence, as he welcomed China’s Foreign Minister Want Yi who was visiting the Philippines. It was all caught on tape! One Filipino netizen described Duterte as “alcohol dispenser.” And it worked! The Chinese official said his country was donating half a million doses of a Chinese vaccine to the Philippines.",2021-01-17T00:54:18-08:00,"Government, Health & Medicine, Politics, Race Relations"
Thousands Of Californias Petition Governor To Ease Covid Restrictions,https://adobochronicles.com/2021/01/14/thousands-of-californias-petition-governor-to-ease-covid-restrictions/,"SACRAMENTO, California ( The Adobo Chronicles, Sacramento Bureau) Tens of thousands of Californians have petitioned Governor Gavin Newsom to ease the state’s Covid-19 lockdown restrictions. To curb the spread of the deadly coronavirus, Newsom put in place what amounts to a temporary strict lockdown, restricting movement and activities by citizens. One of the restrictions is a stay home order that among other things, prohibits people from holding gatherings or dinners with non household members. Newsom however clarified that Californians can still host  small dinners or gatherings of up to a maximum of 8 people without any issue. The petitioners argued that they don’t know 8 people without issues. “Almost everyone comes with some baggage,” they said.",2021-01-14T14:18:52-08:00,"Government, Health & Medicine, Law Enforcement"
"IATF TO USE FOOD PANDA, GRAB FOOD FOR COVID-19 VACCINE DISTRIBUTION",https://adobochronicles.com/2021/01/07/iatf-to-use-food-panda-grab-food-for-covid-19-vaccine-distribution/,"MANILA, Philippines ( The Adobo Chronicles, Manila Bureau) – When the Philippines finally receives its Covid-19 vaccines, it goes without saying that an efficient system of distribution is crucial to make sure Filipinos are inoculated in a safe and timely manner. This early, the Inter-Agency Task Force for Emerging Infectious Diseases (IATF) is already putting in place a fool-proof distribution system to ensure that no Filipino will be left out. Vaccine Czar Carlito Galvez, Jr., told The Adobo Chronicles that IATF has signed a deal with food delivery firms FoodPanda and GrabFood to utilize their quick and efficient delivery services to get the vaccines in the arms of all Filipinos. Galvez noted that the firms’ instant delivery services have proven to be very reliable. Customers have praised both FoodPanda and GrabFood for their amazing food delivery time of 30 minutes or less. Kudos to IATF for yet another brilliant strategy!",2021-01-07T16:02:33-08:00,"Government, Health & Medicine"
Philippines: Live Births Could Exceed Senior Citizen Population,https://adobochronicles.com/2021/01/02/philippines-live-births-could-exceed-senior-citizen-population/,"MANILA, Philippines ( The Adobo Chronicles, Manila Bureau) – The Philippines’ senior citizens now comprise more than 10 percent of the total population — 10 million to be exact. But things could abruptly change beginning in 2021 when live births could exceed the senior population. The reason? The community quarantine imposed by the government due to the coronavirus pandemic. It’s been nine months since the community quarantine was first imposed in Luzon and eventually nationwide, because of  Covid-19. It’s that time when live births are due — babies conceived at the beginning of the quarantine. We’ll just have to wait for the actual live birth numbers this month.",2021-01-02T01:13:31-08:00,"Health & Medicine, Human Interest"
"IATF MULLS MANDATING HELMETS, JUMPSUITS TO FIGHT NEW COVID STRAIN",https://adobochronicles.com/2020/12/25/iatf-mulls-mandating-helmets-jumpsuits-to-fight-new-covid-strain/,"MANILA, Philippines ( The Adobo Chronicles, Manila Bureau) – The new coronavirus strain discovered in the United Kingdom is believed to be already in the U.S., and Japan has confirmed the first few such cases. The Philippines’ Inter-Agency Task Force for Emerging Diseases (IATF) has been very proactive in instituting policies and measures to address the Covid-19 pandemic.  It has imposed community quarantines, limited the crowd capacities in public venues and in transportation, required motorcycle barriers as well as face masks and face shields . IATF has already temporarily banned incoming flights from the U.K. President Rodrigo Duterte is cutting his Christmas holiday and has called for an emergency meeting of the task force to discuss the new coronavirus strain. Presidential Spokesperson Harry Roque told The Adobo Chronicles that several members of the IATF have already come up with proposals for the President’s consideration. Foremost of these proposals is to require the mandatory wearing of full helmets and jumpsuits for all Filipinos leaving their homes.  This would be in addition to the wearing of face masks and face shields.  That’s right: helmets worn over both face masks and face shields. We see where IATF is going for on this: 100% protection from the new Covid strain.",2020-12-25T13:38:07-08:00,"Government, Health & Medicine, Law Enforcement"
Leni Robredo Defends PH Government’s Plan To Purchase Chinese Vaccine,https://adobochronicles.com/2020/12/25/leni-robredo-defends-ph-governments-plan-to-purchase-chinese-vaccine/,"MANILA, Philippines ( The Adobo Chronicles, Manila Bureau) – The Duterte government’s plan to procure the Chinese coronavirus vaccine Sinovac drew lots of criticism from politicians and experts.  Many have said that it didn’t make sense to purchase the Chinese vaccine which is said to be only 50% effective compared the the 95% efficacy of the U.S. vaccines by Pfizer and Moderna.  The critics also criticized the fact that Sinovac is more expensive than the other vaccines already approved for Emergency Use Authorization. Well, the Duterte government found a surprise ally in VP Leni Robredo who defended the plan to purchase Sinovac. Robredo told The Adobo Chronicles that if Sinovac is only 50% effective, the Philippines should then double its purchase of the vaccine so that Filipinos can be given two doses instead of just one. “Two doses of 50% effectiveness each would amount to 100% efficacy, even better than the Pfizer and Moderna vaccines,” she said.",2020-12-25T19:25:06-08:00,"Government, Health & Medicine, International"
New Cockroach Variant Discovered In The Philippines!,https://adobochronicles.com/2020/12/29/new-cockroach-variant-discovered-in-the-philippines/,"MANILA, Philippines ( The Adobo Chronicles, Manila Bureau) – Critics of Rodrigo Duterte have accused the President’s administration of always being late in responding to the coronavirus pandemic, whether it be the procurement of Covid-19 vaccines or identifying new variants of the deadly virus. But thanks to Filipino scientists, the Duterte administration can claim the Philippines to be the first among all nations to discover a new strain of the cockroach. Presidential Spokesperson Harry Roque in today’s press briefing unveiled the first photo of the newly-discovered cockroach variant. Many believe that the mutation was most likely inspired by the Filipinos’ penchant for designer bags, particularly the Gucci brand. Vice President Leni Robredo, who herself fancies Gucci and other designer brands, has yet to issue a statement on the new discovery.",2020-12-29T12:59:42-08:00,"Fashion, Government, Health & Medicine, International, Science and Environment"
PHILIPPINES’ SENATE PRESIDENT WOULD RATHER BE POISONED THAN VACCINATED,https://adobochronicles.com/2020/12/20/philippines-senate-president-would-rather-be-poisoned-than-vaccinated/,"MANILA, Philippines ( The Adobo Chronicles, Manila Bureau) – Taking to Twitter to respond to suggestions that politicians should be the first to be vaccinated for Covid-19, the Philippines’ Senate President Tito Sotto shocked his countrymen with his reply. He says he’d rather be poisoned than vaccinated for free. Sotto also mischaracterized the new Covid-19 vaccines as “98% good.”  The FDA-approved vaccines are about 95% effective, according to the manufacturers and FDA review panels. The honorable Senator also must have forgotten that murder is a crime.  Including poisoning someone.",2020-12-20T00:48:09-08:00,"Government, Health & Medicine, Social Media"
IATF TO MANDATE 6 FEET DISTANCE BETWEEN VEHICLES ON THE ROAD,https://adobochronicles.com/2020/12/20/iatf-to-mandate-6-feet-distance-between-vehicles-on-the-road/,"MANILA, Philippines ( The Adobo Chronicles, Manila Bureau) – The Philippines’ Inter-Agency Task Force on Emerging Infectious Diseases (IATF) has tried everything to mitigate the continued spread of the coronavirus — from mandating face masks and face shields, to limiting transport and indoor capacities, to banning Christmas caroling and karaoke singing . Not to mention the motorcycle barriers. What else is left to regulate? Leave it to the retired generals, technocrats and politicians in the IATF to think of the next move. Today, IATF has issued a new order that imposes  a minimum of six feet (2 meters) distance between motor vehicles plying the country’s  roads and highways, with violators caught on CCTV facing fines, jail time or both. Spokesperson Harry Roque told The Adobo Chronicles that the IATF believes keeping the said distance between vehicles will significantly reduce the chances of the virus being spread from person to person. The Metro Manila Development Authority (MMDA) praised the IATF move, saying that it will also solve the traffic problem that it has never solved for many decades. “We will never see EDSA and other roadways bumper to bumper again,” said MMDA Spokesperson Celine Pialago. MASK. HUGAS. IWAStraffic.",2020-12-20T13:32:38-08:00,"Government, Health & Medicine, Law Enforcement, Travel"
Philippines LEADS IN VACCINE DEVELOPMENT IN SOUTHEAST ASIA!,https://adobochronicles.com/2020/12/19/philippines-leads-in-vaccine-development-in-southeast-asia/,"MANILA, Philippines ( The Adobo Chronicles, Manila Bureau) – The Philippines is never behind when it comes to progress in the Southeast Asian region — from the economy to tourism to technological advances. Even in the field of medical science, especially in the light of the coronavirus pandemic, the Philippines leads its Southeast Asian neighbors when it comes to the development of Covid-19 vaccines. While Singapore, Thailand and Indonesia are in Phase 1, 2, or 3 in Covid-19 vaccine development, the Philippines is now on Phase Shield which now covers the country’s entire population. What a feat!",2020-12-19T19:53:50-08:00,"Government, Health & Medicine, International"
"Duque: No Dropping The Ball, Just Passing The Ball",https://adobochronicles.com/2020/12/17/duterte-no-dropping-the-ball-just-passing-the-ball/,"MANILA, Philippines ( The Adobo Chronicles, Manila Bureau) – Health Secretary Francisco Duque was asked by President Duterte to address the accusation that he “dropped the ball” in the Philippines’ bid to procure some 10 million doses of the Pfizer Covid-19 vaccine. So he did. “There is no such thing as dropping the ball. Negotiations are ongoing. In fact Secretary Galvez signed a CDA (confidentiality data agreement) with Pfizer in November,” Health Secretary Francisco Duque III said in a virtual press briefing on Wednesday, December 16. So, there is no dropping the ball. Just passing the ball.",2020-12-17T11:24:29-08:00,"Government, Health & Medicine, International"
"Health secretary duque dropped the ball, and we’re not talking basketball",https://adobochronicles.com/2020/12/16/health-secretary-duque-dropped-the-ball-and-were-not-talking-basketball/,"MANILA, Philippines ( The Adobo Chronicles, Manila Bureau) – Philippine Health Secretary Francisco Duque “dropped the ball” by failing to submit a confidentiality agreement that would have secured some 10 million doses of Pfizer’s Covid-19 vaccine. This was disclosed Wednesday by Senator Panfilo Lacson who lamented the Philippines’ missing out on a chance to procure the vaccine. If this is a case of a key player dropping the ball, shouldn’t the coach, i.e., President Rodrigo Duterte, drop this player from his team?",2020-12-16T17:53:52-08:00,"Government, Health & Medicine, International"
ALMOST EVERYONE EXEMPTED FROM MANDATORY WEARING OF FACE SHIELD,https://adobochronicles.com/2020/12/19/almost-everyone-exempted-from-mandatory-wearing-of-face-shield/,"MANILA, Philippines ( The Adobo Chronicles, Manila Bureau) – The Philippines’ Inter-Agency Task Force for Emerging Diseases (IATF) has mandated that all Filipinos leaving their homes should wear a face shield, in addition to the already-mandated wearing of face masks, as a strategy to prevent the further spread of the coronavirus. But then, the Department of Health, a member of the IATF, has said that the wearing of face shields is not recommended for those with respiratory issues, or those who are having breathing difficulties when wearing the said protective gear. Since it is assumed that most people are having breathing difficulties when wearing face shields (while already wearing face masks), we surmise that almost everyone would be exempted from the new IATF rule.  The only people covered by the rule are probably those who consider wearing both a face mask and a face shield a fashion statement.",2020-12-19T01:53:21-08:00,"Government, Health & Medicine, Law Enforcement"
SENATOR CYNTHIA VILLAR’S REAL ESTATE COMPANY VISTA LAND unveils new condo prototype,https://adobochronicles.com/2020/12/14/senator-cynthia-villars-real-estate-company-vista-land-unveils-new-condo-prototype/,"MANILA, Philippines ( The Adobo Chronicles, Manila Bureau) – When it comes to residential land development and condominium units, nothing beats Vista Land, the real estate company owned by the family of Senator Cynthia Villar. Vista is an expert in converting farm lands into luxurious dwelling places for those who can afford the price. Today, Vista Land unveiled its newest prototype for its future condominium units.  It features units with indoor balconies.  What a concept! The Adobo Chronicles spoke with the esteemed Senator on this very novel concept.  She said, these units are the future as the Philippines and the world enter into the “new normal” following the coronavirus pandemic. “We all know one of the ways to avoid Covid-19 infection is to practice physical distancing ,” Villar said.  She added that with this new condo design, neighbors can still go about their gossip  chores while maintaining distance — from their respective balconies. The first of said units will be constructed in the beginning of 2021.",2020-12-14T01:22:34-08:00,"Business, Health & Medicine"
IATF NOW REQUIRES WEARING OF HEADBANDS/SUN VISORS IN PUBLIC,https://adobochronicles.com/2020/12/18/iatf-now-requires-wearing-of-headbands-sun-visors-in-public/,"MANILA, Philippines (The Adobo Chronicles, Manila Bureau) – Presidential Spokesperson Harry Roque said this week that the Inter-Agency Task Force on Emerging Infectious Diseases (IATF) has issued additional guidelines for all Filipinos to help prevent the spread of the coronavirus. Under the new guidelines, the wearing of headbands and sun visors  will now be required whenever Filipinos leave their homes, regardless of what level of community quarantine they’re in.  This is in addition to the wearing of face masks. Previously, protective gear was required only when people take public transportation or enter buildings, establishments and enclosed venues. In a surprise inspection conducted by Philippine National Police (PNP) Chief Debold Sinas in Divisoria, Metro Manila, he said that shoppers were pretty much following the new rules, as evidenced by the photo below. MASK. HEADBAND. HUGAS.",2020-12-18T18:13:18-08:00,"Government, Health & Medicine, Law Enforcement"
WHY AMERICANS ARE PANIC-BUYING FOR TOILET PAPER,https://adobochronicles.com/2020/12/06/why-americans-are-panic-buying-for-toilet-paper/,"SAN FRANCISCO, California ( The Adobo Chronicles, San Francisco Bureau) – It happened in the spring at the onset of the coronavirus pandemic in the U.S. It’s happening again as more and more states are mandating stay-at-home  instructions to  deal with increasing cases of Covid-19. What’s happening? Consumers are seeing empty supermarket and warehouse shelves where toilet paper used to abound. Americans are in a panic-buying mode. But why toilet paper, one might ask. Well, unlike in countries like Japan, American homes are not equipped with bidets in their toilets, and Americans have no concept of the dipper or pitcher (tabo) like it is used and practiced in countries like the Philippines.  So they are fully dependent on the good old toilet paper to clean up after a dump. America, the most advanced and industrialized country in the world, apparently needs to keep up with Japanese toilet technology, or perhaps adapt to its former colony the Philippines’ tabo culture. Especially in a pandemic..",2020-12-06T22:11:25-08:00,"Culture, Health & Medicine, International, Technology"
Duterte APPOINTS ROBREDO TO HEAD NEW COMMISSION!,https://adobochronicles.com/2020/12/11/duterte-appoints-robredo-to-head-new-commission/,"MANILA, Philippines ( The Adobo Chronicles, Manila Bureau) – For the third time in four years, Philippine President Rodrigo Duterte is appointing Vice President Leni Robredo to head a Cabinet-level Commission which he created through a new Executive Order. Robredo had been previously appointed as Housing and Drug Czar but neither of those worked out. Duterte believes in third chances, so he has again tapped Robredo to head the new Professional Regla Commission that will oversee the rights and privileges of Filipino citizens who have reached the age of menopause (regla). In issuing the Executive Order, Duterte said it is about time that the government address discrimination faced by menopaused women in employment, education and social services.  “Robredo’s passion and experience in the area of menopause are perfect for the position.  She fully understands the trials and tribulations experienced by Filipino women in their somethings,” Duterte said. Congratulations to the Vice President!",2020-12-11T19:47:00-08:00,"Gender, Government, Health & Medicine, Law Enforcement, Politics"
HARRY ROQUE CALLS LENI ROBREDO A “PIG”,https://adobochronicles.com/2020/12/07/harry-roque-calls-leni-robredo-a-pig/,"MANILA, Philippines ( The Adobo Chronicles, Manila Bureau) – Presidential Spokesperson Harry Roque is not one who would mince his words when responding to criticism and statements from Rodrigo Duterte’s critics, including the Vice President. Reacting  to a recent statement from Leni Robredo that she would volunteer to be among the first to receive the Covid-19 vaccine once it’s available, Roque said that the VP was a bit too late because Duterte had already volunteered first. He then proceeded to call Robredo a “pig.” A “guinea pig,” that is.",2020-12-07T13:28:31-08:00,"Government, Health & Medicine, Media, Politics"
"QUEZON CITY EYES TO ROLL OUT CITIZEN ID, DRINKING LICENSE",https://adobochronicles.com/2020/12/09/quezon-city-eyes-to-roll-out-citizen-id-drinking-license/,"QUEZON CITY, Philippines ( The Adobo Chronicles, Quezon City Bureau) – The city government is eyeing to roll out citizen IDs to all its constituents to help in the distribution of the Covid-19 vaccine once it becomes available . The “QCitizen card” is similar to  Makati City’s citizen ID which was used in the distribution of Covid-19 cash relief to its residents. Sources close to QC Mayor Joy Belmonte told The Adobo Chronicles also said that the city is also considering issuing drinking licenses, similar to the driver’s license, as a way to regulate the sale and consumption of alcohol during and after the coronavirus pandemic. Only those with a valid drinking license will be able to buy and drink alcohol —in public or on private.",2020-12-09T11:25:26-08:00,"Government, Health & Medicine, Law Enforcement"
"AMID COVID PANDEMIC, BAGUIO CITY POLICE OFFICERS REQUIRED TO WEAR PPE",https://adobochronicles.com/2020/11/20/amid-covid-pandemic-baguio-city-police-officers-required-to-wear-ppe/,"BAGUIO CITY, Philippines ( The Adobo Chronicles, Baguio Bureau) – In Baguio City, the Philippines’ Summer Capital, front liners, including police officers, are required to wear Personal Protective Equipment (PPEs) at all times. The city is known for the discipline of its citizens particularly in following mandated health protocols aimed at curbing the further spread of the coronavirus. As seen in the photo, taken along the city’s main thoroughfare, Session Road which is closed to vehicular traffic on Sundays, police officers wear their PPEs with pride: face mask, face shield, hand gloves and g-string. Way to go, Baguio!",2020-11-20T01:08:00-08:00,"Health & Medicine, Law Enforcement, Tourism, Travel"
Pcoo launches new covid-19 PUBLIC SERVICE AD,https://adobochronicles.com/2020/12/03/pcoo-launches-new-covid-19-public-service-ad/,"MANILA, Philippines ( The Adobo Chronicles, Manila Bureau) – Facing criticism that it has not been effective in its public campaign to encourage Filipinos to observe basic health protocols to prevent coronavirus infection, the Presidential Communications Operations Office (PCOO) headed by Secretary Martin Andanar is changing its strategy. For the longest time, PCOO and Presidential Spokesperson Harry Roque  have been advocating for “Mask, Hugas, Iwas” to no avail.  Roque himself has been criticized for violating the very protocols he has been advocating. In its new, improved public service ad, PCOO is encouraging Filipinos to avoid the “3 C’s,” of avoiding Crowded places, Confined and enclosed spaces, and Chismosas and Chismosos (gossips).",2020-12-03T01:51:07-08:00,"Government, Health & Medicine"
"Robredo, ovp staff test positive for being nega",https://adobochronicles.com/2020/10/28/robredo-ovp-staff-test-positive-for-being-nega/,"QUEZON CITY, Philippines ( The Adobo Chronicles, Quezon City Bureau) – In a post on her Facebook page, Leni Robredo announced that all her concerned  staff at the Office of the Vice President (OVP) tested negative for Covid-19. It is presumed she did , too. Robredo and staff went into self-quarantine last week  after they reportedly came in close contact with someone who tested positive for the coronavirus. What Robredo didn’t disclose was that she and her staff tested positive for being “nega,” a term widely used to describe Filipinos who display a negative attitude about  social, political and other issues that beset the country. Similar to what many know to be “crab mentality.” Robredo and the OVP are known for their generosity in criticizing every move or policy of the Duterte administration in order to create a semblance of some opposition — something that many describe as a desperate survival technique.",2020-10-28T03:22:18-07:00,"Government, Health & Medicine, Social Media"
CORONAVIRUS TESTS POSITIVE FOR DONALD TRUMP!,https://adobochronicles.com/2020/10/04/coronavirus-tests-positive-for-donald-trump/,"WASHINGTON, D.C. ( The Adobo Chronicles, Washington Bureau) – He’s called it the ‘China virus,’ downplayed its impact on Americans, and refused to acknowledge or endorse health protocols surrounding this pandemic that has so far killed over 200,000 Americans. Over the weekend, the coronavirus has tested positive for Donald Trump. Is change coming to The White House?",2020-10-04T16:22:22-07:00,"Government, Health & Medicine, International"
"THIS YEAR, 46 MILLION TURKEYS WILL BE PARDONED!",https://adobochronicles.com/2020/10/15/this-year-46-million-turkeys-will-be-pardoned/,"WASHINGTON, D.C. ( The Adobo Chronicles, Washington Bureau) – Surging coronavirus cases in many areas of the United States may make it unwise to hold large family gatherings at Thanksgiving this year, particularly if elderly relatives or out-of-state travel are involved, Anthony S. Fauci, the nation’s top infectious-disease expert, told “CBS Evening News” on Wednesday. “You may have to bite the bullet and sacrifice that social gathering, unless you’re pretty certain that the people that you’re dealing with are not infected,” Fauci said, adding that his own three children will not be coming home for Thanksgiving because his age puts him at elevated risk. It is estimated that 46 million turkeys are slaughtered each year during Thanksgiving, thanks to the age-old tradition of family dinners in which these birds are the main feature. Each year, White House tradition also “pardons” a turkey or two, saving them from being killed. Thanks to Covid-19 and Fauci’s advice to Americans, 46 million turkeys will have a well-deserved lease on life this year!",2020-10-15T02:08:20-07:00,"Culture, Food, Health & Medicine"
DUTERTE APPOINTS LENI as new data czar,https://adobochronicles.com/2020/10/16/duterte-appoints-leni-as-new-data-czar/,"MANILA, Philippines ( The Adobo Chronicles, Manila Bureau) –  There is no love lost between Philippine President Rodrigo Duterte and Vice President Leni Robredo. In a move that took both Duterte supporters and the Opposition Dilawan by surprise, the President appointed the VP the Administration’s Data Czar. This is the third Cabinet position held by Robredo, after she had been appointed, and fired , as Housing Czar and Drug Czar. Robredo’s appointment came after Malacañang Palace saw, and was very impressed, by the VP’s social media announcement that her office has launched a Covid Data Tracker to compete with the Department of Health’s own database on coronavirus in the Philippines. DOH Secretary Francisco Duque and on again-of again Special Assistant to the President (SAP) Bong Go opposed the appointment but said “the will of Duterte be done, citing a verse from “The Lord’s Prayer.” (No, not House Speaker Lord.)",2020-10-16T15:09:41-07:00,"Government, Health & Medicine, Technology"
Duterte issues E.O. authorizing filipinos to deduct one year from their ages (UPdated),https://adobochronicles.com/2020/10/04/duterte-issues-e-o-authorizing-filipinos-to-deduct-one-year-from-their-ages/,"MANILA, Philippines ( The Adobo Chronicles, Manila Bureau) – We’re approaching nine months since the Philippine government imposed a community quarantine as part of the national strategy to curb the spread of the coronavirus in the country.  Most likely, some form of quarantine will continue to be imposed for many months more, practically putting to waste a full year in the lives of Filipinos. But fret no more. Upon recommendation of the Inter-Agency Task Force (IATF) on Emerging Infectious Diseases, President Rodrigo Duterte has signed an Executive Order authorizing all Filipino citizens to legally deduct one year from their ages in order to compensate for lost time. For example, a 45-year-old Filipino celebrating a birthday this year will remain 45, instead of 46. The E.O. orders the Philippine Statistics Office (PSO) to tweak its computerized program so that Filipinos’ birth dates will be advanced one year. Filipinos welcomed this move by the IATF and the President. Make sure that your birthday cakes will have one less candle this year!",2020-10-04T02:22:28-07:00,"Government, Health & Medicine"
Manila Bay White Sands Will Be Closed Until There’s A Vaccine,https://adobochronicles.com/2020/09/20/manila-bay-white-sands-will-be-closed-until-theres-a-vaccine/,"MANILA, Philippines ( The Adobo Chronicles, Manila Bureau) – One of the biggest criticism about the white sanding of Manila Bay has been timing.  Many believe that spending a huge amount of money for cosmetic purposes was inappropriate at a time when the country was in a middle of a pandemic that has affected people’s health and  livelihood. The government argued that the rehabilitation of Manila Bay has been in the works, and in the budget, even before Covid-19. But when the “new” Manila Bay was opened to the public, all of the government’s efforts to promote physical distancing to prevent the spread of the coronavirus went out the door. Manileños descended upon the bay to get a glimpse and to experience a Boracay moment — all to the detriment of the government’s regulations on minimum health standards. Today, the Inter-Agency Task Force on Emerging Infectious Diseases (IATF) ordered the immediate closure of Manila Bay, vowing to keep it closed until there’s a coronavirus vaccine. IATF’s move comes as no surprise as most of its policies in fighting Covid-19 have been consistently  premised on the mantra “until there’s a vaccine.” To those who were able to frolic in the white sand of the bay, congratulations.  To the rest, see you on the other side of a Covid-19 vaccine!",2020-09-20T01:25:48-07:00,"Government, Health & Medicine, Law Enforcement, Science and Environment, Social Media"
Health Secretary Duque: “We Have Fattened The Curve!”,https://adobochronicles.com/2020/09/03/health-secretary-duque-we-have-fattened-the-curve/,"MANILA, Philippines ( The Adobo Chronicles, Manila Bureau) – Department of Health Secretary Francisco Duque may have something that could redeem his tarnished reputation resulting from the PhilHealth mess. ( A Senate committee report has recommended that criminal charges be filed against Duque and others for alleged graft and corruption.) Today, Duque, who co-chairs the Inter-Agency Task Force (IATF) on Emerging Infectious Diseases, announced that the Philippines, under his able leadership, has fattened the curve after almost six months of lockdowns in connection with the Covid-19 pandemic. Speaking with The Adobo Chronicles, Duque said that the foresight and continued efforts to impose various levels of community quarantine has resulted in Filipinos gaining weight because of the lack of exercise, mobility and nutritious food. “Weighing scale numbers and BMIs (Body Mass Index) have shot off the roof,” the Secretary said, adding that “this only shows that the government has done the right thing to combat the coronavirus. In the latest Senate hearing, Duque told the legislators that the reason he was unable to monitor the financial mess at PhilHealth was because he was very busy with his tasks at DOH and the IATF. ”I hope that with this fattening of the curve” I will be exonerate me from the allegations lodged against me regarding PhilHealth,” Duque said.",2020-09-03T01:52:21-07:00,"Government, Health & Medicine"
IATF Now Requires Filipinos To Carry Measuring Tape At All Times,https://adobochronicles.com/2020/09/11/iatf-now-requires-filipinos-to-carry-measuring-tape-at-all-times/,"MANILA, Philippines ( The Adobo Chronicles, Manila Bureau) – In the interest of easing quarantine restrictions and slowly but surely moving the country towards the normal, the Inter-Agency Task Force On Emerging Infectious Diseases (IATF) has announced that the physical (social) distancing requirements between people  will be reduced from one meter to 0.75m to 0.5m and eventually to 0.3m. But for every easing down of restrictions, there is a corresponding new rule to  make sure the objective is fully achieved. Effective Monday, all Filipinos using public transportation must carry with them a measuring tape at all times to make sure that they are strictly following the required distance from the person next to them. This is in addition of course to the required face mask and face shield, plus the helmet and barriers for motorcycle riders. As the local saying goes, “advanced mag-isip” ang IATF. (The IATF thinks in advance.)",2020-09-11T16:10:33-07:00,"Government, Health & Medicine, Law Enforcement"
Measuring Tapes Disappearing From Philippine Hardware Stores,https://adobochronicles.com/2020/09/12/measuring-tapes-disappearing-from-philippine-hardware-stores/,"MANILA, Philippines ( The Adobo Chronicles, Manila Bureau) – One meter is roughly the length from one’s shoulder to the finger tips. So it was easy to calculate the one meter distance that health authorities have been advising people to observe in order to protect themselves from Covid-19. Now, the Inter-Agency Task Force for Emerging Infectious Diseases, or IATF, has approved a recommendation by the Department of Transportation to reduce the physical distancing health protocol.  The distance will now be reduced to 0.75 meters  and gradually shorter to 0.50 and 0.30 meters. Filipinos are worried that the government will eventually require them to always carry a measuring tape in order to accurately calculate the required measurement for physical distancing. This speculation has resulted in the disappearance of measuring tapes from hardware stores and other retail outlets.  Many suspect that enterprising individuals are now hoarding measuring tapes to sell at a much high price just like what happened when the IATF started mandating the use of face shields in public. Ladies and gentlemen, this is you IATF at work.",2020-09-12T01:59:43-07:00,"Government, Health & Medicine, Law Enforcement"
"In Facebook Address To The Nation, Leni Robredo Lets Her Hair Down",https://adobochronicles.com/2020/08/24/in-facebook-address-to-the-nation-leni-robredo-lets-her-hair-down/,"QUEZON CITY, Philippines ( The Adobo Chronicles, Quezon City Bureau) – In what many are saying as her attempt to mimic President Rodrigo Duterte’s State of the Nation Address (SONA), Vice President Leni Robredo took to her Facebook account last night to address the Filipino people. Wearing a pair of eyeglasses, donning a purple dress, her hair in a bun, and with hands clasped, Robredo firmly and emphatically laid out her solid and well-thought of points for the country to more effectively deal with the coronavirus pandemic. To demonstrate that she was heartfelt and serious about her recommendations, she let her hair down towards the end of her address.  With that, she seemed to tell her viewers: “This is the real me, not the fake me.”",2020-08-24T14:46:50-07:00,"Health & Medicine, Politics, Social Media"
Curfew And Liquor Ban Lifted Under GCQ In Quezon City?,https://adobochronicles.com/2020/08/19/curfew-and-liquor-ban-lifted-under-gcq-in-quezon-city/,"QUEZON CITY, Philippines ( The Adobo Chronicles, Quezon City Bureau) – Last August 19, the National Capital Region, including Quezon City, was placed under a less restrictive General Community Quarantine (GCQ). The move by the Inter-Agency Task Force (IATF) on Emerging Infectious Diseases was seen as a balancing act between ensuring the health safety of the population in the Covid-19 pandemic and the health of the economy. Nevertheless, even under GCQ, cities within NCR will continue to observe curfew hours, and some still impose a liquor ban or some variation of it. In Quezon City however, residents got confused over an infographic that renamed “curfew” to “public safety” hours. Many interpreted the hours to mean “happy” hours which for them signaled the total lifting of both curfew and the liquor ban. The public is advised not to drink to that. Yet. Here’s the full infographic from the QC government:",2020-08-19T14:26:31-07:00,"Government, Health & Medicine"
